Industry_Name,Number_of_firms,Average_Company_Age_years_,Market_Cap_millions_,Book_Equity_millions_,Enteprise_Value_millions_,Invested_Capital_millions_,Total_Debt_including_leases_millions_,Revenues_millions_,Gross_Profit_millions_,EBITDA_millions_,EBIT_Operating_Income_millions_,Net_Income_millions_
Insurance (Life),7,29.571428571428573,117078.09999999999,9296.000000000002,112331.75418103929,8958.084181039294,538.8541810392925,134538.6,12375.400000000001,4060.2999999999997,3967.4891637921414,5805.900000000001
Insurance (Prop/Cas.),2,60.5,12776.7,6108.8,11456.795791532746,5263.195791532746,53.955791532745856,7376.8,1684,547.2,528.4508416934509,325.5
Investments & Asset Management,102,33.552083333333336,36256.039000000004,18911.423000000003,39839.94793040622,26583.973930406217,4591.333930406216,5259.299,3036.022999999999,1480.6330000000003,1398.082813918757,2411.7929999999997
Machinery,161,45.22360248447205,53159.91199999997,5729.995000000003,54189.938088538154,8103.629088538194,2306.7050885381896,13134.108,5574.527000000001,1889.3090000000002,1605.6057822923617,1226.35
Metals & Mining,42,33.61904761904762,52655.04700000001,24002.269999999997,68717.434,34056.28899999999,18679.455,50725.111999999994,19901.849000000006,8982.455,6288.538,2950.706
Office Equipment & Services,17,28.647058823529413,1824.0369999999994,87.466,1883.9701793073648,269.24617930736446,76.35417930736446,506.14700000000005,188.854,71.42099999999999,59.0373641385271,42.480000000000004
Oil/Gas (Integrated),1,27,31036.5,34275,42819.2,50808,17271.5,71190.8,14877.3,12730.4,9154.3,5184.3
Oil/Gas (Production and Exploration),8,44.875,5652.93,2247.099,9597.484454712647,7750.856,4588.5184547126455,3948.728,3234.828,1817.549,1557.2495090574707,589.641
Oil/Gas Distribution,11,30.727272727272727,8321.142,2760.065,8025.222,3286.504,1425.632,8443.112000000001,1624.032,1303.366,1027.9209999999998,1066.289
Oilfield Svcs/Equip.,23,39.17391304347826,243217.15,123966.26000000002,300537.70399999997,198325.59400000004,68042.967,324331.526,66618.85900000001,36696.047999999995,28837.415,19082.877999999997
Packaging & Container,86,34.08139534883721,6249.811000000002,2751.032,8038.985998087988,4690.822998087992,2141.81699808799,6122.784000000001,2268.5829999999996,688.785,450.70300038240197,155.37100000000004
Paper/Forest Products,49,43.395833333333336,8263.994999999997,2971.1090000000004,9535.913419927047,4917.613419927047,1504.2564199270482,5721.226999999998,2563.137,1145.3029999999999,928.2513160145903,624.2390000000001
Power,32,34.6875,182410.96200000003,59792.977,254670.11407414952,140870.0640741495,79121.60407414954,79788.90999999999,29251.596,20763.408000000003,14497.757185170098,9312.097
Precious Metals,1,36,229.8,5.05,238.84000000000003,26.040000000000006,11.3,0.043,0.037,-0.504,-0.773,-0.252
Publishing & Newspapers,22,48.45454545454545,2155.245000000001,1301.3539999999998,2366.58061559162,1494.64161559162,305.06861559162,1269.782,562.5229999999999,139.247,97.931276881676,117.14899999999999
R.E.I.T.,4,2.3333333333333335,8363.9,7167.999999999999,12350.8,10450.099999999999,4159,1047.8,916.9,792.1000000000001,541,98.59
Real Estate (Development),150,34.22,45833.05200000001,8388.779999999997,53159.71565682567,16524.415656825662,8697.551656825663,6007.94,2244.579,1021.0620000000002,946.1406686348679,468.8169999999999
Real Estate (General/Diversified),17,42.375,31374.828,7147.997999999999,32490.80042310971,8587.42242310971,1802.2324231097114,1712.1410000000003,978.4000000000001,515.366,428.63731537805785,302.543
Real Estate (Operations & Services),32,42.46875,1811.638,555.473,2012.1254377268706,863.7434377268706,240.94243772687076,257.13599999999997,207.593,144.048,125.55711245462584,78.13600000000002
Recreation,12,33.916666666666664,1092.1339999999998,175.869,1128.3903835558908,302.6023835558908,64.58738355589075,146.177,107.942,50.68200000000001,33.74072328882185,67.85199999999999
Reinsurance,1,48,6575.1,7831.7,3723.5000000000005,6180.899999999999,0,5539,903.8,832.8,831.8,797.8
Restaurant/Dining,16,31,23959.103000000003,3632.5800000000004,25040.037999999997,4011.132,1319.855,3399.399999999999,1841.932,144.61000000000004,-37.76300000000002,-42.251
Retail (Automotive),4,23.5,846.84,282.57,956.422,302.93000000000006,131.10899999999998,687.223,118.323,31.76,23.262999999999998,18.639
Retail (Building Supply),4,11.5,270.62,78.50800000000001,302.21599999999995,122.30600000000001,35.245999999999995,590.79,43.053,12.277000000000001,9.907999999999998,2.3260000000000005
Retail (Distributors),253,31.424603174603174,49102.97100000005,5746.252999999999,55924.2554559328,14682.351455932816,8098.787455932809,16758.291999999998,5255.365999999997,1413.3010000000008,1058.2777088134378,549.2230000000001
Retail (General),11,34.54545454545455,3085.036,554.1320000000001,3882.25459732165,981.5655973216508,824.3435973216507,1762.336,460.905,66.754,36.077080535669865,-12.773000000000001
Retail (Grocery and Food),8,18.5,31883.596999999998,1863.819,31861.160531879632,2102.4165318796295,91.48353187962913,5764.083,839.9799999999999,442.271,381.28729362407415,282.80299999999994
Retail (Special Lines),43,30.953488372093023,34053.03500000002,2371.8430000000003,37378.857318591115,5849.391318591122,3701.7973185911223,8916.648000000001,2931.472,599.1619999999999,447.9327362817755,145.33199999999994
Rubber& Tires,16,46.875,19424.78,5151.798,21499.511,7761.1990000000005,2289.796,10941.593,4273.914,1546.1889999999999,1081.389,689.285
Semiconductor,8,27.25,676.4,78.14000000000001,701.607,98.238,27.605000000000004,106.01000000000002,23.83,9.636000000000001,5.0600000000000005,1.705
Semiconductor Equip,1,58,688.7,103.4,727.1,153.99699999999999,58.3,158.3,104.6,16,4.76,3.86
Shipbuilding & Marine,23,28.608695652173914,35740.437999999995,7359.950000000001,41872.76999999999,14031.669000000002,7587.119999999999,4912.121,2652.845,2241.6789999999996,1626.7230000000002,957.7049999999999
Shoe,12,45.583333333333336,6454.582,618.7469999999998,6660.524999999999,824.8540000000002,277.04999999999995,1145.6979999999999,593.6440000000001,151.84399999999997,119.071,74.28500000000001
Software (Entertainment),5,15.8,8972.710000000001,2207.85,8950.09,2945.3980000000006,67.58,511.44199999999995,241.60900000000004,112.652,102.41,40.30199999999999
Software (Internet),6,23,155.01999999999998,10.999,154.975,14.249,5.216,13.748,6.977,4.972,3.242,2.493
Software (System & Application),73,23.027397260273972,30897.064,3600.3419999999996,29992.39190034684,2593.405900346837,434.32590034683676,4991.309,1830.1000000000004,871.101,787.0092199306328,581.0110000000002
Steel,168,38.095238095238095,123055.25899999999,44417.865999999995,150075.9926399721,76816.37063997204,33180.77563997203,102663.49899999998,42893.34599999998,12530.284999999998,8888.152672005592,4257.646000000001
Telecom (Wireless),3,22,81342.79999999999,-8311,140304,51261.899999999994,60812.5,22774.1,13346.7,9439.76,3880.82,-4496.799999999999
Telecom. Equipment,21,33.95238095238095,7923.74,1441.092,8635.504,2230.114,868.78,1941.2329999999997,721.672,157.95000000000002,89.481,21.16699999999999
Telecom. Services,14,31.428571428571427,18117.798,-2212.903,28271.46,8045.179,10354.671,6919.99,2886.2960000000003,1826.127,1026.711,-111.85999999999996
Tobacco,6,84.83333333333333,72111.86,8586.998,71533.991,8311.972,76.661,9096.333,5370.307,3313.118,3092.666,2563.935
Transportation,48,25.130434782608695,10594.494,2690.2490000000003,12675.56887196228,4315.435871962282,2486.110871962282,7075.053999999999,2383.7439999999992,377.668,147.48042560754354,-21.51199999999999
Transportation (Railroads),1,32,6304,1358,5996.7,1101.4,98.8,999.8,256.5,207.3,148.2,142.8
Trucking,12,33.833333333333336,1035.6770000000001,158.83,1231.952,379.1880000000001,203.22199999999998,638.48,113.18900000000001,62.152999999999984,48.028000000000006,42.94200000000001
Utility (General),0,0,0,0,0,0,0,0,0,0,0,0
Utility (Water),1,25,477.1,197.4,470.6,195.5,34.1,336.6,58.1,43.5,42.9,5.55
Total Market,4446,36.12485888462407,4387482.516999996,1022342.1570000009,5357108.604238503,2176309.3417838025,1308383.0042385163,1860625.5860000052,693947.1970000007,235765.8580000002,181786.82675229694,163984.70099999977
Total Market (without financials),3850,36.196833792477555,3370669.228999996,680501.989000001,3796743.1814193614,1192682.3229646618,542031.4274193754,1524569.7290000052,506269.1880000007,224655.4640000002,171712.17731612513,103849.20099999975
