Industry_Name,Number_of_firms,Price_Sales,Net_Margin,EV_Sales,Pre_tax_Operating_Margin
Retail (Building Supply),29,0.37919861282303047,0.018173480686067646,0.591648867222454,0.04386340766149034
Retail (Distributors),116,0.9096433248583011,0.05643920218123152,1.3289010564028039,0.08776093040572969
Retail (General),32,0.9423798898792827,0.09970240181579629,1.249006833546242,0.027112179517794162
Retail (Grocery and Food),32,0.3319152383406019,0.007348351254621977,0.4984018312107666,0.03761298556845515
Retail (REITs),33,5.092326248489806,0.013862423094835177,11.554881819944931,0.5673183973920772
Retail (Special Lines),111,1.190595517321859,0.02826727299077347,1.331907555185465,0.05758835075191775
Rubber& Tires,8,0.7709766301764281,0.06429258577534057,1.00610954280938,0.11420866348400294
Semiconductor,40,3.101848874372999,0.16891558742456037,3.337406972438757,0.22171845907784235
Semiconductor Equip,22,9.20198480691356,0.25626824059056236,9.198505890456639,0.28930681698176625
Shipbuilding & Marine,62,0.8565699993017111,0.1663535122125981,1.0131137230166123,0.1732316040043383
Shoe,10,1.6219727371864774,0.039642857142857146,1.9521336305662258,0.08281703615502103
Software (Entertainment),56,6.552235778905566,-0.14701670725324376,6.9973037016530215,0.2326145982339659
Software (Internet),28,1.8123146436518185,0.03983402981711556,2.3245724395632577,0.07882399193922636
Software (System & Application),339,4.902678139999968,0.09222088775378093,4.987331389859596,0.1224580769763055
Steel,59,0.3672367842606102,0.017186816092105945,0.41218842748447887,0.03382411904649756
Telecom (Wireless),12,0.7146825743268965,0.18033043798525025,1.837819575523491,0.11954557797821608
Telecom. Equipment,54,0.804568577679866,0.03376344203754575,0.8567852547222569,0.07894296159577616
Telecom. Services,64,1.097976673720213,0.10025426581351349,2.231954768104819,0.1483034051042753
Tobacco,6,1.4603729179102416,0.2344474136627051,2.436808516867347,0.35373267602105957
Transportation,59,0.6956743775578761,0.039422921816778096,1.060628969659706,0.0647318252068269
Transportation (Railroads),7,0.8969144525836896,0.03773347459574542,1.3634996445155991,0.08190803541905758
Trucking,6,0.4127989740301379,0.03439676178262264,0.6181452388586085,0.05169236934915037
Utility (General),16,0.45969137716969855,0.02851659689126876,0.8453871654034042,0.08496439644688476
Utility (Water),12,3.388553544822217,0.009371148763486345,7.004592208803468,0.1811394044668728
Total Market,6971,1.3131158001649292,0.08528621096960749,2.008873439400171,0.11585741826912573
Total Market (without financials),6149,1.2672866185928222,0.067560389323241,1.6136401259914832,0.1205879200905513
