Industry_Name,Number_of_Firms,CAGR_in_Net_Income_Last_5_years,CAGR_in_Revenues_Last_5_years,Expected_Growth_in_Revenues_Next_2_years,Expected_Growth_in_Revenues_Next_5_years,Expected_Growth_in_EPS_Next_5_years
Retail (General),32,0.054171111111111135,0.007588888888888887,0.083485625,0.052889740614938646,0.18919999999999998
Retail (Grocery and Food),32,0.19877222222222218,0.1171962068965517,0.15640130434782606,0.5298290624117368,0.10257500000000001
Retail (REITs),33,0.26818850000000005,0.08598733333333333,0.08424470588235293,-0.11108817448281288,0.05312727272727273
Retail (Special Lines),111,0.05736896551724138,0.09195821428571431,0.08858806451612904,0.24008424945301315,0.2077263157894737
Rubber& Tires,8,0.13904285714285713,0.21073250000000002,0.15431666666666666,0.08319319024346758,0.2716
Semiconductor,40,0.23681727272727268,0.1059995,0.2690789473684211,0.12203609492615508,0.1897777777777778
Semiconductor Equip,22,0.13104454545454547,0.10766624999999999,0.16797058823529415,0.22581305260873863,0.17149230769230772
Shipbuilding & Marine,62,0.4700285714285716,0.13165652173913045,0.010747714285714286,0.06060041665187386,-0.07383333333333335
Shoe,10,0.06663333333333334,0.062925,0.11173333333333334,0.007869993879698733,0.20052000000000003
Software (Entertainment),56,0.12444444444444447,0.059538333333333346,0.13064517241379311,0.2622719711253815,0.25555
Software (Internet),28,0.5105833333333334,0.07011142857142856,0.1641769230769231,0.12610861387657893,0.5775
Software (System & Application),339,0.14241300000000007,0.1530265656565656,0.1522412865497076,0.12318336204427657,0.46269142857142853
Steel,59,0.12188565217391302,0.13762777777777782,-0.012195,0.18742394894045933,-0.12087142857142859
Telecom (Wireless),12,0.16490714285714284,0.11726666666666667,0.1085875,-0.071883932282639,0.12547142857142854
Telecom. Equipment,54,0.07437857142857143,0.1113856818181818,0.0913021212121212,0.07823286801875916,0.1737714285714286
Telecom. Services,64,0.14266538461538458,0.058658888888888885,0.13487500000000002,0.13546680663106767,0.11577947368421054
Tobacco,6,0.004321999999999996,0.13158,0.059375,0.11802239560640423,0.061766666666666664
Transportation,101,0.23337431818181817,0.15755472972972973,0.07687297872340425,0.08478341859481776,0.09486272727272725
Trucking,6,0.03705,0.06092499999999999,0.16083333333333336,-0.017991286603913154,0.11000000000000001
Utility (General),16,0.16622230769230767,0.18002666666666667,-0.04021818181818181,0.1608145004618476,0.012714285714285711
Utility (Water),12,-0.08201750000000001,0.014314999999999998,0.0634,1.0348286042299741,0.38366666666666666
Total Market,6971,0.15604235228539587,0.13920786675073507,0.2182992160383004,0.11854789827879937,0.15413983498349818
Total Market (without financials),6134,0.14843647139593277,0.137900448899359,0.2327104997828542,0.1283679989477262,0.1533
