Industry_Name,Number_of_firms,Number_of_Employees,Market_Capitalization_millions_,Revenues_millions_,Mkt_Cap_per_Employee_,Revenues_per_Employee_,Stock_based_Compensation_millions_,Stock_based_Compensation_as_of_Revenue
Retail (Automotive),28,67761,5270.300000000001,15727.900000000001,77777.7777777778,232108.439958088,86.86200000000001,0.0021800444888496907
Retail (Building Supply),29,194690,9653.2,24560.5,49582.41306692691,126151.83111613334,69.42399999999999,0.0014503520170472347
Retail (Distributors),116,314606,100108.52,106128.193,318202.8314781028,337336.8371868305,379.14099999999996,0.0016843664620162823
Retail (General),32,635921,9155.162,17971.042,14396.697074007621,28259.865612237998,-77.77000000000001,-0.0005506828935220177
Retail (Grocery and Food),32,1870444,51373.36,132181.512,27465.86372005791,70668.52148473838,483.674,0.0011435457268583883
Retail (REITs),33,5855,15933.7,2691.43,2721383.432963279,459680.6148590948,47.975,0.0060044759159501035
Retail (Special Lines),111,676664,27524.277999999995,81065.73599999999,40676.433207618546,119802.05242188144,1011.2409999999999,0.005287340951055146
Rubber& Tires,8,175332,33007.2,42603.3,188255.42399561973,242986.44856614879,39.83,0.0008973489567726978
Semiconductor,40,186666,70475.73999999999,25633.53,377549.9555355554,137322.97258204492,811.4100000000002,0.014199132593134944
Semiconductor Equip,22,65392,320342.7200000001,33906.635,4898805.970149254,518513.5031808173,202.67499999999998,0.005194343541208309
Shipbuilding & Marine,62,279690,102885.77,118428.92000000001,367856.4482105188,423429.2252136294,131.707,0.0009041439003158884
Shoe,10,50767,18995.8,13036.7,374176.1380424291,256794.76825496877,94.193,0.005135932388222465
Software (Entertainment),56,24632,21117.644999999997,2691.977,857325.6333225071,109287.79636245534,140.50400000000002,0.018325455785455594
Software (Internet),28,11594,3589.257000000001,2175.975,309578.833879593,187681.12816974297,17.518,0.005193757884547251
Software (System & Application),339,296685,331822.4840000001,62944.320000000014,1118433.638370663,212158.75423428894,4325.467000000001,0.06091887947446813
Steel,59,506695,46835.07,125173.59699999998,92432.46923691768,247039.3372739024,114.43999999999998,0.0005488288163788167
Telecom (Wireless),12,156871,9979.4,12640.99,63615.327243403815,80582.0706185337,220.744,0.0030401933017769906
Telecom. Equipment,54,216128,26924.813000000006,29384.280000000006,124578.08798489785,135957.76576843354,229.76199999999997,0.003930788208901371
Telecom. Services,64,787613,234197.10799999995,195920.24700000006,297350.4855811165,248751.9213116087,902.636,0.0026082015385654415
Tobacco,6,89147,21155.97,23428.5,237315.55745005442,262807.49772847095,41.748999999999995,0.0006790365419866076
Transportation,59,1188822,119919.809,177679.53,100872.80433908524,149458.48074816918,226.28400000000002,0.0010371063948771185
Transportation (Railroads),7,56627,682.5000000000001,2023.2000000000003,12052.55443516344,35728.539389337246,16.42,0.0019755241936745206
Trucking,6,24255,2516.3,6170.1,103743.55802927232,254384.66295609152,-5.53,-0.0008865020840012826
Utility (General),16,452172,25267.9,76697.8,55881.169112638556,169620.85224206717,315.37,0.0007713858577873355
Utility (Water),12,20238,12731.889999999998,3891.55,629108.1134499456,192289.25783180157,16.979999999999997,0.0025426584107636208
Total Market,6971,37514498,9768227.605999995,7286546.258000017,260385.4010254914,194232.80722029167,51273.665,0.0036138528595818006
Total Market (without financials),6149,33441099,8322605.374999995,6415777.950000017,248873.56049512592,191853.0832374862,43360.028000000006,0.0034777565840270054
