Industry_Name,Number_of_firms,Quarter_1,Quarter_2,Quarter_3,Quarter_4,Quarter_1,Quarter_2,Quarter_3,Quarter_4,2018_12_31_00_00_00,2019_12_31_00_00_00,2020_12_31_00_00_00,2021_12_31_00_00_00,2022_12_31_00_00_00,2023_12_31_00_00_00,2019,2020_0,2021_0,2022_0,2023_0
Broadcasting,7,6331.099999999999,5502.299999999999,4802,4681.4,0.17375183077179757,-0.13090932065517846,-0.12727404903404016,-0.2605708328726446,4979.6,7075.9,6308.44,6391.299999999999,5393.900000000001,4900.7,0.42097758856133005,-0.10846111448720308,0.013134784510909103,-0.15605588847339336,-0.09143662285174003
Brokerage & Investment Banking,105,399897.6700000001,373307.05300000013,392296.41499999986,386195.12,0.06624556431661999,-0.06649355321325068,0.05086794328528188,-0.03426514087966581,242491.35999999993,409510.5700000001,540973.9200000003,515531.61000000004,375052.12999999983,391144.0780000003,0.6887635501734999,0.3210255354336766,-0.0470305666491283,-0.2724944063080831,0.04290589684159518
Building Materials,65,65214.183000000005,56346.902000000024,53346.86,51828.399999999994,0.024884230556343923,-0.1359716643233878,-0.05324235926937071,-0.20525877016660643,28942.3,41423.849999999984,69052.89,83019.13999999998,63630.78000000001,49998.93,0.43125632724420604,0.6669838752312987,0.2022543879046914,-0.23354084371387096,-0.21423358318097008
Business & Consumer Services,124,54125.84999999999,52918.05999999999,54063.15000000002,51929.83899999999,0.11392088023989944,-0.022314476354643897,0.021638926294728744,-0.04057231433778863,25445.976999999995,35422.844999999994,46490.534999999974,57511.307999999975,48590.389999999985,52957.88800000003,0.39208036696724213,0.31244497724561593,0.2370541229521237,-0.15511589477325038,0.08988398734811653
Cable TV,11,28936.4,25036.999999999993,22942.399999999998,23098.9,0.36182188692742456,-0.1347576063366559,-0.08366018292926447,-0.2017355303354944,14590.099999999999,21956.600000000002,25194.6,23794.100000000002,21248.300000000003,24251.6,0.5048971562909099,0.14747274168131663,-0.05558730839148063,-0.10699291000710254,0.1413430721516542
Chemical (Basic),284,420611.4199999998,359329.0899999999,340135.57000000007,336796.6,0.04527503531000199,-0.1456982076235589,-0.05341487937979039,-0.1992690070088916,160385.20000000013,207737.2,348937.2999999999,550119.1999999998,402393.06000000006,338377.9949999997,0.29523921159807665,0.6797054162663203,0.576556017370456,-0.26853478300702793,-0.15908590719730686
Chemical (Diversified),5,22186.200000000004,17602.2,19145,18891.600000000002,0.1369725419455352,-0.2066149227898425,0.08764813489222933,-0.14849771479568386,3464.8999999999996,13687.3,18124.5,28399.6,19513.399999999998,20204.5,2.9502727351438716,0.32418373236503917,0.5669177080747054,-0.3128987732221581,0.03541668801951481
Chemical (Specialty),244,396795.72999999986,344060.29000000027,322561.3799999999,319797.13000000006,0.02022355272095311,-0.13290324469973402,-0.06248588001829669,-0.19405097932883453,137634.43999999997,180317.83999999985,301270.24999999977,520560.60000000003,388930.1800000001,317158.7929999996,0.3101215073785304,0.6707733965757354,0.7278858433582487,-0.2528628175086626,-0.1845354017011498
Coal & Related Energy,39,212337.59999999998,194789.90000000002,200881.20000000004,197255.96000000005,0.0993233343515243,-0.08264056860395874,0.03127112853387182,-0.07102670464392513,103858.1,107069.3,115628.31999999999,160284.34,193153,215396.98000000004,0.030919109823884572,0.07993906750114177,0.3862031377780115,0.20506469939608585,0.11516248776876381
Computer Services,150,112630.36,117427.11000000003,101044.99999999996,101771.26999999997,0.33322174852603914,0.04258842819999886,-0.1395087556868262,-0.09641352473702491,60880.528000000035,78057.13000000005,86300.84999999998,101055.36,84479.83999999998,101595.02000000005,0.2821362193179402,0.10561136439425733,0.17096598700939825,-0.16402415468115716,0.20259484392962945
Computers/Peripherals,63,138254.41199999998,139777.13400000005,143170.02600000004,147607.77599999998,0.21987522287931083,0.011013912525265956,0.0242735839754733,0.06765327677210053,81130.363,95199.605,201148.025,164304.89000000004,113334.88000000002,162352.40799999994,0.1734152477537909,1.1129081890623391,-0.18316428908511506,-0.3102160258285679,0.43250169762389046
Construction Supplies,55,110536.49999999999,92140.51,89162.79999999999,85792.39000000001,0.020477591988064647,-0.16642457468799887,-0.03231705576624233,-0.22385465434494467,79989,119207.80000000002,133891.6,159235.19999999998,108318.4,81014.80000000003,0.49030241658228024,0.12317818129350577,0.18928446594110437,-0.3197584453688631,-0.25206797737041875
Diversified,15,78974.4,79419.5,67150.2,65775.8,0.04555046879675073,0.005636003565712588,-0.15448724809398195,-0.16712504305192555,113085.1,107255.40000000001,75895.67,81277.9,75533.79999999999,68958.59999999999,-0.05155144223244257,-0.29238369350167925,0.07091616689068037,-0.07067234758772067,-0.08704977109585377
Drugs (Biotechnology),126,237791.92299999998,206130.02999999994,199835.411,204427.30000000002,-0.010906276717460028,-0.13314957295668972,-0.030537127462698876,-0.14031016099735216,71260.89999999998,106111.70000000001,282189.30000000005,304473.8000000001,240413.94399999993,214989.26999999996,0.4890592176074122,1.659360843337728,0.07897003890650733,-0.21039529838035376,-0.10575374113907465
Drugs (Pharmaceutical),274,495430.4390000001,459409.0830000002,446493.55399999995,452051.31099999987,0.058718484286254924,-0.07270719189702401,-0.028113351428883826,-0.0875584634798755,289670.44399999984,401123.71099999995,575361.026,587884.8790000002,467952.95099999994,464746.54499999987,0.38475885030231183,0.43437301316750143,0.021766947071594434,-0.2040058050208844,-0.006851983715773335
Education,52,28634.140000000003,22460.109999999997,22826.33000000001,22982.48,0.04379552731028058,-0.21561779051160623,0.016305352021873887,-0.19737488187177976,15646.047999999999,42470.66300000001,68336,27924.68,27432.709999999995,21774.642999999993,1.7144658510570854,0.6090165580885796,-0.5913620931866074,-0.017617748887364337,-0.20625257220303805
Electrical Equipment,334,652165.2669999999,612999.6390000002,547204.3700000001,539970.0530000001,0.02265594918213787,-0.06005475909528879,-0.10733329159432026,-0.1720349421797709,199818.9999999999,251879.05599999987,497979.72900000017,843207.5200000001,637717.1789999995,539197.862,0.26053606513895056,0.9770588984579982,0.6932567148732269,-0.2437007926589656,-0.15448747539542074
Electronics (Consumer & Office),29,27937.359999999993,28356.08,26224.760000000002,28306.679999999997,0.28463106820223816,0.01498781559889717,-0.07516271642624794,0.013219574075718166,13571.9,20134.74,24632.37,33627.35999999999,21747.38,29253.709999999995,0.4835608868323522,0.2233766117665288,0.36516949039008395,-0.3532831599031263,0.3451601986078321
Electronics (General),442,724794.89,700867.119999999,642397.9599999998,654179.1099999994,0.21192011629753083,-0.03301316045426461,-0.08342403050666602,-0.0974286394320476,313072.54,541629.1999999998,767413.1600000006,907860.0900000001,598055.0039999998,670944.1749999993,0.7300437783524543,0.41686076009196116,0.18301345001693647,-0.34124761008053583,0.12187703557781715
Engineering/Construction,345,512482.62999999995,507217.8300000002,471121.43,454433.93,0.13915218953360808,-0.010273128671697163,-0.0711654793365607,-0.11326959510803314,374144.67000000004,401897.8899999997,455212.07,557944.9400000002,449880.7400000001,450120.18000000034,0.0741777772752974,0.13265603360097344,0.22568134012791052,-0.1936825522604435,0.0005322299416512521
Entertainment,112,140905.59999999992,139203.40999999997,113624.36999999998,108418.47000000002,0.36866079775086114,-0.012080357345626735,-0.1837529698446324,-0.23055953773306326,91856.126,118435.25600000002,141591.023,144015.29999999996,102951.44,109413.23099999999,0.2893560958579944,0.19551413812116847,0.017121685744158954,-0.28513539880832084,0.0627654261076871
Environmental & Waste Services,120,68634.92,63704.87000000002,64900.49000000002,63457.36999999999,0.048825492869093656,-0.07183005385596697,0.018768109879197636,-0.07543608996703155,43281.79999999999,43843.549999999996,56506.98699999999,86090.15000000004,65439.79000000001,63702.35200000002,0.012978896441460552,0.2888323824142889,0.5235310635125539,-0.2398690210204073,-0.026550176887792376
Farming/Agriculture,52,52138.10000000002,45187.90000000001,43970.04000000002,42886.86,0.0029817382957157967,-0.13330366852647124,-0.026951020073957555,-0.17743722920474692,27146.359999999997,43218.38999999999,65857.13,63018.6,51983.09999999999,45633.71000000001,0.5920510153110765,0.5238219193264724,-0.04310133162498886,-0.1751149660576402,-0.12214335043504498
Financial Svcs. (Non-bank & Insurance),115,167665.18000000008,145508.98,144499.0099999999,144183.44000000003,0.08797556344553259,-0.1321455057036891,-0.006940946187651953,-0.1400513809724836,94961.77999999998,123304.58000000003,178831.47999999995,208500.0700000001,154107.487,138756.54999999993,0.2984653404769797,0.45032309424353834,0.16590250217691072,-0.2608756102575892,-0.09961188323056658
Food Processing,231,454926.96999999974,385414.3600000002,356757.87000000005,354512.7200000001,-0.006653585287589414,-0.1527994921910204,-0.07435241904323475,-0.2207260870904174,238872.7689999999,353890.632,635451.12,557212.1600000003,457974.14000000013,370977.99,0.4815026153106641,0.795614414568623,-0.12312349059987449,-0.17809736959078581,-0.1899586513771282
Food Wholesalers,14,6699.4400000000005,4526.83,2311.9299999999994,2204.28,-0.06114686992433904,-0.32429725469591497,-0.48928278729265307,-0.670975484518109,1154.77,1281.1599999999999,1329.1,1538.0099999999998,7135.770000000001,2226.7499999999995,0.10945036673969688,0.03741921383745983,0.15718155142577683,3.6396122261883876,-0.6879453794054462
Furn/Home Furnishings,103,218847.26000000004,207887.6,201081.23,195704.32000000004,0.06297655132283642,-0.05007903685885773,-0.032740625222476005,-0.10574927920047983,130656.50000000003,201828.50000000003,320108.19999999995,291004.8999999999,205881.54999999993,193441.80000000002,0.5447260564916401,0.5860406235987481,-0.09091707116531234,-0.2925151775794841,-0.06042187850246861
Green & Renewable Energy,41,183564.7,185041.8,174398.80000000002,176045.09999999998,0.021523453368726297,0.008046754087250862,-0.05751673405684543,-0.040964303049551676,90959.19999999997,100197.41,127369.50000000004,218411.30000000002,179697,181834.09999999992,0.10156432774254864,0.2711855526006115,0.7147849367391719,-0.1772541072737538,0.011892797319932535
Healthcare Products,140,251444.97,223465.37999999998,203033.68999999997,203536.40000000005,-0.008501701156473529,-0.11127520268152524,-0.09143112011354959,-0.19053302199682076,62839.600000000006,103261.43999999997,265266.07,287710.0000000001,253601.00999999986,221051.22999999998,0.6432542536871648,1.5688782763440066,0.08460912471768478,-0.11855336971255859,-0.12835035633335967
Healthcare Support Services,75,105300.01000000002,100153.20000000004,93094.19000000002,92693.98999999998,0.1092455024470822,-0.04887758320250857,-0.07048212139003063,-0.11971527827965112,69420.10000000002,79014.697,97087.31999999998,104822.62,94929.39999999998,87444.56999999998,0.13821064792473625,0.22872482824302898,0.07967363812287753,-0.09438058312223085,-0.07884627944556699
Heathcare Information and Technology,45,126061.82999999999,99074.84999999999,111967.32599999999,117894.186,-0.07967224367261938,-0.2140773301482296,0.13012864516070421,-0.06479077766838692,35669.3,68347.8,165791.54,192588.83000000002,136974.92999999996,103002.66500000001,0.9161519850403568,1.425704119225491,0.16163243311450026,-0.2887701223378326,-0.24801812273238588
Homebuilding,4,682.9,756,743.3,661.1,0.05337035323152839,0.107043490994289,-0.016798941798941813,-0.031922682676819414,1570.6,1426.4,1139.3,688.6,648.3000000000001,633.8,-0.09181204635171258,-0.20127593942793054,-0.3955937856578601,-0.05852454255010153,-0.022366188492981776
Hospitals/Healthcare Facilities,25,56804.09999999999,46104.59999999999,44459.3,45088.19,0.01945438001726485,-0.18835788261762798,-0.03568624388889585,-0.2062511332808722,16400.300000000003,23669.6,61404.89999999999,53261.7,55720.09999999999,39608.399999999994,0.443241891916611,1.5942516983810453,-0.1326148238984184,0.04615699461338996,-0.2891541831403748
Hotel/Gaming,80,126585.01000000002,114187.43999999997,107906.26000000002,101426.28000000001,-0.005946806830629203,-0.09793868958101792,-0.05500762605764653,-0.19874967818069456,134309.70000000004,151591.20000000004,140137.27000000005,101393.89999999997,127342.29,100281.17000000001,0.12866903879615532,-0.0755580139216524,-0.27646728097386275,0.2559166774332582,-0.21250693701204826
Household Products,34,24656.1,22593.150000000005,20743.09,20734.819999999996,-0.021292051205715756,-0.0836689500772626,-0.08188588134014085,-0.15903893965387883,12452.6,13646.510000000002,28591.9,27068.6,25192.499999999993,21530.510000000006,0.0958763631691375,1.0951803794523287,-0.05327732679535124,-0.06930908875967012,-0.14536032549369804
Information Services,3,1488.7,881.2,852.0999999999999,775.4,1.9744255744255748,-0.40807415866191976,-0.03302315024965974,-0.4791428763350575,116.7,117.4,96.4,710.8000000000001,500.49999999999994,745.6,0.005998286203941827,-0.17887563884156732,6.37344398340249,-0.2958638154192461,0.48971028971028985
Insurance (General),6,38383.337999999996,36243.71,40034.43,40722.2,0.0917675710084973,-0.055743666692042226,0.10458973432907404,0.06093430435883396,40125.9,51476.899999999994,56267.48,42222.5,35157.06,33154.159999999996,0.28288462065648345,0.09306271356666795,-0.24961096533912663,-0.16733826751139802,-0.05697006518747594
Insurance (Life),8,379902.10000000003,370770.10000000003,347080.20000000007,356027.7,-0.05981605757982289,-0.024037771836481037,-0.06389377136937413,-0.0628435589063604,361739.2,521042.1,551451.3,395333.3,404072.1,308980.3,0.440380528292206,0.05836227053437737,-0.28310387517447155,0.022104892251677333,-0.23533374365614457
Insurance (Prop/Cas.),3,52727.8,56726.5,60612.4,59524.3,0.031314300914588866,0.07583665542654905,0.06850237543299875,0.12889784895254497,54016.1,70022.6,54307.100000000006,47309.59999999999,51126.8,53556.1,0.2963283169277309,-0.22443468251678744,-0.1288505554522339,0.08068552682753638,0.04751519750893851
Investments & Asset Management,42,20928.108999999993,20754.138999999996,19400.200999999997,19301.778000000002,-0.03963684621833796,-0.008312743401709066,-0.06523701127760584,-0.07771036551845134,31745.949999999997,26663.730000000003,20503.73,20115.770000000004,21791.870000000006,20561.844999999994,-0.16009034223263108,-0.23102544167676475,-0.018921435270557896,0.08332268662845133,-0.05644421520502885
Machinery,421,444506.20000000024,439620.29999999935,407487.4799999998,397349.43999999994,0.07570693166682174,-0.01099174769665956,-0.0730922116198901,-0.10608796907669737,165399.50000000006,220983.5000000001,356436.60000000003,524462.46,413222.40000000014,421680.4899999998,0.33605905701045047,0.6129557184133652,0.4714046200642692,-0.21210299780083375,0.020468614479756342
Metals & Mining,129,279151.36000000004,243137.31,244489.85000000006,241661.46000000008,0.07267023998799904,-0.12901262598183305,0.005562864868415618,-0.13429954272836053,122681.86000000002,152887.62,212162.94999999995,321861.8499999999,260239.68,240684.62999999998,0.24621211318445924,0.3877052308094009,0.5170502201256157,-0.1914553402337057,-0.0751424609805853
Office Equipment & Services,10,11501.1,10567,9020.5,8747,-0.016571325962599026,-0.08121831824781978,-0.1463518500993659,-0.23946405126466164,8178.4,10302.900000000001,17891.7,15380.99,11694.9,10125.45,0.2597696370928302,0.7365693154354598,-0.14032819687341058,-0.23965232407016712,-0.13419952286894277
Oil/Gas (Integrated),4,254130.90000000002,286239.4,293192.69999999995,282065.5,0.22287906085068565,0.12634630420779214,0.024291903909803958,0.10992209133167186,274946.1,234180.40000000002,183050.3,216201.40000000002,207813.59999999998,269912.2,-0.14826796961295308,-0.21833637657122473,0.1811037731159142,-0.038796233511901645,0.29881874910977935
Oil/Gas (Production and Exploration),15,90041.79999999999,86068.50000000001,104520.93000000001,102841.53,0.1181024923352405,-0.04412728310629033,0.21439237351644325,0.14215319995824172,82280.02999999998,95429.53000000001,58107.16999999999,62421.299999999996,80530.89999999998,99690.9,0.1598139913172132,-0.3910986462995262,0.07424436605671914,0.29011891774121956,0.23792109612583512
Oil/Gas Distribution,21,36074.990000000005,31545.440000000006,32911.31999999999,31889.8,0.09508031805451767,-0.12555928636432045,0.04329880959022869,-0.11601361497258922,18143.999999999996,23862.250000000004,27210.620000000003,33327.490000000005,32942.78,32073.559999999998,0.31515928130511517,0.14032079958930943,0.22479715640437448,-0.011543323544617512,-0.026385751293606763
Oilfield Svcs/Equip.,56,42408.729999999996,39010.04,41605.63,39178.98,0.06393590804669191,-0.08014128223127637,0.06653646087007337,-0.07615766848005101,25950.199999999997,40253.7,37746.72000000001,46819.96999999999,39860.23,38953.92000000001,0.5511903569143977,-0.06227949231996033,0.2403718786691924,-0.14864896325221877,-0.022737199459210156
Packaging & Container,22,12846.93,11363.93,11718.18,11408.81,0.08628610227734912,-0.11543613921769635,0.0311731944846545,-0.11194269759389996,7686.209999999998,11036.550000000001,11689.810000000001,16533.2,11826.47,11669.89,0.435889729788804,0.059190598511310144,0.41432581025696735,-0.2846835458350472,-0.013239791755274344
Paper/Forest Products,47,36053.639,32156.329999999994,31928.682000000008,31531.430000000004,-0.0075505257194089515,-0.10809752102970815,-0.007079414846158927,-0.12543002940701764,28658.86999999999,32050.05,42621.17999999999,44960.36999999999,36327.933999999994,31961.930000000008,0.1183291595237359,0.3298319347395713,0.05488327634288859,-0.19200099999177045,-0.12018310757776607
Power,101,337289.0999999999,347802.39999999997,311710.07999999996,308073.66000000003,0.020852053720768593,0.03116999630287509,-0.10377248690635832,-0.08661839353836187,311793.97500000003,324125.2000000001,321602.51,417337.07999999996,330399.58999999997,326567.4200000001,0.03954927288123544,-0.00778307271387757,0.29767979733740235,-0.20831479915467854,-0.01159859187476553
Precious Metals,19,86810.65500000001,77196.424,81356.328,80784.99599999997,0.23137394294805702,-0.11074943507798685,0.05388726296440871,-0.06941151405896018,33104.628,43290.04200000001,70583.25699999998,71464.038,70499.01900000001,82609.02800000002,0.30767341653861857,0.6304732852881032,0.012478610897765918,-0.013503561049824642,0.17177556754371293
Publishing & Newspapers,41,48354.22,53442.40999999999,49879.93000000001,48428.89999999999,0.26924123847184633,0.10522742379051886,-0.06666016745876513,0.001544436038881214,33999.16,37927.240000000005,37987.28999999999,46841.780000000006,38096.95,48775.639999999985,0.11553461909058926,0.0015832947506855266,0.2330908574947046,-0.18668867835509262,0.280303016383201
R.E.I.T.,9,7422.800000000001,6519.4,5534.099999999999,5379.700000000001,0.025107029415826876,-0.1217060947351406,-0.1511335398963095,-0.27524653769467045,11697,12289.6,9453.4,9086.6,7240.999999999999,5378.099999999999,0.05066256305035477,-0.23078049733107675,-0.03880085471893702,-0.20311227521845365,-0.25727109515260327
Real Estate (Development),206,371670.3999999999,328254.0699999999,310858.0300000001,299550.72000000003,-0.049352801198776164,-0.11681406428921981,-0.052995656687515935,-0.19404203294101408,527530.7000000001,666972.2000000002,579575.99,485421.1999999999,390965.6500000002,279537.9000000001,0.2643286921500494,-0.13103426199772672,-0.16245460754852892,-0.19458472353494183,-0.2850064960949896
Real Estate (General/Diversified),56,130495.60000000002,118928.49999999999,110399.8,108605.29999999997,-0.030833169943378147,-0.08863977022980107,-0.07171283586356492,-0.16774741830375928,143868.6,160497.40000000002,142700.90000000002,138616,134647.20000000004,113765.67999999996,0.1155832474911136,-0.11088341617995057,-0.028625607827280852,-0.028631615397933574,-0.1550832100481857
Real Estate (Operations & Services),125,114657.49999999997,98995.06999999999,87573.26999999999,84013.73,-0.054849127022936206,-0.13660187951071656,-0.1153774627362757,-0.267263545777642,97978.8,116893.54000000001,173482.20000000004,144907.30999999997,121311.32000000004,80503.64,0.1930493127084636,0.48410425417863157,-0.16471367091263578,-0.1628350564233091,-0.33638806337281657
Recreation,62,36261.770000000004,34968.51,31145.850000000002,29932.44000000001,0.10480343624017152,-0.035664558017989845,-0.1093172113996278,-0.1745455337673807,21143.2,27153.7,33657.6,40740.36999999999,32821.91999999999,29205.97,0.28427579552764004,0.23952168581077338,0.21043597879825038,-0.19436372325533613,-0.11016875307721152
Reinsurance,1,2976.3,2873,2576.7,2579,0.10364135271432806,-0.03470752276316236,-0.10313261399234253,-0.13348788764573472,8679.3,7038.3,4383.8,4030.5,2696.8,2474.2,-0.18907054716394167,-0.37715073242118125,-0.08059218030019621,-0.3309018732167225,-0.08254227232275302
Restaurant/Dining,48,174066.30899999992,147425.26,141821.59999999998,140351.23,-0.11204090413915391,-0.15305115132877278,-0.03801017546111185,-0.19369100886720092,62925.28,123860.90000000004,296294.8799999999,220402.57000000007,196029.64800000002,103539.52,0.9683805936183365,1.3921583001576754,-0.2561377705885429,-0.11058365607987253,-0.47181703861448554
Retail (Automotive),28,24751.55,19506.82,15530.82,14566.06,-0.012847336330367165,-0.2118950126355723,-0.20382614900839813,-0.41150917821308164,16350.399999999998,21793.400000000005,34078.14000000001,39149.29,25073.68,14435.929999999998,0.33289705450631235,0.5636908421815778,0.14880947140894407,-0.35953678853435145,-0.42425962204191814
Retail (Building Supply),7,1834.3,1699.36,1707.78,1639.6299999999999,0.09810048909562208,-0.07356484762579729,0.00495480651539415,-0.10612767813334789,1581.2300000000002,1639.68,1916.8799999999999,1773.05,1670.43,1552.17,0.03696489441763684,0.1690573770491801,-0.07503338758816402,-0.05787766842446629,-0.07079614231066256
Retail (Distributors),136,84462.00400000003,85817.13,82694.75000000001,80938.83000000002,0.027266354139908966,0.016044208470355148,-0.03638411119085416,-0.04171312345371314,64454.87900000004,70153.70999999999,75721.30000000003,92572.07999999997,82220.16000000005,82881.09999999999,0.08841582031361739,0.07936273078073897,0.2225368555479097,-0.11182550937604441,0.00803866107776896
Retail (General),58,49803.02000000001,43744.920000000006,48481.07000000001,45670.44,0.00843082087973146,-0.12164121774141412,0.10826742853798788,-0.0829785021069005,41635.399999999994,51981.29999999999,52942,47376.000000000015,49386.65000000002,45984.080000000016,0.24848806544430935,0.018481646284337128,-0.10513392013901979,0.0424402651131377,-0.06889655402826478
Retail (Grocery and Food),29,26492.88,23215.659999999996,22501.329999999998,21410.41,0.027749717195886925,-0.12370191538254827,-0.030769316917976797,-0.19184286495088498,33550.59999999999,31582.63,32549.27,28407.199999999993,25777.559999999994,25156.499999999996,-0.058656775139639517,0.030606697415636264,-0.12725538852330653,-0.09256948942521614,-0.02409304837230508
Retail (REITs),2,18079.1,15613.6,13764.7,13352.5,0.047717565789854754,-0.1363729389184195,-0.11841599631090838,-0.2614400053099988,23479.7,24277.6,21145.7,20429.6,17255.7,15745.699999999999,0.03398254662538269,-0.12900369064487416,-0.033865041119471195,-0.15535791204918348,-0.08750731642297915
Retail (Special Lines),71,173008.45,130715.18999999999,122841.46,117430.54000000004,-0.07702269533020256,-0.24445777070426344,-0.06023576907932415,-0.3212439045607308,84384.7,113174.90999999996,288395.48000000016,194189.9699999999,187446.04999999993,115661.12000000001,0.3411780808606295,1.5482280480717878,-0.32665390594887334,-0.03472846718087441,-0.3829631512640568
Rubber& Tires,15,21488.000000000004,21737.300000000003,21845.7,21985.7,0.0315494364114679,0.011601824274013461,0.0049868198902347505,0.02316176470588216,10612.6,13875.099999999999,20632.100000000002,29774.700000000004,20830.8,21875.899999999998,0.307417597949607,0.4869874811713071,0.4431250333218626,-0.3003858980946913,0.050170900781534966
Semiconductor,173,572362.0599999998,526149.2600000002,459739.14999999985,464635.42000000016,0.14651692852112852,-0.0807405019123727,-0.12621914549495017,-0.1882141524195362,83291.50000000004,182184.73999999996,423688.54999999993,632674.6800000003,499218.14999999985,469040.3899999997,1.1873149120858657,1.3255984557213738,0.4932541367945875,-0.21094021021988796,-0.060450045736518465
Semiconductor Equip,59,244068.00000000003,236236.99999999997,192854.6,192612.2,0.10358161673974364,-0.03208532048445534,-0.1836393113695144,-0.21082567153416265,20185.8,46235,155699.5,254443.80000000005,221159.9,184334.3,1.2904715195830732,2.3675678598464365,0.6341979261333532,-0.13081041864647536,-0.1665111984586718
Shipbuilding & Marine,56,138169.80000000002,121758.50000000006,120215.54999999996,116714.25999999997,0.06165474541225713,-0.11877631725601367,-0.012672215902791995,-0.1552838608726368,81966.20000000003,90838.70000000004,111868.59999999998,163057.39999999994,130145.70000000003,123249.67000000001,0.10824583791855691,0.23150815676578285,0.4575796961792673,-0.201841192120075,-0.05298699841792709
Shoe,21,20596.87000000001,18263.696000000004,17498.39,17510.339999999997,-0.010866751668215158,-0.11327808545667406,-0.041903128479580665,-0.14985432252570474,10688.240000000002,12080.58,10251.599999999999,31705.170000000006,20823.150000000005,16847.6,0.13026840714654586,-0.15139836001251605,2.092704553435562,-0.34322541087147607,-0.19091972155989878
Software (Entertainment),33,507162.19,444847.6040000001,414952.81,415625.393,0.12642870492908154,-0.12286914763894341,-0.06720232666466175,-0.18048821226203793,384179.15200000006,479434.5199999999,696940.5340000001,591564.4299999997,450239.05,392761.8920000001,0.24794517741035516,0.45367199257992574,-0.15119812790225862,-0.23890107794344528,-0.12765920237260597
