Industry_Name,Number_of_firms,Beta_,D_E_Ratio,Effective_Tax_rate,Unlevered_beta,Cash_Firm_value,Unlevered_beta_corrected_for_cash,HiLo_Risk,Standard_deviation_of_equity,Standard_deviation_in_operating_income_last_10_years_
Computers/Peripherals,63,1.322055560827115,0.2599037927384306,0.08527985444510773,1.1063894500849636,0.15637770677735258,1.3114748851154021,0.3812470062199045,0.37299988085117214,0.7172946065388388
Construction Supplies,55,1.2144217303388105,1.0761113319682265,0.13792174510883476,0.6720340986052162,0.18038781016470995,0.819941561313612,0.3084126748168089,0.2720081843488048,0.6057242604436068
Diversified,15,1.1206068176652615,5.749204232414255,0.16996201930888238,0.2109614540951566,0.09109839285429723,0.23210593141941505,0.27052541223446125,0.23716649610730173,0.18653269016728383
Drugs (Biotechnology),126,1.4329456547287516,0.046422229399362906,0.05275616786924671,1.3847338310569628,0.09178053158267074,1.5246687383502264,0.3637772179652696,0.37289992152097584,0.533364955607184
Drugs (Pharmaceutical),274,0.8903832044996318,0.11523933022803069,0.09995410389051763,0.81954991686837,0.1127117506376208,0.9236569034440757,0.27385661660174776,0.31072424657232417,0.2108262868729454
Education,52,0.9145880325255413,0.3683609419033762,0.07684838873793984,0.7166097505172758,0.1819569089336762,0.8760048930713062,0.45481369923662296,0.4288800416157304,0.5873264948809785
Electrical Equipment,334,0.931587947945435,0.1967994517507349,0.09249125744930765,0.8117708972943825,0.16580193272037502,0.9731152937594557,0.29094872871771144,0.3159022435173042,0.4986624804524236
Electronics (Consumer & Office),29,1.0925357226722,0.28849113968538836,0.05994166633442939,0.8981947930437049,0.20987850075056963,1.13678060133402,0.36247647864932425,0.34559256858684334,0.21459479889208835
Electronics (General),442,1.131488207670844,0.19655230673011387,0.06621163827207736,0.9861200759414662,0.12358627299049907,1.1251764384228728,0.30691648378546843,0.32306019905464456,0.48308103877509856
Engineering/Construction,345,0.9141087888904832,1.3392418851069898,0.09692525961632584,0.4560439347454271,0.2734569471289721,0.6276901732709591,0.31900500000559195,0.3183133236538304,0.298110778052783
Entertainment,112,1.4091466908308807,0.09606181420181306,0.06698569250299105,1.3144456644344222,0.13089042158354355,1.5124049913583757,0.46072838515401654,0.4216681331660082,0.3850579491097416
Environmental & Waste Services,120,1.0260843257446013,0.7564591355095031,0.1004761945544854,0.6546642572042997,0.08564176859819188,0.7159822427590878,0.2853986936799987,0.2807677994428052,0.4348126637336363
Farming/Agriculture,52,1.0235030491358377,0.6558139622232098,0.04638944040317779,0.6860581593075519,0.10347648670963037,0.7652427952387107,0.3241821912478795,0.30219741295541724,1.7421231363900083
Financial Svcs. (Non-bank & Insurance),115,0.9395442840843511,1.352066570058445,0.11456682836500678,0.46649503134718234,0.16247411659678002,0.5569917785127031,0.3924454233596535,0.37169911441294223,0.3093583800688723
Food Processing,231,0.931376110149465,0.2743912901679706,0.13769876624070523,0.7724176114365601,0.11432327355364666,0.8721213828614096,0.28185056518210805,0.28285751742665766,0.3647996408984353
Food Wholesalers,14,0.5375886276797884,0.38397979117548003,0.06988925232230545,0.41738738653814206,0.13336136910620072,0.48161641041511577,0.43020190773668915,0.41450978500565505,3.913823435331094
Furn/Home Furnishings,103,1.010654961862152,0.21016936921083967,0.10521334412252216,0.8730402265758076,0.21323637751986643,1.109660133781608,0.27694729622864794,0.2954489457064705,0.36090076607369165
Green & Renewable Energy,41,0.8015630959178909,0.8308518211701128,0.14879571450299234,0.4938351935060767,0.033909273229112614,0.5111685474476062,0.2962221115116518,0.2931018480289313,0.33003013680484633
Healthcare Products,140,0.8547475114889572,0.040893768678256344,0.09346722912001236,0.8293122344798083,0.09908809155812713,0.920525332953034,0.31364144993781395,0.33605620339408704,0.8698203896228568
Healthcare Support Services,75,1.091344724005582,0.4506089270885034,0.16803180614446553,0.8156801545415632,0.20259140509410886,1.02291367280513,0.3698523083682832,0.3592459110336466,0.4186921270348717
Heathcare Information and Technology,45,1.4374510696779799,0.062013000750269,0.06576450433145967,1.3735668195208612,0.08387033364326058,1.4993148567966976,0.34342445792306314,0.3784127491930924,0.8671855499939114
Homebuilding,4,1.368063012516286,0.29036131271694543,0.08672689729970243,1.1234156749395954,0.24286802530107077,1.483777878204546,0.3088364577650794,0.43412105511810106,0.6886041165326937
Hospitals/Healthcare Facilities,25,1.0436699690489226,0.09112326577975417,0.17855983605177844,0.9769058317384515,0.07351154535599594,1.054417706817318,0.3333380717597777,0.36086831134495234,0.5243291145044163
Hotel/Gaming,80,1.0215235980520263,0.5565749755755934,0.10929719040039862,0.7206865315363845,0.09004677033613485,0.7920039272816303,0.35508737833578685,0.3405963376293836,1.6248889755736842
Household Products,34,0.8171467952783749,0.10519635508180358,0.11569026361806861,0.7573907366288193,0.1595456445657453,0.9011681975727078,0.2618141276186496,0.2594404247158052,0.39061779779980565
Information Services,3,0.6873828162259644,0.00267837982832618,0.090824559621743,0.6860047802018934,0.0696364485143734,0.7373513064935365,0.3428184804854997,0.254814001419472,0.4632630849631434
Insurance (General),6,1.5734926470776054,0.5124686263028461,0.03433117583603021,1.1366280034273029,0.09043182264063039,1.24963475165449,0.5703652596545533,0.3305644797757673,0.2922658204759355
Insurance (Life),8,1.7728126169089409,1.1615844116922664,0.0562192320847696,0.9474260867282956,0.1572912783150443,1.1242628233797824,0.27457215308303484,0.2621537692307264,0.349420056508144
Insurance (Prop/Cas.),3,0.6763493971773159,0.4472282335718994,0.08899121747560901,0.5064689775393866,0.052539160524282036,0.5345539957299381,0.21569310953432694,0.1698605885437505,0.1836462983789926
Investments & Asset Management,42,0.9469400193275445,11.996896482821587,0.03574030904539238,0.09471604839900026,0.004757952352105043,0.0951688572873779,0.41809259736525767,0.4516306902367724,0.8291566978496289
Machinery,421,0.9511035778415775,0.13637142479239023,0.08305532484008964,0.8628522815738814,0.10862234500883694,0.9679985545323497,0.272277509067951,0.30487098047369054,0.4319036970189956
Metals & Mining,129,1.257933508663446,0.45197201595522885,0.11609253127367955,0.9394721630595595,0.1530599336197835,1.1092545982324593,0.265123831178076,0.2950865035573305,0.7314798843788417
Office Equipment & Services,10,0.7589429979808857,0.13168303630949735,0.15066940020146188,0.6907253859249051,0.14303330191643107,0.8060119342671908,0.254704999966315,0.2920955291337081,0.4309472946256805
Oil/Gas (Integrated),4,1.2517749851183695,0.4771859145307251,0.28215547749322856,0.9218533939698152,0.1280352536489508,1.0572140649350072,0.21101723024845953,0.23493592145511297,0.4315808990705736
Oil/Gas (Production and Exploration),15,0.8426828439328701,0.2284320936013217,0.12344773224079483,0.7194275823156877,0.18726530609311914,0.8851936403223315,0.3892736253717149,0.3601212399445332,0.7791858552252976
Oil/Gas Distribution,21,0.7751956949031602,0.6886385546225615,0.15095657484277214,0.5111813205849209,0.1130493264021019,0.5763356811166555,0.28607904087758906,0.26565094004412865,0.3680294806664112
Oilfield Svcs/Equip.,56,0.9160858703330538,0.2882073415548401,0.13348415227371918,0.7532637608334884,0.20688879743623484,0.9497580646932382,0.29232926348546356,0.2940733612130657,1.352127556872859
Packaging & Container,22,0.6632370473734861,0.32016820612795577,0.12536554345521594,0.5348141758929105,0.1126356921923109,0.6026996704591551,0.24234001092528068,0.2436783961826011,0.21887913544276502
Paper/Forest Products,47,1.1703204143976453,0.9198096534292299,0.038691117289737426,0.6925557891196981,0.12071463171446249,0.7876348385849619,0.3142830315336489,0.3050858271086253,0.44659249850076516
Power,101,0.7413651343511144,1.3758381280993501,0.18021000184124533,0.364866845776807,0.0820879283914846,0.3974965108993803,0.2166675488258604,0.23704571751509676,0.1552426241435327
Precious Metals,19,1.408975850316117,0.4032636541168329,0.15569712213803824,1.08179069793651,0.06433345820610394,1.1561711887896076,0.3274936448018902,0.35827017839671627,0.5992450765665379
Publishing & Newspapers,41,1.4760056383957127,0.04726445414145259,0.049029396964576734,1.4254749179777984,0.2266899896270617,1.8433421252239388,0.37889809937829133,0.3467890870618602,0.18905219536977927
R.E.I.T.,9,1.1241998968545939,1.8279317974749447,0.19028871391076116,0.4741561159164385,0.09403309904069328,0.5233702416880417,0.28076991074249474,0.18050262768695913,0.10094437927500947
Real Estate (Development),206,1.4554536619019913,3.9615240061530863,0.16734829313991934,0.36650749172483266,0.19158808762098417,0.4533672575980044,0.3951317371007877,0.36821471507986786,0.5762356825976772
Real Estate (General/Diversified),56,1.2134903451223586,1.5149538379077456,0.1778213464099103,0.5680561788735681,0.11230530839473817,0.6399229197217844,0.3179132007957131,0.29178712494481873,0.22088803305823485
Real Estate (Operations & Services),125,1.0582270421965092,0.7063200647920552,0.1355037403141878,0.6917691951446966,0.16218514073187132,0.8256826523093539,0.3851559189853211,0.3358790536864097,0.15930710872463535
Recreation,62,0.8064007962713318,0.1401422059559787,0.08819434287575575,0.7297040453170338,0.14346967996741378,0.8519301982085965,0.35348270557073735,0.3208315694115687,0.23029455232517465
Reinsurance,1,1.3835324650489105,3.7275078813353817,0,0.3645065859904286,0.1260601190069079,0.4170842799578222,0.22627737226277375,0.17299740497377286,0.2595232707649304
Restaurant/Dining,48,1.1664899334665546,0.14782545611280506,0.07432255171954201,1.0500696632738025,0.062456834235382085,1.1200227377450007,0.4326658676334924,0.4352709789645401,14.671539425594128
Retail (Automotive),28,1.3564221607523625,1.4512925986266925,0.15593959762798731,0.6494814474884063,0.1852665310947993,0.7971704517811794,0.47792195968643275,0.3915643142810637,0.3735719288118225
Retail (Building Supply),7,0.5065577870926476,0.14973875284279425,0.11344423013093123,0.455413050441559,0.05573212894838592,0.4822922227930658,0.4078510757167904,0.27300125130261277,0.46228181869214885
Retail (Distributors),136,0.8745141806182284,1.4625481346251044,0.1322408039375846,0.4170487629228439,0.22531802703995643,0.5383483512973837,0.38780081443239206,0.36358868446518233,0.5827257552750119
Retail (General),58,0.9358394314542015,0.6447875519019637,0.1707355100187884,0.6307935566117729,0.17922088487282592,0.7685302232794213,0.2685255669512071,0.28502521221089927,0.2106975015668383
Retail (Grocery and Food),29,1.0132952821111059,0.49655748076039974,0.12898205557684617,0.7383284104944063,0.18266550459904407,0.903336901414161,0.33690231191496783,0.35783191157973815,0.3863496271494489
Retail (REITs),2,1.6615697681038855,0.5880589621293433,0.20190023752969122,1.153031769047646,0.017316467440642108,1.1733500469318165,0.2648756257619381,0.16373365611622165,0.17520018050344063
Retail (Special Lines),71,1.1680956200191515,0.2568102346158912,0.10681644136479561,0.9794466726679448,0.1376052466856717,1.1357289326074471,0.3614130408519347,0.3424171213891998,0.30198993108971633
Rubber& Tires,15,1.153737835627337,0.3504554326907694,0.09429603154187867,0.9136045715533431,0.13867851349252674,1.0607010110218773,0.20405571064319086,0.26156741599084904,0.23513348334260123
Semiconductor,173,1.3766066410015918,0.12146401969810011,0.04558310758713321,1.261670924483595,0.13538949239319895,1.4592361686371793,0.3256484142873909,0.35053007559068194,0.9367013046357165
Semiconductor Equip,59,1.1458070496329555,0.10059631292778716,0.07200110854668805,1.0654237722383604,0.0896726175453628,1.170374299151055,0.33709623050524795,0.3780387083633861,1.0567109530816448
Shipbuilding & Marine,56,0.8957239869415086,0.46633786013758755,0.15601630907289163,0.6636204733332263,0.3160647515748659,0.9702972245710604,0.23403851804407388,0.24080266294198543,1.1923333688837228
Shoe,21,1.100490169053725,0.1532833635720469,0.09510783456650382,0.9870198743626504,0.11689723935619069,1.1176727311361616,0.33400641943662995,0.3921354976207287,0.19268029778203347
Software (Entertainment),33,1.9284684177392415,0.134930367400854,0.09604404051225073,1.7512461980545995,0.05335370783743218,1.8499477709398322,0.5242121688667037,0.4696202053064469,0.4861450281371026
Software (Internet),19,0.9517387989546391,0.25115300323750744,0.05932189510201713,0.8008810401099454,0.08476760711254952,0.8750575769977502,0.3425492316782614,0.3399832570802881,0.42653552101587083
Software (System & Application),189,1.3409490406895093,0.04282403960346353,0.043124768127514174,1.2992206337834256,0.08905389025388123,1.4262321556491626,0.4000037746565577,0.39634987043585945,0.639449847437329
Steel,111,1.2162291069133513,0.5930254859948332,0.10330382206129463,0.8418155501182077,0.1666835621283181,1.0101991414788756,0.25283061868087564,0.2652892299092005,0.8137359210886678
Telecom (Wireless),8,1.3959116698032363,0.10391944212536783,0.17499610651364547,1.2949813641122656,0.18089619561148368,1.5809734458247389,0.23865422943960796,0.3320147995174,0.10452639365310513
Telecom. Equipment,125,0.9521747215279812,0.1299997147752751,0.047588468434248056,0.8675853367841211,0.12676506811536176,0.9935302690098253,0.3330540124546422,0.34241614692948186,0.26962148877140873
Telecom. Services,16,0.8609785476343114,0.33045419103963586,0.09063291268581661,0.6899747594142972,0.08328326854623888,0.7526586302402394,0.31610289831591926,0.2636929287418906,0.16068471380269414
Tobacco,2,1.6036625317396105,0.011298867342568937,0.12309247257095132,1.5901870473660649,0.022811117255189788,1.6273077553844186,0.3359609713072958,0.3262013522125299,1.2640609392219238
Transportation,141,0.8793154784299702,0.5148119989508787,0.15081001714884945,0.6343768628074155,0.1363605443276023,0.7345390007842024,0.31277466062190357,0.273673951316888,0.21992374755249447
Transportation (Railroads),10,0.9284974259832903,0.27570202752788486,0.22385697100938312,0.7694029591214805,0.140932170710866,0.8956253893923022,0.23253545407559256,0.24759023849803782,0.25926199200328554
Trucking,7,1.2040222873418922,0.44957165068648786,0.1395056556346879,0.9004198564578931,0.09640962201527148,0.9964911960064177,0.379496736804971,0.43909065728966656,0.7484656609450443
Utility (General),4,0.6200469849703366,0.7831447963800904,0.15441704512519902,0.39061557106934214,0.12932182960096428,0.44863370226718935,0.24385140201643757,0.26327809442587036,2.357290242976144
Utility (Water),38,0.621853508338659,1.4076592037942772,0.16414461722004448,0.30249553761539866,0.09920677385391534,0.3358101824428483,0.25984453802893465,0.3209037325949247,0.3389557172212826
Total Market,7504,1.0660229283721931,0.8934229091334005,0.09923433865988825,0.6383114044497809,0.1603796454322562,0.7602381254542101,0.3196181072484134,0.3209037325949247,0.26043339458545717
Total Market (without financials),7161,1.0686360714269856,0.47053065375049546,0.0996397852701986,0.7898866574410776,0.14040909338526256,0.9189099737592956,0.31861073660277156,0.3211951486316037,0.2634308298147155
