Industry_Name,Number_of_firms,R_D_Capitalized_my_estimate_in_millions_,Capitalized_R_D_as_of_Invested_Capital,R_D_LTM_in_millions_,Current_R_D_as_of_Revenue,R_D_1_year_ago_in_millions_,R_D_2_years_ago_in_millions_,R_D_3_years_ago_in_millions_,R_D_4_years_ago,R_D_5_years_ago_in_millions_,CAGR_in_R_D_Last_5_years
Diversified,15,2977.52,0.004701377271793266,956.8999999999999,0.0046021822491103676,1050.5,1039,938.2,907.6999999999999,933.4,0.004985397800658431
Drugs (Biotechnology),126,19173.413800000006,0.3947064717812979,6119.323000000003,0.20855625106611483,6487.599999999997,6735.257000000001,6489.471999999996,6135.339000000001,6169.175000000001,-0.0016214136821292024
Drugs (Pharmaceutical),274,31639.652200000022,0.17756496093034288,10637.48,0.06090016225322242,10622.034999999998,10695.276999999998,10295.172999999999,9846.544000000004,10014.266000000001,0.01214777960089064
Education,52,494.5710000000001,0.03163324798014491,148.82599999999996,0.01924479944551557,160.10699999999997,166.51199999999997,194.385,199.99099999999999,219.07699999999997,-0.07441479325831823
Electrical Equipment,334,40561.9026,0.17353648675968142,13785.94400000001,0.04098984009493963,13719.248000000001,13723.172999999993,12894.745999999994,12043.789999999992,11516.050999999998,0.03663671435492932
Electronics (Consumer & Office),29,5237.451,0.29967677282524624,1636.5189999999998,0.038311580380578344,1803.2079999999999,1830.3609999999999,1792.4030000000002,1715.9389999999999,1740.0140000000001,-0.0121894462405564
Electronics (General),442,60621.263600000006,0.19258636404381765,19894.46400000001,0.053936293813913856,20066.98700000001,20939.341999999986,20471.347999999998,19605.328000000005,19950.65499999999,-0.0005639354893191006
Engineering/Construction,345,129719.56280000006,0.13387666037529164,43260.279,0.02925532867057617,43147.27900000002,44078.76799999999,43412.52899999998,40645.941000000006,41627.98499999998,0.00772210533461104
Entertainment,112,8485.9842,0.24029562379552608,2768.8789999999995,0.10286570598009852,2805.5930000000008,2919.5660000000007,2871.5200000000013,2861.416,3011.6319999999996,-0.016667450931420746
Environmental & Waste Services,120,2401.3024,0.02695024370976155,803.8129999999999,0.02284703958260913,785.7699999999996,813.5250000000001,805.2500000000002,793.292,834.5219999999996,-0.007470446618062843
Farming/Agriculture,52,1432.0028,0.03417154558082547,476.122,0.008886338143044584,467.4850000000001,489.6070000000001,486.0460000000001,468.5510000000001,483.4099999999999,-0.0030335955110925017
Financial Svcs. (Non-bank & Insurance),115,2063.0256,0.008785349438563279,691.8309999999999,0.023829123836384532,685.8499999999999,694.9229999999999,678.5829999999999,670.638,670.5010000000002,0.00628295789175648
Food Processing,231,7017.045399999998,0.03585987244874233,2320.9870000000014,0.007710357512145569,2346.0459999999994,2396.897999999997,2319.7380000000007,2265.9380000000006,2317.3989999999994,0.00030946591068348184
Food Wholesalers,14,37.656200000000005,0.00898390297169117,13.147,0.00415552479027986,13.414,12.267,11.129999999999999,9.829,9.094,0.07650076457368438
Furn/Home Furnishings,103,19535.807399999998,0.24809646855539252,6551.573000000001,0.03622341328400023,6477.51,6636.936999999998,6453.580999999998,6193.158999999998,6458.950000000001,0.0028517400171232943
Green & Renewable Energy,41,368.3424,0.0015002235100005075,143.865,0.004084712389286307,118.91000000000001,107.99600000000001,108.22099999999999,106.317,96.42600000000002,0.08330862206366807
Healthcare Products,140,11321.975199999999,0.23900574810096548,3783.421999999999,0.10321995046649776,3812.625999999999,3830.519999999998,3711.4770000000003,3527.748,3470.7050000000004,0.01740394359737052
Healthcare Support Services,75,3112.3554,0.040987128248404496,1003.0580000000001,0.004399313538002798,1035.5459999999998,1077.207,1066.4150000000002,1039.8519999999996,1061.638,-0.011287742851538107
Heathcare Information and Technology,45,4432.3776,0.1621088960275206,1497.6559999999997,0.08473425917439238,1498.6069999999995,1503.6230000000003,1430.6649999999997,1306.9810000000002,1260.6940000000004,0.03504796769691132
Homebuilding,4,41.62519999999999,0.0741040353347706,13.879999999999999,0.015715579710144926,13.26,13.1,14.97,16.445999999999998,15.93,-0.027174965641152404
Hospitals/Healthcare Facilities,25,211.41,0.028466762631719895,75.75800000000001,0.008735649679207775,72.09700000000001,68.034,63.226000000000006,59.31800000000001,54.838,0.0667665240098061
Hotel/Gaming,80,1083.3952,0.011159305715714883,367.14400000000006,0.011739186598403586,355.392,342.42,368.33199999999994,395.76400000000007,422.702,-0.027789232927676766
Household Products,34,809.9526,0.08758681439221301,265.42599999999993,0.023444254247198704,267.859,277.89599999999996,272.778,271.953,282.989,-0.01273263434048244
Information Services,3,40.1,0.29977498187146306,11.74,0.09974511469838572,13.129999999999999,15.24,15.239999999999998,13.08,12.9,-0.018668640707018125
Investments & Asset Management,42,9.3898,3.256642341004589e-05,3.36,0.0005513907683400611,3.026,2.867,3.092,3.26,3.67,-0.017495286326603132
Machinery,421,24883.984399999998,0.15687166908586608,8424.569,0.046791951839092745,8322.380000000003,8412.13000000001,8078.298000000002,7614.571000000005,7653.156999999997,0.01939245251117061
Metals & Mining,129,17266.122400000007,0.07923975243331532,5783.156000000002,0.014874678759137927,5686.623,5999.223,5996.246999999995,4678.177,4734.969000000001,0.040805440010107
Office Equipment & Services,10,387.64720000000005,0.13523447905830216,124.31199999999998,0.017369288808159838,125.82300000000001,134.222,135.67399999999998,139.37,147.26399999999998,-0.033318756189769316
Oil/Gas (Integrated),4,13775.233,0.031984909210855804,4683.897,0.0052680019988255835,4674.969999999999,4867.29,4846.6,2461.73,4402.3099999999995,0.012477411901162583
Oil/Gas (Production and Exploration),15,2044.4094000000002,0.020871799329291837,708.6549999999999,0.010673895915149263,691.8749999999999,688.867,658.227,528.2169999999999,572.906,0.04344676515811052
Oil/Gas Distribution,21,508.159,0.012124063175330746,181.899,0.00660840772828287,174.242,174.037,158.18300000000002,95.85499999999999,97.87599999999999,0.13195932065945581
Oilfield Svcs/Equip.,56,4081.6215999999995,0.13818795764205816,1318.655,0.02293796535895914,1395.169,1407.4649999999997,1383.4670000000003,1244.8279999999995,1196.5159999999998,0.019629835873989032
Packaging & Container,22,439.7029999999999,0.0498973760450783,155.991,0.01651178914498929,138.70499999999998,141.708,138.86100000000005,160.894,167.595,-0.014247931947133141
Paper/Forest Products,47,2436.8262000000004,0.04624218032556984,790.2839999999998,0.02017697786512886,795.5859999999999,841.7080000000001,845.911,833.421,884.814,-0.02234361550403885
Power,101,6090.450799999998,0.008187839112028918,2030.5510000000006,0.005316618197328118,2037.0880000000002,2087.2709999999993,1960.7400000000002,1967.854,1859.5529999999992,0.017749899553765713
Precious Metals,19,1741.4148000000002,0.02867949324162889,593.74,0.0076921781376518205,585.543,585.141,558.536,523.707,524.108,0.025262573065902183
Publishing & Newspapers,41,730.4158,0.042860289744313156,231.63700000000003,0.011403358924435279,241.228,254.377,254.35300000000004,257.145,274.28000000000003,-0.033230906266899396
Real Estate (Development),206,3682.6334,0.0021911994350554387,1157.3000000000002,0.0014884068864734758,1201.7149999999997,1272.956,1342.3790000000001,1316.181,1556.463,-0.05754324753606377
Real Estate (General/Diversified),56,139.6882,0.0003248504434426638,48.474000000000004,0.0006995434077262646,48.82899999999999,45.608999999999995,44.52300000000001,34.882000000000005,36.56399999999999,0.058013067386541106
Real Estate (Operations & Services),125,403.1096,0.0019256280727430887,125.387,0.002317152364313336,147.00099999999998,134.68,132.573,131.423,126.14399999999999,-0.0012031070790526899
Recreation,62,1354.8896000000004,0.11297944339501172,442.136,0.03670975830489619,448.65799999999984,471.8789999999999,454.851,443.7969999999999,436.8129999999999,0.0024254047799698863
Restaurant/Dining,48,8861.2316,0.2256271825335702,2900.174,0.048681041147783086,2929.913,3063.5310000000004,3026.7609999999995,2841.521,2913.155,-0.0008927914480700849
Retail (Automotive),28,42.4936,0.0013641215666244438,13.944,0.0001727119717104132,14.198,14.785,14.23,13.140999999999998,12.312999999999999,0.025190796998900256
Retail (Distributors),136,2452.2785999999996,0.013393825166657145,816.7330000000001,0.0015898162436858,813.9630000000003,843.0570000000002,807.9590000000003,776.787,748.0329999999999,0.017728342390098684
Retail (General),58,305.583,0.005749743569466992,108.90199999999999,0.0021424327674057168,94.813,96.73799999999999,96.923,120.09299999999998,107.26800000000001,0.0030281795706141867
Retail (Grocery and Food),29,193.164,0.011856445990360594,52.68099999999999,0.0012931486270375354,63.447,70.25999999999999,71.587,94.673,94.353,-0.11002120440692253
Retail (Special Lines),71,1568.9726000000003,0.028336665217057147,491.36999999999995,0.005207750419697816,519.633,547.42,553.435,560.351,596.771,-0.038121570930334525
Rubber& Tires,15,1613.4640000000002,0.09075776748573046,542.6200000000001,0.031005971257964064,530.28,535.84,528.47,568.6400000000001,536.5799999999999,0.0022412265066809045
Semiconductor,173,31290.648600000015,0.20273921742418732,10346.814000000002,0.061133350085681035,10561.910000000005,10748.445999999994,10730.758000000002,8764.679000000006,8187.777000000005,0.04791999544150949
Semiconductor Equip,59,7836.241599999999,0.12574855245653077,2699.709999999999,0.05440155887283981,2682.67,2598.44,2458.5899999999997,2239.478,2072.1,0.05434145084062747
Shipbuilding & Marine,56,1266.5505999999996,0.0075158660460661365,387.344,0.004244839702901549,450.344,453.209,423.74999999999994,387.5299999999999,340.961,0.02583715637667594
Shoe,21,1071.204,0.09161202510035102,366.03,0.022485859949146803,347.896,360.888,353.02,345.582,351.03,0.008403837110120937
Software (Entertainment),33,32855.26220000001,0.2121880346054621,10796.680999999999,0.10679976940380988,10776.242999999999,11244.889000000001,11321.474999999999,10810.317000000001,11367.974000000002,-0.0102592772012714
Software (Internet),19,1188.6034000000002,0.10166543339080773,385.043,0.018282969772366833,383.905,412.32,413.883,417.45599999999996,434.792,-0.024009618746041683
Software (System & Application),189,27870.384200000004,0.5373979842241856,9196.825999999997,0.18908263069347983,9288.361000000006,9575.057999999999,9287.755000000001,8913.662999999999,9028.322,0.003705227324788618
Steel,111,20664.564000000002,0.09027062104510108,6796.131999999999,0.018885382267198346,6878.211000000002,7296.237,7212.302000000001,5516.0009999999975,6378.930000000002,0.012751263834819948
Telecom (Wireless),8,11285.76,0.05436871711456085,3932.67,0.02086928142727509,3686.5699999999997,3776.4800000000005,3621.09,3447.55,3929,0.00018674622238123995
Telecom. Equipment,125,25138.507199999993,0.4847009779600305,8476.297999999997,0.10557665796607417,8444.455,8506.273999999998,8157.069000000001,7700.265999999998,7892.252999999999,0.014380854182215907
Telecom. Services,16,6250.776199999999,0.039638411300121176,2652.84,0.01862770225055595,2478.1099999999997,100.11,2608,2560.911,1987.2599999999998,0.05947636601487383
Tobacco,2,569.508,0.18994666806154017,195.56,0.11796356617203523,197.86,208.67,206.97,38.35,166.57,0.03261076571745081
Transportation,141,5162.951799999998,0.02591001374254612,1717.2220000000007,0.006687932008360063,1798.4440000000004,1732.1169999999993,1678.798,1480.925999999999,1474.4529999999997,0.030953558643213253
Transportation (Railroads),10,101.67580000000001,0.001141537099211695,31.908,0.0010898806555406026,33.185,34.345,36.427,40.21,43.268,-0.059093318621304736
Trucking,7,47.2214,0.01693879156852228,14.915999999999999,0.00468688138256088,16.002,16.593999999999998,15.758999999999999,16.218999999999998,16.067,-0.014756640998001114
Utility (General),4,80.354,0.020281631839188678,26.290000000000003,0.01577841795702797,27.15,26.61,27.08,27.73,26.645,-0.0026789805112388265
Utility (Water),38,409.774,0.004696087370095036,136.347,0.00584831366695405,135.319,140.694,137.604,128.569,130.018,0.00955136680421309
Total Market,7504,781251.798799999,0.03757917657237731,261170.6929999998,0.020660170207124542,261203.4680000002,263920.66300000047,261064.15900000063,241701.34999999922,245593.21999999945,0.012375470099507346
Total Market (without financials),7161,778697.1467999989,0.06859250778083643,260318.60299999977,0.023213551691202497,260331.3410000002,263057.6060000005,260216.6750000006,240961.18699999922,244770.61799999943,0.012393117650296492
