Industry_Name,Number_of_firms,Beta_,D_E_Ratio,Effective_Tax_rate,Unlevered_beta,Cash_Firm_value,Unlevered_beta_corrected_for_cash,HiLo_Risk,Standard_deviation_of_equity,Standard_deviation_in_operating_income_last_10_years_
Building Materials,61,0.8435218884838109,0.28175185913375383,0.265712176327184,0.6934659600446103,0.11990473084578064,0.7879441968947728,0.2144253676490505,0.17017550903641812,0.16577061269868376
Business & Consumer Services,218,1.349016134267867,0.08200911121206067,0.2843289000527037,1.2690853358461078,0.14735963770574134,1.4884180857111804,0.2750516585084624,0.25997752543385966,0.37039752648921603
Cable TV,1,0.3810743433246519,0.348043872004054,0.30950938824954577,0.30069836410128276,0.20257494030858658,0.37708667472482826,0.2361111111111111,0.15782623356083741,0.11972690858784797
Chemical (Basic),69,1.0618831942541682,0.5969043956536347,0.24880615914980206,0.7281039198303336,0.1465255180517297,0.8531056700936778,0.1958108457939386,0.18015244303339079,0.22660000645030515
Chemical (Diversified),22,1.143331105510917,1.0579304842249533,0.2896459790558144,0.6308066359152036,0.12500257427331443,0.7209239905949649,0.18181987751320178,0.1699549076681745,0.35963694927672435
Chemical (Specialty),73,1.0950993127945332,0.15345099586955363,0.273649257956009,0.97964749777866,0.13536841434369412,1.1330230285712386,0.19589014192804802,0.1753730980821533,0.28262437970446136
Coal & Related Energy,1,1.1288369751651408,1.1150662251655628,0.31777003484320554,0.6080880706139454,0.07240704500978473,0.655554860936131,0.25997425997426005,0.24507305033397694,0.8092761551406542
Computer Services,244,1.2381713919919006,0.17930273154545454,0.28697398908367827,1.088306668697267,0.1203584738416997,1.2372161117157348,0.2683874721762982,0.2540357812799971,0.31678095696559916
Computers/Peripherals,26,1.2594537067862235,0.25361155887536757,0.22564187485427253,1.0541358006150923,0.13196453591821153,1.2143925498829262,0.2186105373982135,0.23643255759877177,0.19120965912945348
Construction Supplies,51,1.0676714013362842,0.4861793646908544,0.2982515441516434,0.7774009594298525,0.11241128696769506,0.8758571937829025,0.26456058106486985,0.20235113082837003,0.15715521502481955
Diversified,15,0.7412236615745791,0.32022227512450396,0.19015110357961254,0.594915637951855,0.0952360310726393,0.6575368365488238,0.19582794395314665,0.17281596672783253,0.3016141024569193
Drugs (Pharmaceutical),41,0.8131255157552305,0.18491369237297592,0.2045175926477505,0.7120102889715311,0.08502870551809386,0.7781777343896894,0.23222569477850163,0.20696313085062598,0.24166055395094313
Education,36,0.8033576177352901,0.40249019265589026,0.25929686370586935,0.6136658517868507,0.2699876742030391,0.8406239594885009,0.24387236493301043,0.20118325639415782,0.2931211661224123
Electrical Equipment,53,1.1718870640546244,0.1865826831864451,0.2639522540482194,1.0250080257905758,0.1286786909529121,1.1763835167896513,0.21013336928924126,0.19453237345964866,0.21145950486093723
Electronics (Consumer & Office),10,1.4819749930246615,0.3122706173838333,0.20862976355494153,1.1953109403157578,0.08403865582090705,1.3049796783586156,0.23552450147872445,0.22737189301419405,0.37355639165111504
Electronics (General),137,1.3451909371599384,0.08772543547088457,0.23320337285268603,1.2602818018870507,0.11000176440429743,1.4160497756981578,0.23519937756219514,0.21383062598333494,0.40826289330931415
Engineering/Construction,157,0.6483366139500876,0.3026414336556604,0.314830273295751,0.5260642303154324,0.2523443596006952,0.7036183530087116,0.2011714043896562,0.15071533908286974,0.29093390160833493
Entertainment,73,0.9922920107275608,0.027951766027027748,0.24011974951891582,0.97143818955571,0.17248604103666113,1.1739236287598955,0.29965657188639055,0.270158552306991,0.39979772889328963
Environmental & Waste Services,36,0.9585395967089906,0.2680188234655489,0.3112373685394321,0.7949154313369324,0.19567064237320517,0.9882959310130883,0.23401656774405627,0.2219287353216066,0.2128096495573822
Farming/Agriculture,11,0.7617207511898219,0.7205802410051907,0.26435789831837414,0.4903553449825546,0.05669130888157005,0.5198248988898501,0.16250632258212663,0.15059874863220654,0.08222620975172669
Financial Svcs. (Non-bank & Insurance),47,1.2504858170636146,13.233007730483845,0.23906785858073765,0.11202108977641614,0.02998139621252656,0.11548344468758194,0.23488607224273728,0.21040505912336824,0.13414302851997023
Food Processing,121,0.2835852824655841,0.1847609137155969,0.2861801787682512,0.24834589810597094,0.11359637622521387,0.28017247611012663,0.17195865545227326,0.12153571326438545,0.1985275598931714
Food Wholesalers,37,0.5154311060990837,0.5326914881891069,0.26750489794778987,0.36578562385998686,0.20204013781027239,0.4584010314205698,0.22537674006577055,0.18766414952780097,0.1369066679459457
Furn/Home Furnishings,20,0.8329213516085959,0.062283151284473606,0.302999070512233,0.7948986010242186,0.20019278508818975,0.9938627536785437,0.20084900861345586,0.23321107930007545,0.08941639041889975
Green & Renewable Energy,9,1.564952454918399,1.2273250005068739,0.20162319218437663,0.8056028288301914,0.14338177437713617,0.9404455855984407,0.42749221526847786,0.39956507741381997,0.6217218922402693
Healthcare Products,40,1.0509246739641454,0.09615358724361685,0.2941511514217935,0.9786549635614298,0.09363252072667837,1.079755161059027,0.19258179601992614,0.1967687888000725,0.2508178043665506
Healthcare Support Services,47,0.9091512568699731,0.1598652407382962,0.3250145643014635,0.8097348429654428,0.32889233536243456,1.2065647371241746,0.22640566962942338,0.21478365578769482,0.15178442739076836
Heathcare Information and Technology,36,1.41311639313074,0.0269828809556553,0.19962211052561807,1.3844271141449445,0.10634721825156186,1.5491778713386903,0.32529875664970603,0.3308138124410262,0.6516905910376574
Homebuilding,51,0.8876805059181411,0.9414484245279175,0.2934287475028588,0.5151850371767255,0.16471235963181016,0.6167756019347239,0.19308955363882102,0.16781089392226775,0.27530034652838475
Hospitals/Healthcare Facilities,9,1.1399887694604547,0.16444592586286064,0.32831458129030605,1.0121587193665764,0.06851654567085638,1.0866094450336055,0.21698272085595816,0.2425839684628581,0.7227903487454687
Hotel/Gaming,33,1.0954086111634391,0.8084208877933826,0.1373062234380412,0.6758163672490903,0.17709110508196285,0.8212529618073973,0.3112487051931831,0.2882864267735125,2.4525451044190447
Household Products,43,0.7285354791697047,0.07220499754071674,0.2937851986432524,0.6902582841299149,0.10417448034050009,0.7705275960348612,0.20907183419454925,0.20681247690844434,0.2314671092504449
Information Services,14,1.3093128289818075,0.12881033853494256,0.22785692208251823,1.1914473075492578,0.1562828805983435,1.412140728392714,0.22558155612693773,0.22825311573750007,0.3551242232065202
Insurance (General),6,0.6767610068547464,0.031406844793998,0.23170817918403896,0.6608216859256894,0.22524306413155767,0.8529406518767846,0.2916433217447361,0.21666618341100968,1.0063783636967765
Insurance (Life),5,1.1128658124808972,3.3489527930975695,0.30685353065716103,0.3115529501981739,1.60082109038682,-0.5185452960674036,0.21563702106034266,0.21143627384461552,0.35477507296592836
Insurance (Prop/Cas.),7,1.3331333635219076,0.1685641609626752,0.33655973080241824,1.1803309361931267,0.3363988284514043,1.778675184431453,0.21663883681846388,0.19855989094769258,0.2328215484895668
Investments & Asset Management,14,2.2358146722804935,0.24152964635371282,0.18954701038341143,1.8859759923687494,0.23273278840916947,2.4580432525696216,0.3061243284705823,0.21701859168065035,0.3775279086683776
Machinery,229,1.0839536583156197,0.21691901503503463,0.2659503635126498,0.9291611656259204,0.15807463812020492,1.103614652433502,0.212192176217291,0.1876687400925546,0.13921508829485926
Metals & Mining,21,1.1935267600610633,0.7512162871665053,0.18186525478280233,0.7568653335573754,0.11302867839284678,0.8533143238340204,0.20854165074683712,0.22768100143702258,0.32116141492806094
Office Equipment & Services,26,0.6546533952378077,0.09811175315941517,0.24463141326413748,0.608781792817442,0.2801483785121336,0.8457045516673931,0.21643327691909325,0.16574883988300604,0.1575407860838869
Oil/Gas (Production and Exploration),2,1.068626892684842,0.4692522858000938,0.34616836542091356,0.7855322568387363,0.08752417452006685,0.8608800747412365,0.27101549343584097,0.2591655194432855,0.4676193863179607
Oil/Gas Distribution,3,0.6538169706376825,0.5045636751006873,0.3095648215239084,0.4712177733356629,0.06088550505436201,0.5017681825504567,0.15648034076742723,0.1533729431324583,0.28584575779834026
Oilfield Svcs/Equip.,19,0.6891679942284498,1.4142281927866056,0.28966839244391746,0.3303576009315231,0.10713836429042038,0.3699986512120432,0.21212441901773496,0.2133988489879614,0.9213709232177834
Packaging & Container,30,0.6515057552657821,0.7056855000801101,0.26759047896555727,0.4225161639052268,0.1568637971076054,0.5011244475753469,0.21758000246108997,0.16431291234873543,0.2498123836613083
Paper/Forest Products,15,0.6327654571567366,1.9586939244072277,0.11004276522321173,0.2526739150050793,0.11072353035513342,0.28413426378636203,0.2449253905401452,0.19469340015528297,0.3162773918271782
Power,25,0.34461386009154316,3.0887031429418768,0.2711725763623152,0.10219489517092573,0.1109971530639132,0.1149545195756531,0.23499472562877904,0.1651553820500174,0.8184510695676717
Precious Metals,2,0.6911070336869088,1.3844299616105706,0.20535755974786452,0.33496165896768904,0.06747042084768608,0.35919681954986904,0.10417674503822683,0.147583786182315,0.4541496529376538
Publishing & Newspapers,53,0.6991495243697493,0.21519684152444002,0.28567977728691024,0.5999886891523591,0.24490072333299828,0.7945825240367086,0.21796481859657046,0.1788668190870267,0.2158376167436616
R.E.I.T.,54,0.6699746166013884,0.6072734683152785,0.0010011905629677014,0.45688829938952547,0.03307269932214347,0.4725156680023696,0.09451504781869957,0.11188738237287275,0.3202389391100147
Real Estate (Development),15,0.9606148286582006,1.3465732243380608,0.2639983241911217,0.47223961692049593,0.1742888155921921,0.571918639153691,0.2230403702781085,0.20158374390924766,0.35771207084615336
Real Estate (General/Diversified),56,0.8845776518419701,1.5363325927628053,0.29008460073701825,0.40578754047744636,0.06733372179804178,0.43508331968401853,0.21829893977591355,0.18324883709111348,0.20163489188889422
Real Estate (Operations & Services),43,1.0558271465907556,1.3333249002019836,0.3079667932051972,0.5216553978100371,0.09014273958801608,0.5733376217428119,0.23847883629705355,0.2170935152722084,0.22329931372365394
Recreation,51,0.9898248157489942,0.07967465715653703,0.25367356906378713,0.9327497321362161,0.10315530553684903,1.0400348442653806,0.25023197181511747,0.21681668183289055,0.23760708156197427
Restaurant/Dining,107,0.7076663674600806,0.23732644629070823,0.19405028519198306,0.5985674476196648,0.11113842708843791,0.6734090727524563,0.23377943706431104,0.17272340984057225,1.0701976268453184
Retail (Automotive),29,0.8139889192116196,0.2406129132937848,0.30577694512920417,0.6870318168860138,0.13866392333049526,0.7976350178463828,0.2192419539957775,0.19658657584907946,0.2159047553673361
Retail (Building Supply),19,0.8154533111364074,0.44030206540966865,0.37367434325858007,0.6093876626308945,0.08205934417604006,0.6638638987875499,0.16799880167259212,0.1621378901183775,0.29988656006813647
Retail (Distributors),144,0.778446886419387,0.6202554863303351,0.29655806955318476,0.5272757883905448,0.10170732151000116,0.5869754936407569,0.21505950300973473,0.17987860821037677,0.4002649826773231
Retail (General),42,0.945268890605411,1.0896335670603052,0.26618554318266063,0.5146172892674807,0.318912017934117,0.7555812212491818,0.22021852777675696,0.22131609083745543,0.43133138833613843
Retail (Grocery and Food),57,0.5488731609884041,0.6676243413876147,0.29273941574281737,0.3628348532165994,0.1553935433371027,0.42959043274448416,0.19293692639267437,0.1579296257132782,0.11101960451148955
Retail (REITs),4,0.7523258211788442,0.6663745044282962,0.00010426719578762072,0.4976438378315473,0.036549788077282985,0.516522630513953,0.07545571639171764,0.0966856080397478,0.40145456891455406
Retail (Special Lines),131,0.8095486918478231,0.1437438464177229,0.2500359742652095,0.7290635242853497,0.11781530591312372,0.8264295778107805,0.22233495091337735,0.2116884168053513,0.12706139790992493
Rubber& Tires,6,1.048272666557178,0.31372604964090933,0.2728507599696756,0.8447397213404784,0.12145057880571988,0.9615164508243126,0.278116501292283,0.1898975810702042,0.18260691667322823
Semiconductor,21,2.0799231891256103,0.16710669207206652,0.20749421597816994,1.8433512835936097,0.12193923262547482,2.0993436355269393,0.3237045113951293,0.32782629243096467,0.7351812768068703
Semiconductor Equip,36,2.359767894827367,0.02494088935020084,0.23440372545393334,2.315417001338755,0.05362123970474691,2.4466071075141063,0.3638079101285167,0.3143246162136434,0.6622903505191242
Shipbuilding & Marine,29,1.0211506757701603,0.49383339572068224,0.2514386103679652,0.7403590902807418,0.09078160953431051,0.8142808131075524,0.2240630323030336,0.21025341873489234,0.770924029574658
Shoe,3,1.3663029466545527,0.1531559348823725,0.23499592535384636,1.2225070708162153,0.08552431934061887,1.3368393459460055,0.27646269260716944,0.1815886482679323,0.6145007970943969
Software (Entertainment),73,1.4153890080971834,0.36650007336585616,0.25658273170800433,1.1045024361546865,0.23507659985710294,1.4439386165312134,0.31081284371543566,0.3035239798989105,0.08535773232728631
Software (Internet),26,1.545976217545948,0.6784358568754061,0.19159767207954143,1.0163950324480948,0.35893413719135436,1.5854767683230744,0.32683458616429006,0.3055385589593449,0.46451833031656165
Software (System & Application),176,1.471066295218439,0.023227549644559392,0.21462551091186982,1.44528421960019,0.16728328355282707,1.7356253225785676,0.28451456322870006,0.2930843218882649,0.28822474241103024
Steel,42,1.1963358593061786,0.8753755881863884,0.24987786873775478,0.7153884594913025,0.1385630542088718,0.8304594584509056,0.2551165378763531,0.2020349147775202,0.5744718520041939
Telecom (Wireless),7,1.1694905319096311,1.0196649760800836,0.21559276622431242,0.6558739049864497,0.15685720667453915,0.7778918472393043,0.22608330794888434,0.2244565456807197,0.21345317669129502
Telecom. Equipment,16,0.8878135172507612,0.2089074764209083,0.1302905383537926,0.7650656618542129,0.4373767917385726,1.3598188816603507,0.249548928491778,0.20614394692902321,0.2887625235375325
Telecom. Services,20,1.2651535839202313,0.6214388255684627,0.2422922883086509,0.8564161260663549,0.033693347441596425,0.8862777916294984,0.27919756454701067,0.267822287903162,0.2073097041836285
Tobacco,1,0.5539711856763359,0.14788738530711118,0.24732728832819273,0.49746980317809464,0.11041864348882224,0.5592178832626467,0.20652413489089708,0.12205017883578112,0.13729313156633252
Transportation,33,0.6519101833862485,0.5210201801293252,0.312030264221539,0.4656024072957267,0.1421227255389043,0.5427377798161286,0.16505027879155582,0.15921425059861838,0.22316397672052019
Transportation (Railroads),20,0.21595413627696508,1.1171499576057184,0.26656689739875467,0.11623115582271296,0.05196976296759041,0.12260279396419657,0.1553047146078423,0.1364350733035169,0.8806836667689295
Trucking,20,0.7108068023963088,0.39384274073195513,0.35628491947738106,0.5457370487863397,0.18103677348116984,0.6663755234848652,0.15459809047142936,0.12401267054351177,0.2119730043632828
Total Market,4020,1.009376297896443,1.0596111817945177,0.2575445821623717,0.5565038349091946,0.36091467215337,0.870781741750057,0.2360167073250816,0.21062346074815802,0.1383868124402348
Total Market (without financials),3821,1.0076094206552852,0.46317986635182645,0.2581600977209704,0.7432270912229408,0.12596907326436163,0.8503441565835339,0.23626103359928505,0.21163356842094566,0.13896714037408828
