Industry_Name,Number_of_firms,Gross_Margin,Net_Margin,Pre_tax_Pre_stock_compensation_Operating_Margin,Pre_tax_Unadjusted_Operating_Margin,After_tax_Unadjusted_Operating_Margin,Pre_tax_Lease_adjusted_Margin,After_tax_Lease_Adjusted_Margin,Pre_tax_Lease_R_D_adj_Margin,After_tax_Lease_R_D_adj_Margin,EBITDA_Sales,EBITDASG_A_Sales,EBITDAR_D_Sales,COGS_Sales,R_D_Sales,SG_A_Sales,Stock_Based_Compensation_Sales,Lease_Expense_Sales
Broadcasting,130,0.36349217381894544,-0.003145462674029307,0.10335626959840208,0.09912960810652863,0.08439313621043927,0.09867486626490654,0.08400599566874199,0.09876314296512266,0.08409427236895813,0.1711020956871984,0.37303227274351114,0.1725858878672257,0.6365078261810546,0.0014837921800273106,0.2019301770563127,0.00422666149187346,0.00904727270709318
Brokerage & Investment Banking,590,0.6389486314441739,0.1297963679546204,0.031354744915307015,0.011775589724179561,0.010222920494545443,0.011522730584891294,0.010003402072299864,0.01134704485330971,0.009827716340718282,0.01117043007667417,0.30308367221173793,0.014673472317865,0.3610513685558261,0.003503042241190829,0.2919132421350637,0.019579155191127455,0.01647992406551439
Building Materials,457,0.3053408057885535,0.065226935877462,0.1091268631137099,0.10639298425330167,0.08943849461757092,0.10736343118433056,0.09025429382864317,0.10786546811677492,0.09075633076108752,0.14582688369118416,0.3225531865406969,0.16077152594903474,0.6946591942114465,0.014944642257850565,0.17672630284951277,0.0027338788604082294,0.0056309301894261745
Business & Consumer Services,980,0.31738868651356433,0.052172942673421506,0.09897642384670227,0.09154535040510714,0.07616632028663337,0.09256451885903745,0.07701427499481434,0.09307970415006403,0.07752946028584091,0.12114144179575935,0.29973365655957757,0.12935364834907828,0.6826113134864357,0.008212206553318937,0.1785922147638182,0.007431073441595142,0.009582708089818141
Cable TV,48,0.5736918791061245,0.09936161780467637,0.19659598233288952,0.18608743617896145,0.16102124598694761,0.1825942079762046,0.15799855961287285,0.18267772317044453,0.15808207480711278,0.3182249063753669,0.5682563794378862,0.32042536504839836,0.4263081208938755,0.0022004586730314385,0.2500314730625193,0.010508546153928091,0.009361389122535783
Chemical (Basic),888,0.15166547636195524,0.023795194627737812,0.04786038263537741,0.04654223591776663,0.04014207109065179,0.04680127058114655,0.04036548510734647,0.04704576874190067,0.04060998326810059,0.13447835991192286,0.20824266645810421,0.14918618443819998,0.8483345236380447,0.014707824526277113,0.07376430654618137,0.0013181467176107782,0.0039003480023691857
Chemical (Diversified),64,0.25245019907932714,0.018003688095194162,0.06694199615716917,0.0662386012353452,0.051301502101926966,0.06628696741499443,0.051338961492986904,0.06528829722994219,0.05034029130793465,0.15953003632094673,0.3063508542327858,0.1876979550128053,0.7475498009206729,0.028167918691858564,0.1468208179118391,0.0007033949218239788,0.0020155489451759738
Chemical (Specialty),949,0.2907434798646485,0.0854308428842161,0.12332191646570755,0.11947289608979784,0.10248259398488764,0.1199448465027165,0.1028874280864381,0.11942987979894938,0.10237246138267098,0.22148266455123328,0.34130810651919236,0.2429471142124171,0.7092565201353516,0.021464449661183826,0.11982544196795909,0.0038490203759097004,0.004517193770959697
Coal & Related Energy,215,0.3908731139167064,0.15549913950703656,0.24144696324435494,0.24031355444243957,0.21546218350992716,0.24035556325938898,0.2154998480996237,0.24079230474275254,0.21593658958298725,0.3834812258999369,0.4709025609607021,0.3906939664244297,0.6091268860832936,0.0072127405244928585,0.08742133506076522,0.001133408801915395,0.012204997799313628
Computer Services,1164,0.22028370338401218,0.04999772709060694,0.08082473937035227,0.07557906617878252,0.06312675302459596,0.07662994629036833,0.06400449143308082,0.07681953889911759,0.06419408404183008,0.09786063255969465,0.2147905582130095,0.11261331913476584,0.7797162966159878,0.014752686575071183,0.11692992565331484,0.005245673191569755,0.005655435433005997
Computers/Peripherals,338,0.2859487597463832,0.10558634088674872,0.12524933755351642,0.11390914392035238,0.10001900178263189,0.1140254211612152,0.10012110011434498,0.11013239847595385,0.09622807742908365,0.18373605148995592,0.2940789236621519,0.24022389285009302,0.7140512402536168,0.05648784136013712,0.11034287217219595,0.011340193633164021,0.013659604265737289
Construction Supplies,793,0.24473671565812824,0.05913881486195261,0.08973675531341277,0.08854238001268122,0.07478350244124912,0.08865000652890181,0.07487440453623881,0.08957676764777435,0.07580116565511133,0.1126406804079623,0.22900410936652182,0.13659154043246802,0.7552632843418717,0.023950860024505725,0.11636342895855954,0.0011943753007315392,0.0034605577414680185
Diversified,326,0.28620420022456694,0.10078882618512547,0.15789763577390287,0.15638955743055627,0.1346253412953027,0.16207583758698113,0.13952028069750244,0.1623363593703387,0.13978080248085997,0.11031688704860255,0.20463808375356135,0.12188182716861368,0.7137957997754331,0.011564940120011117,0.09432119670495877,0.0015080783433465883,0.0038954475886754237
Drugs (Biotechnology),1259,0.5451750699639786,-0.10709180243858121,0.05508586935984835,-0.004349654165448963,-0.004260776417171782,-0.005545963922381658,-0.005432641628999539,0.01629347728461259,0.01640679957799471,0.16591316972309697,0.4912173619752201,0.5559412671682742,0.4548249300360214,0.39002809744517714,0.32530419225212315,0.05943552352529731,0.011045302525922401
Drugs (Pharmaceutical),1299,0.6310114657411765,0.11898208396012541,0.1918271724389156,0.18171077589188153,0.1641931378803028,0.18172401555616854,0.16420510118854964,0.19790654724473067,0.18038763287711174,0.29015295113115586,0.5521452071005463,0.45496828167613673,0.3689885342588235,0.16481533054498088,0.2619922559693904,0.010116396547034067,0.004332336537286261
Education,260,0.4643341572781909,0.048112385965438036,0.12718666511735258,0.11068501831140407,0.09702683802173796,0.10846568351673098,0.09508136210346216,0.1089354913518312,0.09555116993856237,0.1497771918530579,0.45914827115296786,0.17971840367492786,0.5356658427218091,0.029941211821869977,0.3093710792999099,0.016501646805948504,0.020785048025439668
Electrical Equipment,1072,0.22926328597593276,0.0583635001061074,0.07511945296179785,0.07125667037299772,0.06282344507710028,0.07165867201753305,0.06317786983627256,0.07392852706932732,0.06544772488806683,0.09630170516462958,0.21467107372157285,0.1294392946979765,0.7707367140240673,0.03313758953334692,0.11836936855694329,0.003862782588800123,0.003214402513569722
Electronics (Consumer & Office),127,0.24318474729018127,0.032174153916465206,0.0482769232323786,0.04675350733593803,0.04137653951815288,0.04677534350925645,0.04139586438466489,0.047475838673722494,0.04209635954913092,0.08788664293336744,0.26052289742255424,0.1413383649140703,0.7568152527098188,0.05345172198070287,0.1726362544891868,0.001523415896440578,0.0018607587846612235
Electronics (General),1486,0.1807451849220452,0.039721501851972284,0.05602119628568463,0.052816362664381264,0.04683108422722562,0.05315460309672918,0.047130994432648024,0.05340382332713351,0.04738021466305236,0.1152398270395962,0.2008090016408471,0.1590082326151346,0.8192548150779548,0.0437684055755384,0.0855691746012509,0.0032048336213033697,0.0023345923019244983
Engineering/Construction,1283,0.1608420467409927,0.027018826047810997,0.04828349264701287,0.0473263475570705,0.03980973230301818,0.04751975629907805,0.039972422868460596,0.04786317293842815,0.040315839507810695,0.062793412960026,0.13852891035446735,0.0784299920165849,0.8391579532590073,0.015636579056558905,0.07573549739444134,0.0009571450899423791,0.0067108629900448314
Entertainment,741,0.41897350507765835,0.020004646077753548,0.08947927506310621,0.07301455929955164,0.06659745701917527,0.07140385883357887,0.06512831776691595,0.07479552339549585,0.06851998232883293,0.13583726870621535,0.3820446080775149,0.18040620171754645,0.5810264949223416,0.044568933011331115,0.2462073393712995,0.01646471576355456,0.02508773949929054
Environmental & Waste Services,383,0.2974572600170549,0.04861489275908628,0.11003113413653154,0.1059427762504348,0.09193302463335451,0.10703140650226602,0.09287769566521077,0.10712905533260315,0.09297534449554791,0.16940761874321664,0.3056661741990283,0.1763051005505474,0.7025427399829451,0.006897481807330797,0.1362585554558117,0.004088357886096741,0.020845779562783745
Farming/Agriculture,430,0.16630253229903888,0.05160061304545247,0.08304019508893239,0.08155918853538352,0.07052994792103222,0.08252296333911815,0.07136339155792565,0.08378458499710377,0.07262501321591126,0.10593618194303621,0.1770026853787796,0.11735289209660796,0.8336974677009611,0.011416710153571744,0.0710665034357434,0.0014810065535488764,0.006524164050260858
Financial Svcs. (Non-bank & Insurance),1113,0.6975222754264168,0.21021783665923668,0.14010871830165944,0.12396400036662453,0.10600044716971778,0.12444238535879416,0.1064095096631779,0.12518863431233251,0.10715575861671625,0.160738502550227,0.46530532426414684,0.17537675136544092,0.30247772457358324,0.01463824881521391,0.30456682171391986,0.016144717935034917,0.006807711204792171
Food Processing,1395,0.24473381988113665,0.044847111055680074,0.07761583253888764,0.07601821923013945,0.06414159791574808,0.07634481222117255,0.06441716601672565,0.07643217976016078,0.06450453355571388,0.11155455733253078,0.2623812021527603,0.11684742748936618,0.7552661801188634,0.005292870156835401,0.15082664482022948,0.001597613308748179,0.005462409021502893
Food Wholesalers,173,0.14909129361228518,0.009345705398483017,0.025450302024934954,0.0247050127681529,0.0203320092410482,0.024655107378276434,0.02029093754205056,0.024650661855536982,0.020286492019311108,0.03505580087877593,0.15261455890152242,0.03522978346965732,0.8509087063877148,0.00017398259088138545,0.11755875802274647,0.0007452892567820544,0.0034807171647930793
Furn/Home Furnishings,383,0.2794935303996754,0.04779638526716606,0.0750568863732804,0.07236821058761174,0.06197125864875121,0.07293241618809367,0.06245440630315135,0.07332634459333483,0.0628483347083925,0.09954429428844029,0.27443004801461424,0.1266031569655547,0.7205064696003246,0.027058862677114392,0.17488575372617396,0.002688675785668659,0.004884189023412985
Green & Renewable Energy,253,0.49230934759064754,0.1790687558239097,0.29458632163922405,0.2923549836232071,0.2617222109269022,0.29104956132609133,0.2605535699632347,0.2914634184100197,0.26096742704716314,0.46201735504525165,0.5385473382165152,0.46472030648350054,0.5076906524093525,0.002702951438248891,0.07652998317126361,0.0022313380160168808,0.0031162949498999967
Healthcare Products,849,0.5432087765367367,0.08145551433427103,0.13910174628185648,0.12429654755321932,0.1139368312785747,0.12495644070464434,0.11454172446455482,0.12860324255827582,0.1181885263181863,0.2071771033184562,0.5310167087839871,0.2888968163039141,0.4567912234632633,0.0817197129854579,0.3238396054655309,0.014805198728637146,0.007149950705296609
Healthcare Support Services,463,0.1453393453781919,0.02115578937332512,0.0419003823074655,0.03949890391586041,0.03378046005574786,0.03905420875110849,0.03340014552140316,0.03906588789448509,0.033411824664779766,0.048808861737117744,0.14460019386126713,0.05035300619346024,0.8546606546218081,0.0015441444563425023,0.0957913321241494,0.0024014783916050902,0.003773664237877944
Heathcare Information and Technology,443,0.4449406393353866,0.06858257981730839,0.15791717596183713,0.1360342036177964,0.12769365517954137,0.1363257705013574,0.12796734547287245,0.13842721531237037,0.13006879028388543,0.22679559250869236,0.45222166977881356,0.28828238192288413,0.5550593606646135,0.06148678941419179,0.22542607727012118,0.021882972344040744,0.009349199040981603
Homebuilding,173,0.23579659743084933,0.09534160957862237,0.13488671754107315,0.13284171703093914,0.10777096083777156,0.12794609050462993,0.10379926891421455,0.12789569443934784,0.10374887284893247,0.1524163649233862,0.25215603941637516,0.153746916150815,0.7642034025691506,0.001330551227428823,0.09973967449298896,0.0020450005101340122,0.0026977000436105383
Hospitals/Healthcare Facilities,232,0.34067080677330314,0.036076942035131725,0.11303985132962184,0.10856496717371635,0.08991207786005054,0.10761310643119641,0.08912375931290417,0.10768274675714398,0.08919339963885173,0.1596094347611403,0.22815232466518515,0.16005267068285842,0.6593291932266969,0.00044323592171807084,0.06854288990404485,0.004474884155905492,0.014991506168025462
Hotel/Gaming,650,0.5205272441592473,0.06564730861305758,0.15368510303804572,0.1401879193441881,0.12360956836454427,0.12148517283912522,0.10711857232481914,0.12340733671522258,0.1090407362009165,0.1531435103747017,0.39188502071248305,0.17458467025770172,0.47947275584075266,0.02144115988300002,0.23874151033778135,0.013497183693857632,0.01711588802628006
Household Products,549,0.49439050759680503,0.10341191506646936,0.15500072916770713,0.1497559861434353,0.12928559485821592,0.15036069507976996,0.12980764513856483,0.15094620466716002,0.1303931547259549,0.17857711935471765,0.5026776807615306,0.1976966843084348,0.505609492403195,0.01911956495371712,0.324100561406813,0.005244743024271822,0.006341649079598194
Information Services,81,0.32192186681538737,0.03882627224968625,0.12062735430956366,0.10927793514353082,0.09115362707888806,0.11283966813223123,0.09412462831697095,0.11380792726772192,0.09509288745246164,0.15777459061969665,0.31971737090907354,0.17381011618834552,0.6780781331846126,0.01603552556864888,0.16194278028937686,0.011349419166032831,0.01422336289529505
Insurance (General),202,0.23724859034096635,0.0711853801556976,0.12138923560509547,0.11829078864545531,0.10026558502879541,0.1184054017939068,0.10036273337409833,0.11840530188875235,0.10036263346894389,0.12225931127209747,0.1990698870851221,0.12239153227006626,0.7627514096590337,0.00013222099796880723,0.07681057581302464,0.003098446959640162,0.0023598412050934428
Insurance (Life),137,0.31089949120398747,0.0452877928364768,0.11003645586713288,0.1081994611376226,0.09341435860742758,0.10832802165624869,0.0935253517516025,0.10832802165624869,0.0935253517516025,0.06650608292261634,0.17610569635018092,0.06650608292261634,0.6891005087960125,0,0.10959961342756458,0.0018369947295102896,0.0011254602868640128
Insurance (Prop/Cas.),228,0.23792458277321935,0.06574403579513091,0.1002459041938334,0.09758146600419187,0.08043676422497065,0.09792192081104666,0.08071740238454757,0.09792192081104666,0.08071740238454757,0.08311504250117172,0.1852825075978137,0.08311504250117172,0.7620754172267806,0,0.102167465096642,0.00266443818964153,0.0019692069485958987
Investments & Asset Management,1374,0.4948539935799696,0.1533078718189076,0.19592079086859013,0.17622005224472428,0.1610374354222054,0.17516086223897365,0.16006950220474134,0.17504604457389847,0.1599546845396662,0.1988619726778755,0.4079496875359973,0.2013560065019945,0.5051460064200304,0.0024940338241189997,0.20908771485812183,0.019700738623865854,0.007039313081512678
Machinery,1492,0.31574050378203006,0.0718822162208439,0.10244131018691655,0.0991880918076997,0.08459304463431276,0.09965486168877785,0.08499113158874827,0.10081767143303741,0.08615394133300784,0.13218374341319866,0.3051612106986626,0.1603026689574649,0.68425949621797,0.02811892554426625,0.17297746728546393,0.0032532183792168415,0.0036853513113673107
Metals & Mining,1815,0.20695146857019145,0.05675836038494469,0.10890181162989458,0.10664862064250391,0.10248622920450323,0.10682417967215137,0.10265493633679407,0.10717263648228535,0.10300339314692804,0.1942628508509303,0.2510165610902631,0.20039488009088785,0.7930485314298086,0.006132029239957536,0.056753710239332775,0.00225319098739068,0.0038225141906972184
Office Equipment & Services,137,0.33006541657316957,0.03799933964657485,0.0742715944262317,0.070961579936264,0.057171231608199743,0.07182540241863675,0.05786718278702721,0.0714975262865802,0.057539306654970666,0.09832566136752545,0.32719884983127756,0.11313451991344528,0.6699345834268304,0.014808858545919821,0.22887318846375213,0.003310014489967701,0.011004154132210505
Oil/Gas (Integrated),36,0.34025764551493365,0.10472512737124114,0.18470869487924024,0.18330450455077887,0.1319236402492542,0.18376015438632376,0.13225156991542017,0.18395151105610733,0.13244292658520374,0.2912724936273613,0.34545023944832537,0.2941589458275023,0.6597423544850664,0.0028864522001409636,0.05417774582096403,0.001404190328461388,0.0030612648623408968
Oil/Gas (Production and Exploration),590,0.5992817682396129,0.23817329044681543,0.3716103028915378,0.3635981139178642,0.33251325962093436,0.3657961440704052,0.3345233750280006,0.3659777861602497,0.33470501711784506,0.6230510539633339,0.6796018503433714,0.6248094177149796,0.4007182317603871,0.0017583637516456717,0.05655079638003737,0.008012188973673668,0.014551667466569213
Oil/Gas Distribution,174,0.3301400277321416,0.1282962511260665,0.2100289963586601,0.20652391715940327,0.1791438514942463,0.2073415060074746,0.17985304787787482,0.20766740281227833,0.1801789446826785,0.20964717886470086,0.2688266463438577,0.2106472549857081,0.6698599722678584,0.0010000761210072278,0.059179467479156866,0.0035050791992568067,0.003811496046014961
Oilfield Svcs/Equip.,444,0.13633129137788735,0.044213395389197996,0.06836693548174752,0.06721194579633354,0.0580645511581183,0.06772300492276392,0.058506056287003574,0.06781531627866524,0.058598367642904894,0.09127208136522713,0.131262934268411,0.09363117777803927,0.8636687086221126,0.0023590964128121445,0.0399908529031839,0.0011549896854139688,0.006201258842642022
Packaging & Container,426,0.22159712994666536,0.037649755384119195,0.0883115994266012,0.08566052402410433,0.07240951823252822,0.08670147948911763,0.07328944611741858,0.08673728826356969,0.07332525489187064,0.1437635972472796,0.25192924645619835,0.14959217754668003,0.7784028700533346,0.0058285802994004305,0.10816564920891875,0.002651075402496871,0.007411199107856351
Paper/Forest Products,266,0.21919203217623956,0.049256654605671656,0.06656459104267363,0.06546926515126182,0.05745130303998952,0.06560906858101438,0.05757398486924463,0.06527002673893548,0.057234943027165724,0.1927586235849421,0.30319437609425287,0.1990815188522302,0.7808079678237605,0.006322895267288062,0.11043575250931077,0.0010953258914118192,0.0020152475334373147
Power,488,0.23287667422083394,0.07587396427446245,0.1364360014821637,0.13542991805419816,0.11345021168028042,0.13545386299033163,0.1134702704539402,0.13547671716176612,0.1134931246253747,0.15609110883681385,0.20164275417682107,0.1581882848731919,0.7671233257791661,0.002097176036378061,0.04555164534000723,0.0010060834279655372,0.004483146654942319
Precious Metals,853,0.2488855593844738,0.04914465407138912,0.12290258794097553,0.11716428482873283,0.11225735860637202,0.11742568501154059,0.11250781115771151,0.11750297486073452,0.11258510100690544,0.2510910480147173,0.3076237177323386,0.25522126572369247,0.7511144406155262,0.0041302177089751835,0.05653266971762132,0.005738303112242689,0.01081518877558139
Publishing & Newspapers,324,0.3640946596786803,0.05680922811648887,0.07105410467271678,0.06755366934098846,0.05817709059089505,0.06687407495125922,0.05759182520469117,0.06653069570962454,0.0572484459630565,0.1081910756693862,0.3439474419542604,0.12078388793578756,0.6359053403213197,0.012592812266401361,0.2357563662848742,0.003500435331728317,0.010957020317575726
R.E.I.T.,659,0.5955938895847346,0.09299154098081924,0.33546709573730465,0.3147747366624331,0.30854161410955844,0.2947616583758934,0.28892483182486106,0.29476744207796207,0.2889306155269297,0.4574478608778316,0.5550013615833413,0.4575316268545153,0.4044061104152654,8.376597668364724e-05,0.0975535007055097,0.020692359074871547,0.024043019018993583
Real Estate (Development),884,0.1497371563285006,-0.032988586376399676,0.05065814982325348,0.05008086776968071,0.04287293561009637,0.05003106735539474,0.042830302763460046,0.04982877978065471,0.04262801518872002,0.07676719656329523,0.15241470074485336,0.07810483552555965,0.8502628436714994,0.0013376389622644159,0.07564750418155812,0.0005772820535727669,0.010711585706424265
Real Estate (General/Diversified),336,0.29220674886144055,0.0872530469822838,0.15216184238735295,0.15167474002655607,0.12823880430978662,0.15690844405910576,0.13266382555675216,0.15726657130404778,0.13302195280169415,0.1930087331021364,0.3163772136260819,0.19976143630612475,0.7077932511385594,0.006752703203988383,0.12336848052394551,0.00048710236079687393,0.00270313072639858
Real Estate (Operations & Services),748,0.3989915828220773,-0.0655801189564059,0.17896962397852484,0.16934513350573346,0.14803301736651156,0.1758046609668392,0.15367961211082964,0.17582372303902696,0.15369867418301744,0.19244301976903855,0.38882853559253394,0.19901907105286848,0.6010084171779226,0.00657605128382996,0.1963855158234954,0.009624490472791403,0.0198801625708482
Recreation,326,0.37580033932255336,0.05418239933148404,0.11976978678279754,0.11257736658811479,0.09732353262496346,0.10650595982492314,0.092074779948426,0.10633930550184406,0.09190812562534692,0.161178307312165,0.3714164622807249,0.18860417676577373,0.6241996606774467,0.027425869453608726,0.21023815496855988,0.007192420194682758,0.013182025223747734
Reinsurance,34,0.20570917271027878,0.0638165354990815,0.10340357822034688,0.10234972842353285,0.08917002933231076,0.10227896161981584,0.08910837525603332,0.10227896161981584,0.08910837525603332,0.038982878842921,0.13548759852276526,0.038982878842921,0.7942908272897212,0,0.09650471967984424,0.0010538497968140324,0.0006367670266605286
Restaurant/Dining,394,0.30952770271207,0.05200391994655847,0.10697094685463038,0.09505901095729707,0.0819179034581918,0.08607023959423278,0.07417175401573609,0.08689553242317735,0.07499704684468066,0.1129352086249331,0.27500844353154025,0.12422218864564734,0.69047229728793,0.011286980020714236,0.16207323490660716,0.011911935897333317,0.031769155450063966
Retail (Automotive),204,0.1604755003838081,0.029171520329190338,0.04737006491522852,0.04584363400371386,0.03760965494675157,0.043638598644989014,0.03580066617896956,0.0436712430670153,0.03583331060099585,0.05663551116313073,0.1652959246629602,0.05680373541412216,0.8395244996161919,0.0001682242509914332,0.10866041349982947,0.0015264309115146648,0.007020928206673341
Retail (Building Supply),120,0.35065147307992267,0.07067171353734507,0.1127624355133003,0.10876679058825121,0.08709609816700004,0.10729751323102017,0.08591955959076877,0.10736791491467855,0.08598996127442715,0.13957241634254497,0.36229695532210876,0.1408273018014694,0.6493485269200774,0.0012548854589244376,0.2227245389795638,0.0039956449250490855,0.015364754170500074
Retail (Distributors),1028,0.15153220924560515,0.04011546986897834,0.05300839872557708,0.05219898471908759,0.04364494665520529,0.05257025017393523,0.043955371485476374,0.05259131543797793,0.04397643674951907,0.07023302838831331,0.15719227283615167,0.07082673828079436,0.8484677907543948,0.0005937098924810374,0.08695924444783835,0.0008094140064894893,0.0029034653716980816
Retail (General),256,0.3028599573687589,0.03322200129635507,0.055181808773247604,0.04354224163527193,0.03630052613816937,0.04122562988652485,0.034369201011599355,0.045982485680762096,0.039126056805836605,0.06991207571404662,0.285291109206797,0.10634661566625736,0.6971400426312411,0.036434539952210736,0.2153790334927504,0.011639567137975673,0.012402748434625764
Retail (Grocery and Food),201,0.24281345431167853,0.016003972301249503,0.04214139354072584,0.039152682778807624,0.03116985942116665,0.03824575249600913,0.03044784275683403,0.039591001476449124,0.03179309173727402,0.06319038938894919,0.25119315160566497,0.06508168791889714,0.7571865456883214,0.0018912985299479438,0.18800276221671577,0.0029887107619182146,0.009267590915705943
Retail (REITs),123,0.7279487458385406,0.1923122609602349,0.495458384892949,0.48374162072210686,0.46614349734135796,0.4749525193702068,0.45767413628752396,0.4749556436009854,0.45767726051830254,0.581587756764425,0.6482103304060217,0.5816626527077461,0.27205125416145937,7.489594332114676e-05,0.06662257364159675,0.011716764170842095,0.005352171103933893
Retail (Special Lines),639,0.3278684973869211,0.02096493017632057,0.05462954965705379,0.05042217907288426,0.04267503250178194,0.05163999170190553,0.04370573356389671,0.05164689882435198,0.04371264068634316,0.0691481132528268,0.3289360231521433,0.07079882696220452,0.672131502613079,0.0016507137093777348,0.25978790989931655,0.0042073705841695315,0.03790341659419819
Rubber& Tires,89,0.28520855537859785,0.05188629866997633,0.08814947903669472,0.08779744381418667,0.07266701992624973,0.08812773060101893,0.07294038729866334,0.0884005633660413,0.0732132200636857,0.1363559258687128,0.2871348217528579,0.15939675737949038,0.7147914446214021,0.023040831510777574,0.1507788958841451,0.0003520352225080482,0.003458819799566961
Semiconductor,647,0.3866451353481231,0.1375394937189519,0.18837009796538806,0.16322682653942908,0.15095902189199265,0.16333337354114616,0.15105756103231496,0.16739903396879177,0.15512322145996058,0.32835806205625534,0.40693598018072963,0.4655306065126304,0.6133548646518769,0.13717254445637503,0.07857791812447425,0.025143271425959,0.004060515200686607
Semiconductor Equip,367,0.3925625497344844,0.177927826965195,0.22780436978507212,0.21824208267685807,0.19102228767143983,0.21891348855171655,0.1916099538291231,0.22432131540380976,0.19701778068121634,0.2795774596564889,0.36751255136983724,0.36215286155077236,0.6074374502655155,0.08257540189428343,0.08793509171334839,0.009562287108214045,0.0036897843160324764
Shipbuilding & Marine,348,0.2778394194746705,0.16591869649188237,0.17300249722256658,0.17220230906567338,0.14863431742571934,0.17205436027229495,0.1485066172337935,0.17202742276129493,0.1484796797227935,0.49415356328226273,0.5562215808369654,0.49556132941376946,0.7221605805253295,0.0014077661315066861,0.06206801755470258,0.0008001881568932297,0.02603214104348468
Shoe,85,0.41321795090469954,0.07120227170171213,0.1052826172211039,0.09681051066273828,0.08345141778267777,0.096796343029948,0.08343920517234363,0.09682900806840694,0.08347187021080259,0.11915108530329115,0.42348778731638886,0.12577631977814696,0.5867820490953004,0.006625234474855817,0.3043367020130977,0.008472106558365609,0.017746139733533225
