Industry_Name,Number_of_firms,Average_Company_Age_years_,Market_Cap_millions_,Book_Equity_millions_,Enteprise_Value_millions_,Invested_Capital_millions_,Total_Debt_including_leases_millions_,Revenues_millions_,Gross_Profit_millions_,EBITDA_millions_,EBIT_Operating_Income_millions_,Net_Income_millions_
R.E.I.T.,193,25.367021276595743,1210734.0019999996,510121.50000000035,2126942.433081208,1462881.373081207,956962.3280812085,185033.16000000012,106347.82300000002,91273.56200000003,40277.676583758366,23324.137999999984
Real Estate (Development),17,19.294117647058822,6733.7210000000005,5187.761,11874.361761602826,10112.206523673744,6336.264761602826,2709.415,872.468,580.324,302.3348476794348,-442.93299999999994
Real Estate (General/Diversified),11,54.7,4949.867,2250.7999999999997,5792.910628918087,4760.783628918087,1577.8436289180875,1212.2,566.09,314.60900000000004,199.23027421638253,205.03
Real Estate (Operations & Services),60,31.2,107957.64500000003,36083.08,143110.02472761934,53642.06572761934,48111.74072761935,94936.93300000002,32368.937,6464.192000000002,48.90165447613069,-2984.051000000001
Recreation,55,41.3125,74838.90000000001,21765.25,113769.24285573291,44646.663855732884,43836.62385573287,61760.22400000001,22683.266,10197.013999999997,4999.642628853424,557.7699999999998
Reinsurance,1,47,10662.2,3653,12377.51089172906,9868.31089172906,4535.310891729059,17948,2821,1699.5,1732.9378216541882,1141
Restaurant/Dining,64,35.704918032786885,559459.6410000002,-8744.498000000005,687621.6393145543,104120.24543910671,143932.34931455407,163939.52300000004,53166.054000000004,38595.004,22110.648137089185,17474.58
Retail (Automotive),30,35.75,177972.003,24039.675999999996,276451.2407497539,109468.82726873281,102357.35074975391,263418.35000000003,57641.09100000001,22076.255999999998,15039.967450049213,11377.628999999999
Retail (Building Supply),16,46.125,515127,-7615.699999999999,611254.5720933535,76355.92209335351,102627.82809335353,281692.9,96261.90000000001,44378.700000000004,34874.04438132928,23665.69
Retail (Distributors),62,47.81666666666667,271771.68699999986,57614.428,352047.62167015974,118689.0256701598,87757.04067015984,194171.23799999998,62791.85399999999,27986.266,23646.057065968045,14663.807000000004
Retail (General),26,44.69230769230769,2513693.951000001,278119.9099999999,2757592.1820686474,522592.5126632884,337438.7340686475,1757717.5,542408.0979999999,165362.261,71667.98918627047,54372.846999999994
Retail (Grocery and Food),14,63.07142857142857,74613.071,21462.004999999997,110903.80511648252,55723.054116482526,41664.09811648253,268843.81999999995,68660.27,14616.577,5366.172376703495,3171.5699999999997
Retail (REITs),28,37.148148148148145,182940.35999999996,84524.4,287258.4373793487,194674.77737934873,107636.61837934873,23638.8,18349.8,16478.918999999998,8275.715324130257,5513.579999999999
Retail (Special Lines),105,40.24242424242424,362850.56800000014,72299.99900000001,471859.8341369598,147239.27760447058,131173.2201369596,479741.583,143333.878,49480.816999999995,22950.711172608084,6972.523999999997
Rubber& Tires,3,63,4114.610000000001,5142,12789.785464389906,12872.045464389907,9680.795464389907,20356.6,3372,1601.119,427.87790712201894,-514.1
Semiconductor,63,29.433333333333334,3039124.2600000002,388959.904,3156953.6653421987,356277.1111812478,183728.7353422002,297917.921,154094.72900000002,98366.231,58762.28273155997,49055.14200000001
Semiconductor Equip,30,42.5,414640.35000000003,44503.16999999999,427920.42777094874,48010.57777094871,32250.197770948722,81597.89499999999,36126.97499999999,23479.94899999999,19859.328645810252,14637.390000000001
Shipbuilding & Marine,8,45.625,10158.478,7399.469,12726.621580792236,9247.467678134111,3024.4465807922356,7465.434,1899.4479999999996,1499.162,891.3748838415527,578.4399999999999
Shoe,13,57,202109.006,22999.4,209233.98467366438,28537.27867366441,17602.018673664403,72492,32882.1,10948.231,8825.407265267118,6877.56
Software (Entertainment),84,14.544117647058824,2773080.8990000025,403869.62999999995,2781007.513051708,383348.20548245066,87421.2210517081,461576.65299999993,292786.8749999999,156210.96800000002,122324.21538965842,93923.67300000005
Software (Internet),35,14.413793103448276,220091.11299999992,28399.862999999998,241745.73047669037,25653.71492597519,26367.783476690336,28838.050000000003,17046.417999999998,1980.7540000000004,-835.1582953380669,-4129.525
Software (System & Application),351,20.125,5277974.335000003,397835.59000000014,5446717.280701609,326815.0326293967,327430.6527016032,508015.76600000006,363334.80799999996,170251.41100000014,128741.80425967927,97238.32000000008
Steel,29,68.60714285714286,133588.56900000002,64526.99999999999,145771.78988336536,78007.03888336534,26963.710883365355,154854.47000000003,29887.178999999996,24492.948,18806.213823326932,14321.58
Telecom (Wireless),13,29,192855.856,79880.301,310999.1285946934,181126.12259469336,123738.90259469335,88485.00000000001,54282.030000000006,34507.594,13225.20148106133,7780.02
Telecom. Equipment,66,31.274193548387096,390043.51300000004,65282.66199999998,413641.05285617773,40344.06498140683,44521.657856177575,114684.25600000005,63720.16300000001,28187.631,22748.49702876448,16027.247000000001
Telecom. Services,42,33.35294117647059,305761.063,234506.50100000002,672635.1151669044,500074.73310758563,381935.5531669044,285318.56100000005,166175.89199999996,108360.65400000001,59869.92876661911,-808.366000000001
Tobacco,16,56.57142857142857,222026.93499999994,-12408.012999999999,294187.31652789196,38448.33052789202,77495.67352789202,61349.03199999999,37577.231,26970.923000000003,25137.380294421593,16885.910999999996
Transportation,36,30,381348.019,61480.381,489325.10223622585,151926.45628200358,128063.66823622577,291475.841,73210.561,39211.424,23105.711952754846,17378.891
Transportation (Railroads),4,59.75,271989.8,38214.6,341272.4963612984,108361.19636129845,72923.09636129845,51477.4,25615.1,23832.41,17993.79072774031,12105.6
Trucking,22,54.36363636363637,140093.436,37419,163108.84204115267,53784.706041152676,27949.396041152682,90335.96999999999,19825.420000000002,15096.222000000002,7919.074791769464,4855
Utility (General),14,98.28571428571429,272898.30000000005,147119.2,501492.7533421423,375287.5533421424,231513.37334214238,121461.59999999999,49255.7,42875.83,26286.07533157152,16409.2
Utility (Water),13,89.61538461538461,46874.02,17109.9,69973.57501678159,39265.4050167816,23854.997016781603,8862.38,4918.995,4115.236000000001,2719.0665966436786,1713.7600000000002
Total Market,6481,38.88945147679325,49157036.55199983,11173808.59199999,67562517.26644331,26633475.85480088,22818790.796443377,20915684.781000003,7647645.521000005,3566206.953999998,2376311.6877113366,1785480.618999999
Total Market (without financials),5214,34.79463487696991,43163609.00299983,8566043.05699999,51078189.490815505,13583012.820460621,9754928.713815568,18726267.155,6256678.631000005,3370108.721999998,2234098.269636899,1421325.188999999
