Industry_Name,Number_of_firms,R_D_Capitalized_my_estimate_in_millions_,Capitalized_R_D_as_of_Invested_Capital,R_D_LTM_in_millions_,Current_R_D_as_of_Revenue,R_D_1_year_ago_in_millions_,R_D_2_years_ago_in_millions_,R_D_3_years_ago_in_millions_,R_D_4_years_ago,R_D_5_years_ago_in_millions_,CAGR_in_R_D_Last_5_years
Computer Services,19,137.4062,0.06283778932546628,46.108000000000004,0.002529509480997409,46.613,45.232,44.873000000000005,44.596999999999994,41.797,0.019826363379020995
Computers/Peripherals,5,21.431,1.1273540241977908,6.334,0.28601101779102317,6.247000000000001,9.128,8.546000000000001,6.021,9.331,-0.07455636258354492
Construction Supplies,9,0.003,4.179333620811915e-07,0.001,1.5615679391363282e-07,0.001,0.001,0.001,0.001,0.001,0
Diversified,6,0.6868,5.8894713950741106e-05,0.229,9.660331767009673e-05,0.234,0.229,0.229,0.208,0.222,0.006228239662205981
Drugs (Biotechnology),92,7459.3664,0.32531435296487266,2534.602999999999,0.17417791126255466,2519.7009999999996,2495.334,2383.4770000000003,2292.057000000001,2221.3379999999997,0.026736638162994764
Drugs (Pharmaceutical),165,2711.2809999999995,0.14579012903044095,908.5370000000001,0.06829506747781518,912.552,909.6619999999996,887.2230000000001,860.0799999999995,879.384,0.006544109949901067
Education,17,186.0452,0.15731397793859556,64.14699999999999,0.03520962093684476,62.117,59.643,60.301,61.49199999999999,69.999,-0.017309171219133335
Electrical Equipment,33,450.87699999999995,0.5716667030550382,151.85400000000007,0.12055588413920132,153.28299999999996,150.76999999999998,144.515,140.64300000000003,130.81900000000002,0.03027006706140134
Electronics (Consumer & Office),6,17.4244,1.3468655793460615,5.888999999999999,0.15394870990510545,5.955,5.852,5.74,4.821,5.202,0.02511890156259189
Electronics (General),45,521.476,0.1886682412745066,182.89,0.020521570370842467,175.878,168.17600000000004,163.042,158.80600000000004,153.733,0.03534376280725904
Engineering/Construction,44,97.551,0.007375101983281866,33.016,0.0006508859291654896,33.743,32.203,30.774,29.546,30.149,0.018334151573812907
Entertainment,35,150.8366,0.03835360206705431,54.629000000000005,0.014138708366655537,52.24299999999999,48.130999999999986,46.525000000000006,34.623000000000005,32.86,0.10700896585908204
Environmental & Waste Services,35,34.6928,0.0021074017595733674,13.507000000000001,0.0008151662566191897,11.230000000000002,10.489,10.389999999999999,8.762,9.065999999999999,0.08300044987086452
Farming/Agriculture,30,98.7264,0.01828303050581573,31.114,0.0038373460572299085,33.138000000000005,34.225,34.854,33.127,36.580000000000005,-0.03185049165241882
Financial Svcs. (Non-bank & Insurance),85,346.38919999999996,0.0013927048439474619,114.33100000000002,0.004172280353329536,121.03,119.943,108.19800000000001,99.94599999999998,101.76000000000002,0.02356960444806755
Food Processing,70,274.2041999999999,0.009065938553661099,93.228,0.0017519157420757888,90.77300000000001,96.15599999999999,87.519,78.28300000000002,55.55500000000001,0.10908451853107559
Food Wholesalers,5,48.495000000000005,0.01592647973072607,14.360000000000001,0.0009056518287134895,15.83,16.25,19.4,19.805,20.945,-0.0727116254685195
Furn/Home Furnishings,5,107.69460000000001,0.09657928956407108,36.988,0.014087446678854358,35.894000000000005,35.342,34.988,33.955,35.105000000000004,0.010504784918496934
Green & Renewable Energy,24,87.1944,0.003802216140634812,29.66,0.005587613056853868,30.723,29.254,26.599,23.82,24.078,0.0425818191824503
Healthcare Products,54,2175.4038,0.21596984409241304,737.2589999999998,0.08649783262366278,729.055,719.8870000000002,708.0719999999997,698.6990000000001,706.2070000000003,0.008643311463587988
Healthcare Support Services,35,79.81859999999999,0.012515164090325053,27.013,0.001299473985553532,26.71,27.972,26.630000000000003,20.012000000000004,20.331999999999997,0.05846997587479508
Heathcare Information and Technology,55,677.8926000000001,0.4994176348077783,239.89399999999992,0.36443543756133573,231.17700000000002,227.66499999999996,199.64399999999998,183.00199999999998,175.641,0.06433586531041291
Homebuilding,4,2.9823999999999997,0.006100273774005912,0.2,0.0002023677021147425,0.958,1.74,1.6,1.66,0.236,-0.032560983102738805
Hospitals/Healthcare Facilities,15,20.5376,0.0008734454911318976,7.157,0.0005063954984928419,7.386,7.657,5.659,3.0700000000000003,3.303,0.167251629015998
Hotel/Gaming,31,1832.605,0.22735105771950126,648.579,0.048445930320455625,626.2590000000001,593.5090000000001,564.634,505.29900000000004,511.62100000000004,0.048583221188575054
Household Products,8,0.9034,0.00869289095877757,0.21,0.0021493270559336777,0.22200000000000003,0.36300000000000004,0.456,0.578,0.527,-0.16807967300098403
Information Services,4,1088.92,0.269221450292976,384.3,0.059254348094239545,367.6,350.8,337.8,324.7,313.3,0.041698401944115115
Investments & Asset Management,195,38.7402,9.59573068194415e-05,13.605999999999998,0.00011618231736382647,13.242,12.767999999999999,11.530999999999999,11.337,10.948,0.04442951339183643
Machinery,30,150.68419999999998,0.07484470720954033,46.732000000000006,0.012374460080370969,51.28799999999999,54.35300000000001,51.30599999999999,48.937999999999995,49.25799999999999,-0.0104732962846813
Metals & Mining,1275,527.2562000000003,0.002823101144614898,183.622,0.0016360064325839179,176.48300000000003,173.0299999999999,163.695,165.75900000000001,162.98199999999997,0.024134541623634265
Office Equipment & Services,1,0.6086,0.17579433853264007,0.011,0.0010185185185185184,0.211,0.417,0.318,0.257,0.292,-0.4809586392823496
Oil/Gas (Integrated),4,167.08,0.0019556047672286015,54.7,0.00047480289603726205,55.9,54.7,54.7,64.8,69.1,-0.04566279370407067
Oil/Gas (Production and Exploration),228,29.777,0.00015722351394795438,10.91,0.00010924888219167324,10.280000000000001,9.23,8.609,8.307,8.728,0.04563955259127317
Oilfield Svcs/Equip.,33,145.45,0.006504582912080595,48.982,0.0005658076440910743,48.65800000000001,47.378,48.989,47.596,51.618,-0.010428752541818409
Packaging & Container,6,72.48600000000002,0.010674351720816946,26.11,0.0020710551990545008,23.91,22.8,22.78,22.28,22.84,0.02712229077180983
Paper/Forest Products,18,0.07080000000000002,4.002874192295238e-06,0.016,7.85776155062709e-07,0.024,0.033,0.027,0.025,0.022,-0.061704874021946354
Power,19,0.8756,8.278519996053237e-06,0.265,4.876941874030248e-06,0.31,0.249,0.344,0.378,0.231,0.027842991220965008
Precious Metals,682,107.81160000000001,0.0007625047842159653,32.378,0.0005720303584910263,35.745000000000005,37.96800000000001,38.75299999999999,42.778,40.699999999999996,-0.044719039722294074
Publishing & Newspapers,6,1.2426000000000001,0.004243791527644506,0.467,0.0006901239858724083,0.473,0.384,0.318,0.198,0.211,0.1722139490032053
Real Estate (Operations & Services),34,141.91080000000002,0.005079877412034557,50.61,0.003839314703945671,48.223000000000006,47.643,42.623999999999995,35.435,34.426,0.08011489363727398
Recreation,17,1123.8518,0.26561912898998236,394.541,0.038870345156440576,389.31,360.785,350.22600000000006,306.507,320.361,0.04253465442621085
Restaurant/Dining,22,50.084,0.0017335296057572518,21.467000000000002,0.0011702578852169293,14.316,13.719999999999999,14.402000000000001,15.857000000000001,15.327,0.06970207877258772
Retail (Building Supply),10,2.7802,0.001166512751207023,0.6759999999999999,0.00014121579277209107,0.787,1.038,1.379,1.501,1.7349999999999999,-0.17181102773831702
Retail (Distributors),33,1.8026000000000002,9.03591439795293e-05,0.754,1.8890876550952865e-05,0.5690000000000001,0.491,0.551,0.392,0.715,0.010678578404444528
Retail (General),10,19.988,0.0006223379081874112,6.2700000000000005,0.0001180833212487829,6.89,7.56,6.289999999999999,5.7700000000000005,7.38,-0.03207382179008744
Retail (Special Lines),41,20.6772,0.002611717874118165,7.1240000000000006,0.00034759510927240695,7.064,6.85,6.472,6.016,6.042999999999999,0.03346140721573554
Semiconductor,10,407.85600000000005,0.0811076206011807,149.102,0.018880369832486133,136.49200000000002,129.773,121.841,114.801,106.712,0.0691879164499698
Software (Entertainment),38,599.8834,0.15224521646192601,197.95400000000004,0.06032078613201499,205.416,211.05400000000003,188.599,177.623,191.50199999999995,0.006649294658609417
Software (Internet),20,5331.696599999999,0.48893678329121276,1870.292,0.2414831724127246,1971.5510000000002,1673.015,1522.3590000000002,1357.056,1166.986,0.09892677269391803
Software (System & Application),229,19563.1088,1.4533588164203501,7124.279000000002,0.25257193888168616,6704.483000000003,6307.508,5689.379,5074.934999999999,4904.143000000003,0.07754535400587259
Steel,52,1569.3839999999996,0.04462528570097883,581.336,0.012668967032520639,543.3280000000001,502.06500000000005,440.294,380.145,334.63699999999994,0.11678777682052943
Telecom. Equipment,18,675.4562,0.9268387365763547,228.597,0.18364449942961814,226.358,228.60099999999997,219.321,204.41900000000004,200.739,0.026331726042956083
Telecom. Services,22,1063.1765999999998,0.010002324008606492,374.36100000000005,0.005967978079424465,361.346,345.51900000000006,324.26000000000005,313.617,338.958,0.020067573184820553
Tobacco,2,0.8161999999999999,0.1267588134803541,0.089,0.025932400932400932,0.176,0.226,0.779,0.696,0.665,-0.33117319193433714
Transportation,45,48.147999999999996,0.008231483756851302,15.660999999999998,0.0018422566697255264,15.770999999999999,16.292,16.424999999999997,17.625,18.09,-0.02842532824269517
Total Market,4589,56298.54999999997,0.011189824257145525,19675.212999999974,0.008155557483216927,19431.16900000002,18315.29000000001,17148.38899999999,16149.360999999983,15403.047000000015,0.05017713992929007
Total Market (without financials),4243,55803.300599999966,0.026804237995962973,19504.584999999977,0.010513164804163158,19253.386000000024,18152.456000000013,17004.23099999999,16014.203999999983,15267.505000000014,0.050204146496100055
