Industry_Name,Number_of_firms,Beta_,D_E_Ratio,Effective_Tax_rate,Unlevered_beta,Cash_Firm_value,Unlevered_beta_corrected_for_cash,HiLo_Risk,Standard_deviation_of_equity,Standard_deviation_in_operating_income_last_10_years_
Computer Services,19,0.8667549116200352,0.12339912721176728,0.1084126814536826,0.7960658470292424,0.050221407056581235,0.8381593909820481,0.47273098046452344,0.4579516681565841,0.17310562212893837
Construction Supplies,9,0.7159136620113569,0.2263540120548897,0.21531423110758982,0.6156361669260388,0.0445397308571865,0.6443346592301047,0.2870688168326444,0.29810535129664417,0.3160168530577454
Diversified,6,0.4442687730754023,0.320284089108714,0.05896721164554044,0.3610542730076547,0.017475136422469006,0.36747596563917784,0.22178417114410487,0.21151877435662847,0.9900269076361554
Drugs (Biotechnology),92,0.8351922495295203,0.11980611485074075,0.006493114919597571,0.7689031977794198,0.024772826332074473,0.7884349601206241,0.5715047250035363,0.5717968167722113,0.21432983930070304
Drugs (Pharmaceutical),165,1.1103730590091783,1.652665898381178,0.012260091226392517,0.5071914164687193,0.06560109272493567,0.5427996678076321,0.6029802439536827,0.6866086968536945,2.563996589093654
Education,17,0.7985043115310388,0.2114367728694199,0.09962801729368363,0.6930559212073483,0.0551003189896283,0.7334703727132922,0.46403519837142243,0.3868594120854755,0.4036586009953514
Electronics (General),45,0.8724992812029604,0.17007050366107224,0.018739871459420337,0.7773634201906656,0.07522632907695553,0.8405985644192873,0.5302272643099665,0.625035109242851,0.4141979126005303
Engineering/Construction,44,0.8444261017343344,0.2505440065710733,0.14961215553848778,0.7154386227909321,0.04185230886137916,0.7466892937358499,0.32944782055974603,0.34721141564668145,0.18994852811727872
Entertainment,35,0.9717594561821101,1.0303204048849846,0.02773047864455219,0.55802750506449,0.06758739430043584,0.598477006481285,0.5594326230159937,0.6326428804170271,2.3228399685680854
Environmental & Waste Services,35,0.8488786974896554,0.27901330888080783,0.10619555082713,0.7069405949304187,0.008355262734590446,0.7128970369770732,0.4513556846235411,0.49374739388254957,0.3164958819020891
Farming/Agriculture,30,0.6808224751089781,0.6764521431634015,0.07883150631485163,0.45791898061844016,0.0523834022760094,0.48323233438321095,0.4131955497439169,0.4888739521859135,0.24361010811339204
Financial Svcs. (Non-bank & Insurance),85,1.0942634724129003,2.7003406893304702,0.08818592954734313,0.37179818763456957,0.08135022314487009,0.4047224491877297,0.3914955230735499,0.39253951045421004,0.340966125673425
Food Processing,70,0.6703807977892956,0.6084195044760269,0.05304816147699359,0.4662484979846494,0.024694203317113462,0.478053652065237,0.4902232268418757,0.44726382580719326,0.21207445322206153
Food Wholesalers,5,0.46476867924558557,0.5026414630856915,0.17749736123299345,0.3413148323958886,0.08553540321546771,0.3732400724927242,0.48469466242685766,0.21101763079444058,0.9571412236531339
Furn/Home Furnishings,5,0.8599273455830797,0.2197831054121338,0.18434650566784047,0.7424970409960588,0.03975654011859863,0.773238321339636,0.29634139689077676,0.3453975048502055,0.2890038199556786
Green & Renewable Energy,24,0.8364686753377879,0.7739350171628868,0.04084346542566287,0.5372573546535915,0.03806152361628764,0.5585152978528767,0.46622671576503744,0.4114712993548191,0.39336913439344334
Healthcare Products,54,0.9175766199335182,0.16746081225399095,0.020969363388493027,0.8188957508488417,0.030741307745425907,0.8448681011506062,0.5287936191247473,0.538131340416862,0.4269699052013319
Healthcare Support Services,35,0.808461119000931,0.32134310442055614,0.08344693291897498,0.6566243017521782,0.03827566047542267,0.6827572878905992,0.5188453623115636,0.5214993778948086,0.43698976565799147
Homebuilding,4,0.5311372522646399,0.43727639115744765,0.2076923624099854,0.4040098576280135,0.10661781919282017,0.45222511295556234,0.3203365598371656,0.3151637447628105,0.5390918104130885
Hospitals/Healthcare Facilities,15,0.7992320313923995,0.7838341177872622,0.16916764742775173,0.5110025564894828,0.007905791093242952,0.5150746289030197,0.26175346793974535,0.21333765703806248,0.27586000640111835
Hotel/Gaming,31,1.0444267949249149,0.16077021493674234,0.10071888355767118,0.9361261318216575,0.0964499283300978,1.0360534088515423,0.3704261160014506,0.4097646529361175,0.6263214862068547
Household Products,8,0.8035222747088666,0.09351438073662974,0.03811300639658848,0.7528600989352983,0.07384295699263271,0.812886005261755,0.48363112049608636,0.7006998405785497,0.8713091399685056
Information Services,4,0.9149307949656571,0.4250993378497106,0.07001780799740974,0.7006124171800825,0.07284788768261619,0.7556607032139814,0.4042894542650577,0.45929856254347545,0.3750652911315596
Insurance (General),4,0.5799901211893488,0.1694501193587357,0.22404613371581228,0.5169545883703057,0.0444183055799673,0.5409841894094244,0.16407945701213272,0.22514627991593608,0.5117890611344803
Insurance (Life),11,0.7290135855584058,0.3590568054642451,0.21953333801098004,0.5793283133445735,0.19259717388956843,0.7175207896353543,0.13036363799123113,0.17124234613047803,0.17359454430720456
Insurance (Prop/Cas.),8,0.5867578289561705,0.40379099761144527,0.2943003733087344,0.4546508421880002,0.09172852155491709,0.5005671244530772,0.14771070871768166,0.16780989831341742,0.32549445962090595
Investments & Asset Management,195,0.7932188061970651,1.7679170380336062,0.06431559261834097,0.3490983253132993,0.05016970622758939,0.36753757760957134,0.38466802839600955,0.46142094113158083,0.3963470185877417
Machinery,30,0.8177048071768621,0.16921564744162823,0.0834663745849932,0.7289431624066801,0.034361736417719245,0.7548822265000975,0.43091285373678706,0.517206097709194,0.3446966453481256
Metals & Mining,1275,1.0518847333298558,0.19428169004744342,0.011805182678529503,0.9228636803717224,0.07665316304844931,0.9994767333785174,0.5503250762864141,0.6648701719035058,0.5770054382907835
Oil/Gas (Integrated),4,1.9682344350630172,0.2175869834297603,0.16535381804521007,1.7017775980278982,0.037547267254295136,1.7681674539725523,0.28480687726242493,0.3984047833385884,1.3293319629670144
Oil/Gas (Production and Exploration),228,1.1577064197002473,0.2028222640169209,0.055311144236134126,1.0102583090614954,0.033302150179097746,1.045061090441717,0.4478804539524316,0.5509005573544684,2.029674761328071
Oil/Gas Distribution,7,1.2508087232348526,0.835618850571439,0.21889221751269616,0.7811152670986413,0.013264367991484562,0.7916155470221231,0.17273478381809523,0.2417831222767132,0.36070572386872884
Oilfield Svcs/Equip.,33,1.3048057951446264,0.5519084695898809,0.08285234647280017,0.9339030747180191,0.02641607146553007,0.9592424929649546,0.37832699758181904,0.4471488741246149,0.5837980932656487
Packaging & Container,6,0.6765192191992112,0.31108260646485375,0.18854184351283462,0.5527772449280592,0.07165107815129337,0.595441252656666,0.22662717102302835,0.2118130741186659,0.20789658442883008
Paper/Forest Products,18,1.0867885107498083,0.3134543599326667,0.13157416969486102,0.8867676428225957,0.11978969285446196,1.0074497374364118,0.32313520835439574,0.3185616289494674,1.0052487090013216
Power,19,0.7237962235692924,0.8140758284524647,0.18109162028295223,0.4564208167674239,0.0168246730680448,0.46423135758675566,0.19310542836068184,0.28449088164933634,0.13311886943316187
Precious Metals,682,1.0675836372859355,0.1040934130811719,0.030121002995958417,0.9931882552005699,0.07642872898825966,1.0753780313159444,0.5103493012512976,0.6376646043359396,1.0815270988444088
Publishing & Newspapers,6,0.515534602254261,1.2802337576952025,0.04562043795620438,0.2683320418298313,0.034838036660909705,0.2780176302239526,0.4310315485960953,0.38081201069434034,0.7426889941455396
R.E.I.T.,53,0.8413396976264145,1.0594227684886526,0.006161946455576737,0.47739360836333505,0.01454248179525772,0.484438547115686,0.2650607722109867,0.2000181713771083,0.17381250983193314
Real Estate (Development),13,0.5694531085571933,0.6570114417860273,0.16255600936614323,0.3866504214401075,0.0368615595447784,0.40144843690109544,0.17228472839352182,0.22463707744559702,0.19076087744821485
Real Estate (Operations & Services),34,0.7838457397869112,0.776943815802288,0.1537692228094246,0.5027588902854185,0.02314450824027245,0.5146706903185223,0.2724319923055821,0.31489205139160303,0.3358386193645437
Recreation,17,0.9510150929418125,0.29533488934392393,0.07471254166696871,0.7843274755453838,0.08158755619503341,0.8540035371210009,0.4193791178129742,0.39982917509237204,0.4961783494262691
Restaurant/Dining,22,0.8819631171538661,0.5636654917053531,0.12066255922786748,0.627457689683368,0.03182127500262072,0.6480804354434316,0.327602778188571,0.3164679130647543,0.3194202940607596
Retail (Automotive),10,0.7885001679756474,1.0883784557630518,0.26940806736679423,0.442183397291219,0.04463687248100142,0.4628432734676854,0.2824142056381224,0.27413994856847224,0.6018577908970236
Retail (Building Supply),10,1.0339876770484948,0.31099395625896775,0.23983407610140578,0.8449052698063022,0.06076254786238188,0.8995651396602377,0.2839682706897483,0.37056605776479035,0.3771521044820412
Retail (Distributors),33,0.8728966046284056,0.2732431125881127,0.15139736730712527,0.7294650053599985,0.04468132326437429,0.7635828997425433,0.3363827150514888,0.29567491031473836,0.5157983911258303
Retail (General),10,1.1028131281509244,0.2972875825312251,0.21156207514396103,0.9084665622490949,0.01749772122700299,0.924645755919913,0.29068183250581925,0.2817508921962523,0.14534685405769052
Retail (Grocery and Food),12,0.4909134136115663,0.38793036161240474,0.21929782175965515,0.3837795523355499,0.021331380340050398,0.39214453659390736,0.2687347390604427,0.29775115963834753,0.30435470776397666
Retail (REITs),18,0.994458799753531,1.1011695310409675,0.006384050875965516,0.5548191893962066,0.007070160021400978,0.5587697811641603,0.17494440237926226,0.1611489520380035,0.1461622646357197
Retail (Special Lines),41,0.927939765605568,0.2675751554158173,0.1551392276896382,0.7781158326898058,0.041104388648624916,0.8114708457088506,0.4283889461140984,0.4268411017421388,0.47471674024182164
Semiconductor,10,1.1677338931834913,1.2179263900939716,0.015588181982961755,0.6223201622152771,0.34040692602459494,0.9434910504207057,0.673030309096328,0.6049606172193432,0.4825242716774363
Shipbuilding & Marine,9,0.41306414928443724,0.4065733714398344,0.2277090470285087,0.3195680589691901,0.024281100017516204,0.3275206198987506,0.15175927986981272,0.1827003215000635,0.22717009250806813
Software (Entertainment),38,1.1215480745617745,0.0748434245245395,0.031704919757279716,1.0642314139276225,0.018189819899073534,1.0839482371411382,0.5110092701209364,0.6320263315792671,0.09527393494604969
Software (System & Application),229,1.1979248676535565,0.09050955913755956,0.039370661056787395,1.1246740813562328,0.037197532507424275,1.1681254663640601,0.5303453450604895,0.6209535064087184,2.263435255919423
Steel,52,0.7209210242927261,0.10537832471200266,0.09840848603435179,0.6701066728170945,0.07833311018386889,0.727059505143749,0.3737435037371012,0.4594603582483998,0.8527479852411036
Telecom (Wireless),3,0.2938678286183141,1.4213701723787249,0.11059381588193956,0.14527645695193345,0.030795288588140193,0.1498924378321545,0.2704402654332335,0.17404490589584257,0.1280967217519203
Telecom. Equipment,18,0.8887924847827082,0.16105288984705102,0.0897676368518736,0.7964849313275242,0.06382301863639421,0.850784570848334,0.5192657889884396,0.5349596882829207,0.4711736661253838
Telecom. Services,22,0.8179614713606506,0.661332400264559,0.14040295041182874,0.5542139412673873,0.01983958915726339,0.5654318774116547,0.3445842945127251,0.3546961825132359,0.12227422381218103
Transportation,45,0.8675041961085335,0.3172537229596849,0.06793359478199361,0.7062665287226548,0.036358395577962284,0.7329141098533739,0.5395786719546928,0.5448479439977376,0.39003991715459974
Transportation (Railroads),3,0.8113256284034346,0.21963807270723704,0.19086207186122592,0.7005954298106208,0.003283836528482502,0.7029036504941172,0.09300515425562293,0.14684057406844683,0.14427791288450867
Trucking,3,0.9088406694512692,0.21826822038550212,0.25856170021428454,0.7854701612520476,0.008358222405314244,0.7920906309103621,0.21993319084080745,0.2593982908127704,0.5694408762079443
Utility (General),6,0.48286864588095174,1.3276245697719253,0.17260937228510867,0.24694633296540827,0.02047048785166842,0.2521070880486272,0.27309915362168274,0.17565387511569447,0.21372853195363184
Total Market,4589,1.0003788717918645,0.8133695961900603,0.049679385313593255,0.6310341205518796,0.07776857022118333,0.6842470340695541,0.48175135482570647,0.5495083226035326,0.34864494313753946
Total Market (without financials),4243,1.0101111949779493,0.33774672952251406,0.04598433512346189,0.8126119236785241,0.03847504455108157,0.8451282715789008,0.4918662442839885,0.5612267426736,0.38384949557066805
