Industry_Name,Number_of_Firms,Beta,ROE,Cost_of_Equity,_ROE_COE_,BV_of_Equity,Equity_EVA,ROC,Cost_of_Capital,_ROC_WACC_,BV_of_Capital,EVA,E_D_E_,Std_Dev_in_Stock,Cost_of_Debt,Tax_Rate,After_tax_Cost_of_Debt,Tax_Rate2
Education,155,0.7938358904217057,0.06517294637597333,0.10135426816523041,-0.03618132178925708,24685.165999999994,-893.1419344672278,0.10187117886983994,0.09668366162811715,0.005187517241722797,29490.380328497013,152.98185641904107,0.8957106685847274,0.36315468021171116,0.075255,0.10428933141527268,0.0565691835,0.10428933141527268
Electrical Equipment,726,1.0799955932140095,0.103099616659247,0.12390365274526395,-0.020804036086016955,265227.4750000001,-5517.801960903162,0.09820298019022247,0.11548554675657008,-0.017282566566347607,331644.3261475008,-5731.665142995678,0.8749807330027187,0.32192011526050346,0.075255,0.1250192669972813,0.0565691835,0.1250192669972813
Electronics (Consumer & Office),77,1.2646303008425706,0.04310350100365346,0.13845286770639456,-0.0953493667027411,34824.27099999999,-3320.472185734632,0.05261786307560241,0.12844149872604133,-0.07582363565043893,51287.01093792585,-3888.767630957366,0.8777367057017275,0.3211381423546983,0.075255,0.12226329429827258,0.0565691835,0.12226329429827258
Electronics (General),1024,1.3468947056245748,0.05615946961254142,0.14493530280321648,-0.08877583319067506,435684.5099999999,-38678.25538352099,0.04270096518988239,0.13575312949276294,-0.09305216430288055,571442.6291758878,-53173.973419744754,0.8960894358283842,0.31242497405614467,0.075255,0.10391056417161576,0.0565691835,0.10391056417161576
Engineering/Construction,890,1.038775005312447,0.08461556632422568,0.12065547041862082,-0.03603990409439514,437978.7739999998,-15784.713010340758,0.067817022887493,0.11222373284927266,-0.04440670996177966,885219.4591887152,-39309.68377671672,0.8684314855055482,0.3383084642912485,0.075255,0.1315685144944519,0.0565691835,0.1315685144944519
Entertainment,335,1.3002865512502566,-0.005347534224753208,0.14126258023852023,-0.14661011446327343,79189.39500000003,-11609.966265227378,0.03409259285671443,0.13366015393916156,-0.09956756108244713,83525.00009077913,-8316.380548450054,0.9102359027725601,0.3945954782504927,0.075255,0.08976409722743997,0.0565691835,0.08976409722743997
Environmental & Waste Services,203,1.035162830639863,0.02099798772827468,0.1203708310544212,-0.09937284332614651,49390.44700000001,-4908.069151539344,0.044639623460931054,0.11247397471198044,-0.06783435125104939,89102.14502015385,-6044.186202519058,0.8762280184738968,0.30164983720797184,0.075255,0.12377198152610325,0.0565691835,0.12377198152610325
Farming/Agriculture,297,0.7510085287835203,0.05215407248965251,0.0979794720681414,-0.045825399578488885,89631.9650000001,-4107.420611130135,0.05609022506529749,0.09194424325409101,-0.03585401818879352,161346.0342716479,-5784.903647465366,0.8542577455329897,0.3110566098538647,0.075255,0.14574225446701028,0.0565691835,0.14574225446701028
Financial Svcs. (Non-bank & Insurance),672,0.8035395020748405,0.12189569028424026,0.10211891276349742,0.019776777520742833,261462.39399999985,5170.883596178803,0.01282421613259045,0.09504032176394851,-0.08221610563135806,953044.644358113,-78355.6191519467,0.8445964199128282,0.34618436666643426,0.075255,0.15540358008717184,0.0565691835,0.15540358008717184
Food Processing,957,0.7892509597757396,0.0937069816426397,0.10099297563032827,-0.007285993987688574,284967.006,-2076.267892405614,0.08934580878928146,0.09410401655726586,-0.004758207767984399,426328.3266817659,-2028.558755728969,0.8449263616925827,0.2951380294659029,0.075255,0.1550736383074173,0.0565691835,0.1550736383074173
Food Wholesalers,103,0.6900076042865106,0.06216298246481212,0.09317259921777704,-0.031009616752964923,23063.34,-715.185334443326,0.0816887836266404,0.08784393489259673,-0.006155151265956338,31065.332523924255,-191.21182081198697,0.8544216647357215,0.36788571260395597,0.075255,0.14557833526427852,0.0565691835,0.14557833526427852
Furn/Home Furnishings,275,0.951978020183337,0.16293905272358766,0.11381586799044695,0.049123184733140715,97153.4799999999,4772.488345507487,0.15532792870152784,0.10628405942304721,0.04904386927848063,96591.06501681963,4737.199566154126,0.8684324055717739,0.27788289439332303,0.075255,0.1315675944282261,0.0565691835,0.1315675944282261
Green & Renewable Energy,137,0.8150136592533698,0.12290934082758909,0.10302307634916553,0.01988626447842355,110217.74999999999,2191.819326716767,0.07930947537207733,0.0972691791835783,-0.01795970381150097,230658.3735379186,-4142.556070383572,0.8761374599052447,0.2919363985395121,0.075255,0.12386254009475527,0.0565691835,0.12386254009475527
Healthcare Products,343,1.1045922069367287,0.05948574514946571,0.12584186590661423,-0.06635612075714852,76167.02099999998,-5054.148043188266,0.07360724392962437,0.11914636757313608,-0.04553912364351172,65881.56754070599,-3000.188850064578,0.9033457619819432,0.3507028170970805,0.075255,0.09665423801805686,0.0565691835,0.09665423801805686
Healthcare Support Services,217,0.8689471421120708,0.048043979143756986,0.10727303479843117,-0.059229055654674186,71650.87199999997,-4243.813485393935,0.10668360847527485,0.09957728449418327,0.007106323981091581,80194.03484812692,569.8847929817382,0.8482215826377271,0.33561682640619056,0.075255,0.151778417362273,0.0565691835,0.151778417362273
Heathcare Information and Technology,129,1.3946994900950576,0.07937480087918469,0.14870231981949053,-0.06932751894030584,39140.80999999998,-2713.535246613911,0.08474187745336811,0.14357535845651195,-0.05883348100314384,37725.569541924706,-2219.526578977609,0.9443526882098121,0.38532130626243416,0.075255,0.05564731179018795,0.0565691835,0.05564731179018795
Homebuilding,43,1.1443100601030378,0.0240967809742264,0.1289716327361194,-0.10487485176189298,8135.069999999997,-853.1642603226225,0.0527025234142715,0.12072264197259407,-0.06802011855832257,14888.371253091085,-1012.7087777755772,0.8860675177351577,0.40517957023115486,0.075255,0.11393248226484234,0.0565691835,0.11393248226484234
Hospitals/Healthcare Facilities,147,0.75211641405722,0.11780155376679993,0.09806677342770893,0.019734780339091,38493.54999999999,759.6617537218161,0.1296294736105316,0.09028086105789158,0.03934861255264001,46190.52297003006,1817.5329919515316,0.8123767577013308,0.27625042732452115,0.075255,0.18762324229866928,0.0565691835,0.18762324229866928
Hotel/Gaming,412,0.8503720987603245,0.01025770407697831,0.10580932138231357,-0.09555161730533526,112951.10400000002,-10792.660663623124,0.03320169325776584,0.09950488470340535,-0.06630319144563951,189876.56789379747,-12589.422432103422,0.8719654950200152,0.32003420174618935,0.075255,0.1280345049799848,0.0565691835,0.1280345049799848
Household Products,309,0.9285528474912983,0.1134288757105452,0.1119699643823143,0.001458911328230908,59717.166000000034,87.12204996724567,0.12941465731213128,0.10376586504939121,0.02564879226274007,55218.881417713914,1416.2976184638221,0.851913651716377,0.30541413055085687,0.075255,0.14808634828362296,0.0565691835,0.14808634828362296
Information Services,39,1.1612365362330443,0.15194465784504485,0.1303054390551639,0.021639218789880954,4178.37,90.41666261507488,0.2679990574267951,0.11759121924024558,0.15040783818654951,3231.2839879337266,486.0104391919244,0.8275716644520076,0.3626499799970387,0.075255,0.1724283355479924,0.0565691835,0.1724283355479924
Insurance (General),135,0.5674116462541764,0.11602909225299309,0.0835120377248291,0.03251705452816399,69907.683,2273.1919400486026,0.1196271014092167,0.07889671159844294,0.04073038981077376,79588.10759663433,3241.654646712721,0.8526007523477679,0.2313588694310793,0.069443,0.14739924765223208,0.052200303100000005,0.14739924765223208
Insurance (Life),82,0.8822064152025039,0.0843074556836884,0.1083178655179573,-0.0240104098342689,359719.016,-8637.000999339933,0.10062556732772265,0.1019132051933186,-0.0012876378655959503,653992.5089697296,-842.105518365523,0.8762352957623883,0.26220374181476147,0.075255,0.12376470423761161,0.0565691835,0.12376470423761161
Insurance (Prop/Cas.),144,0.6883716815381251,0.13823997870244925,0.09304368850520425,0.045196290197245,127263.46,5751.836269665481,0.1288062629285156,0.0863067695866786,0.042499493341837,146869.466230999,6241.877902203497,0.8152978657951788,0.28540042127265985,0.075255,0.18470213420482118,0.0565691835,0.18470213420482118
Investments & Asset Management,481,0.8037376433391465,0.04680034228265566,0.10213452629512475,-0.05533418401246909,104347.67700000005,-5773.993560391692,0.009503368921723758,0.09828020754115513,-0.08877683861943136,374962.1557490243,-33287.95478932522,0.9154111761805508,0.3217572836011524,0.075255,0.08458882381944922,0.0565691835,0.08458882381944922
Machinery,911,1.055715166255772,0.08429484703339764,0.12199035510095482,-0.037695508067557185,166356.44400000016,-6270.8906768921315,0.07727987342733422,0.11396324164747633,-0.03668336822014211,197103.9275233311,-7230.435950974557,0.8773009828921906,0.3151119466989465,0.075255,0.1226990171078094,0.0565691835,0.1226990171078094
Metals & Mining,331,1.2662659442107218,0.09060363937026933,0.13858175640380488,-0.04797811703353555,254980.48600000003,-12233.483598575775,0.09602961142922127,0.12833607380187648,-0.032306462372655206,354266.32205443684,-11445.091603350615,0.8750718061979852,0.3331053026240699,0.075255,0.12492819380201486,0.0565691835,0.12492819380201486
Office Equipment & Services,71,0.8541754394749238,0.13003449631296352,0.106109024630624,0.023925471682339522,5065.179,121.18679673048082,0.08457438524530009,0.09752159966644348,-0.012947214421143396,5304.013774885837,-68.67220363614513,0.8266561868549873,0.3264273706996392,0.075255,0.17334381314501263,0.0565691835,0.17334381314501263
Oil/Gas (Integrated),16,0.9827185249436475,0.22290917316797948,0.11623821976555943,0.10667095340242005,776484.1999999998,82828.3099159154,0.2534113092352995,0.10059484660858856,0.15281646262671092,931949.6960132865,142417.255890789,0.7378309733820836,0.2564365280409755,0.075255,0.2621690266179164,0.0565691835,0.2621690266179164
Oil/Gas (Production and Exploration),103,1.3901920231800964,0.19652438300778027,0.1483471314265916,0.048177251581188685,146723.24399999998,7068.722638996132,0.2003713340301423,0.13231080996562683,0.06806052406451546,178674.65121418005,12160.690398681607,0.8252704290818161,0.3471761128036734,0.075255,0.17472957091818384,0.0565691835,0.17472957091818384
Oil/Gas Distribution,111,0.8741285882038234,0.16290173824275692,0.10768133275046128,0.055220405492295635,62634.34699999997,3458.694039085149,0.1048363627398603,0.10077646993512082,0.004059892804739479,105097.57533918253,426.6848899151124,0.8649076018794468,0.2842744322131599,0.075255,0.13509239812055318,0.0565691835,0.13509239812055318
Oilfield Svcs/Equip.,225,0.9090593357581237,0.0976542229302756,0.11043387565774014,-0.012779652727464536,261405.27500000002,-3340.668635627367,0.08831979595622254,0.10268844275653831,-0.01436864680031577,425587.0675535073,-6115.110256458474,0.8562057520254697,0.31325109772795695,0.075255,0.14379424797453036,0.0565691835,0.14379424797453036
Packaging & Container,320,0.8146403770992509,0.04326646515446256,0.10299366171542096,-0.0597271965609584,38567.722,-2303.5419128023996,0.04935311292419448,0.09618578514146445,-0.046832672217269965,50606.266704731126,-2370.0267007224156,0.8533558838859472,0.28927255440553223,0.075255,0.14664411611405287,0.0565691835,0.14664411611405287
Paper/Forest Products,188,0.9206461731146233,0.08032075528981464,0.11134691844143231,-0.031026163151617672,71672.83200000001,-2223.732979170484,0.047727354775304986,0.10510710380149561,-0.05737974902619063,125485.57278350176,-7200.330672725108,0.8860884874738207,0.3002449780009456,0.075255,0.11391151252617925,0.0565691835,0.11391151252617925
Power,321,0.7709712865827835,0.07082693213613617,0.09955253738272334,-0.02872560524658717,606923.5769999999,-17434.24708774865,0.054777666735672186,0.09273546678581553,-0.03795780005014334,1317680.7555575375,-50016.26264937481,0.8414020782206143,0.25379323334492165,0.075255,0.15859792177938567,0.0565691835,0.15859792177938567
Precious Metals,62,1.5221589161707436,0.11921775611636594,0.15874612259425458,-0.03952836647788864,62308.44500000001,-2462.9510486273684,0.13753909695975702,0.14411367228628802,-0.006574575326530996,84773.42429431979,-557.3492637109782,0.856793025533201,0.3629423386090563,0.075255,0.14320697446679903,0.0565691835,0.14320697446679903
Publishing & Newspapers,170,0.9941975214278841,0.07689954867224968,0.11714276468851727,-0.04024321601626758,34429.96800000002,-1385.5726396571813,0.08537277872588532,0.11070369033881912,-0.0253309116129338,24744.30277376772,-626.7957464859827,0.8936983050472376,0.3343249514512783,0.075255,0.10630169495276241,0.0565691835,0.10630169495276241
R.E.I.T.,213,0.6672252658699039,0.05335791652123093,0.09137735095054843,-0.038019434429317496,125012.26500000003,-4752.895612027964,0.05088868223879061,0.09005439370379291,-0.0391657114650023,192615.37295920684,-7543.918121044101,0.966231318607714,0.15315651499082827,0.069443,0.033768681392286,0.052200303100000005,0.033768681392286
Real Estate (Development),773,1.0115246391177968,-0.0362728645289427,0.11850814156248238,-0.1547810060914251,808733.0400000002,-125176.51359057675,0.019962061961196875,0.10939836211532104,-0.08943630015412417,1788305.6212087597,-159939.4383057341,0.8529232694232339,0.32675662047770554,0.075255,0.1470767305767661,0.0565691835,0.1470767305767661
Real Estate (General/Diversified),218,0.9802722928350287,0.026758099646973673,0.11604545667540025,-0.08928735702842658,364397.1780000001,-32536.060932237117,0.028590375280405537,0.10812261004313549,-0.07953223476272996,548282.4473154698,-43606.12831617807,0.8667897934879063,0.2613369901157388,0.075255,0.1332102065120937,0.0565691835,0.1332102065120937
Real Estate (Operations & Services),374,0.8603340577733581,0.027709105200830503,0.10659432375254062,-0.07888521855171012,305498.786,-24099.33850089212,0.047623267275210414,0.09994042825861027,-0.052317160983399856,428669.98178213346,-22426.79644564696,0.8669889687397244,0.2974539106540201,0.075255,0.13301103126027555,0.0565691835,0.13301103126027555
Recreation,143,0.9319199836981663,0.06061804655668523,0.1122352947154155,-0.051617248158730276,20736.398999999994,-1070.355853101446,0.08107669515201783,0.10581997888655924,-0.024743283734541405,25592.09893474409,-633.2325653048279,0.8847536555224699,0.29951284815021356,0.075255,0.11524634447753014,0.0565691835,0.11524634447753014
Reinsurance,29,1.1648143892038665,0.1435536130287033,0.13058737386926467,0.01296623915943862,46789.00000000001,606.6773640309736,0.15143810019055706,0.12192932196490128,0.029508778225655785,57137.37357190624,1686.0540851298272,0.8895474493510709,0.24518224553347287,0.069443,0.11045255064892912,0.052200303100000005,0.11045255064892912
Restaurant/Dining,158,1.0228930805061585,0.09159534135983617,0.11940397474388528,-0.02780863338404911,41062.79800000001,-1141.9002953052654,0.06589571790636224,0.11155251436169346,-0.04565679645533122,63928.02664276434,-2918.748900219682,0.8750459701263688,0.3543725820745301,0.075255,0.12495402987363129,0.0565691835,0.12495402987363129
Retail (Automotive),107,0.8610060634568429,0.08228678987035676,0.10664727780039922,-0.02436048793004246,38900.837000000014,-947.6433702070494,0.07422673195922903,0.09852906030195553,-0.024302328342726498,69115.24881853726,-1679.6614702773322,0.8378888491693469,0.31089787871166086,0.075255,0.16211115083065308,0.0565691835,0.16211115083065308
Retail (Building Supply),46,0.8431029530961207,0.06688047339543268,0.10523651270397431,-0.03835603930854163,6687.348000000001,-256.5001827578973,0.09316013152280213,0.09817086341850707,-0.005010731895704945,11770.979453501592,-58.98122219134799,0.8548174021250741,0.2971154156840334,0.075255,0.14518259787492593,0.0565691835,0.14518259787492593
Retail (Distributors),673,0.7420711227676089,0.08000039774864001,0.09727520447408758,-0.017274806725447567,113036.21300000003,-1952.6787325515243,0.0662241810743504,0.09172564151473335,-0.025501460440382956,230543.1427412929,-5879.186834418641,0.8636672701837662,0.35165817537320104,0.075255,0.1363327298162338,0.0565691835,0.1363327298162338
Retail (General),146,1.0931672396192433,0.059647032636092646,0.12494157848199637,-0.06529454584590372,146446.514,-9562.15862234578,0.06098853876216149,0.11443810589626577,-0.05344956713410428,224870.7916123844,-12019.246472785313,0.8463784603640644,0.2910438265615052,0.075255,0.15362153963593564,0.0565691835,0.15362153963593564
Retail (Grocery and Food),86,0.731512444944752,0.062401244798299595,0.09644318066164645,-0.034041935863346855,33298.24599999999,-1133.5367546939456,0.08192037031179492,0.08995097818903372,-0.008030607877238805,62328.686038020234,-500.5372370748696,0.8371820500890899,0.283696512276218,0.075255,0.16281794991091011,0.0565691835,0.16281794991091011
Retail (REITs),40,0.8115302759015302,0.02968593696203323,0.10274858574104058,-0.07306264877900735,63898.00000000001,-4668.557131681012,0.04471712777406436,0.09989516874956603,-0.05517804097550167,96282.22645230533,-5312.664636397834,0.9435506639911473,0.1350712005548403,0.069443,0.05644933600885269,0.052200303100000005,0.05644933600885269
Retail (Special Lines),251,1.0426086782874373,0.030721346985297958,0.12095756384905006,-0.0902362168637521,81552.902,-7359.025350740323,0.06894933557144797,0.11137799477888038,-0.04242865920743241,109096.1927880544,-4628.805184632705,0.8512220835772116,0.32878226281087863,0.075255,0.14877791642278834,0.0565691835,0.14877791642278834
Rubber& Tires,72,1.0543620124238302,0.08308151584908645,0.12188372657899782,-0.03880221072991137,35225.24799999999,-1366.8174959093888,0.07128395722101905,0.11053852645893295,-0.0392545692379139,53054.91601368884,-2082.6478740710554,0.8262990203216628,0.267982970766138,0.075255,0.1737009796783372,0.0565691835,0.1737009796783372
Semiconductor,513,1.7199180587679659,0.11441162773973863,0.17432954303091572,-0.059917915291177085,358074.75000000023,-21455.092538409426,0.10095249977453953,0.1653289882604895,-0.06437648848594997,419303.60699646664,-26993.293827925325,0.9235688918896066,0.32380271915068704,0.075255,0.07643110811039339,0.0565691835,0.07643110811039339
Semiconductor Equip,277,1.9823021073090825,0.17130289082253225,0.1950054060559557,-0.023702515233423455,76261.33999999998,-1807.585573071285,0.16007206375110847,0.1794701582291117,-0.019398094478003225,83695.82446173685,-1623.5395103231447,0.8877804700242764,0.33201055407825636,0.075255,0.11221952997572358,0.0565691835,0.11221952997572358
Shipbuilding & Marine,240,0.9681414387319659,0.10697454998352568,0.11508954537207891,-0.008114995388553231,266668.904,-2164.016926230544,0.10243024946717122,0.10718910964156454,-0.004758860174393323,274750.41348891973,-1307.4988006505182,0.8649968066194784,0.29919076904362635,0.075255,0.13500319338052152,0.0565691835,0.13500319338052152
Shoe,58,0.7458192949439786,0.07076805430630037,0.09757056044158552,-0.026802506135285148,19144.739999999998,-513.1270113084389,0.06092413125363383,0.09176297155162598,-0.03083884029799215,25382.599706654233,-782.7699387013723,0.8583562474442363,0.31336218587704195,0.075255,0.14164375255576367,0.0565691835,0.14164375255576367
Software (Entertainment),66,1.7986075575311349,0.18936998553332493,0.1805302755334534,0.00883970999987152,145903.602,1289.7455296166745,0.08365140966919928,0.1671922772912525,-0.08354086762205322,205341.54587822026,-17154.41090152017,0.892401736517444,0.4082395077604536,0.075255,0.10759826348255594,0.0565691835,0.10759826348255594
Software (Internet),42,1.1344876359438159,0.028703036265567937,0.1281976257123727,-0.09949458944680475,9570.869,-952.2496818041508,0.03165119239940261,0.12135315296414248,-0.08970196056473986,14818.969721699563,-1329.2906375859682,0.9044447633254833,0.37147731667538714,0.075255,0.09555523667451672,0.0565691835,0.09555523667451672
Software (System & Application),521,1.438936588940694,-0.004663152738867254,0.15218820320852666,-0.1568513559473939,89424.907,-14026.417918419598,0.009195016823699291,0.144125337071971,-0.1349303202482717,96855.04221493274,-13068.681863720749,0.9156771721658148,0.38892970241383346,0.075255,0.08432282783418524,0.0565691835,0.08432282783418524
Steel,536,1.2239092706119494,4.367397839745259e-05,0.13524405052422162,-0.13520037654582417,368673.526,-49844.7995376767,0.07419273415255802,0.12451377529616031,-0.050321041143602294,531887.5581482633,-26765.135697348913,0.8636124135455128,0.3208591156394216,0.075255,0.1363875864544873,0.0565691835,0.1363875864544873
Telecom (Wireless),63,0.8944354885857089,0.11387759153825903,0.10928151650055386,0.004596075037705177,275917.6900000002,1268.1384074702762,0.11225270138029898,0.09924172253035592,0.013010978849943067,399776.0272990853,5201.477435902661,0.8095361483982799,0.25038701177270106,0.075255,0.19046385160172005,0.0565691835,0.19046385160172005
Telecom. Equipment,299,1.2900211353117848,0.05647525168468969,0.14045366546256863,-0.08397841377787893,64662.05799999998,-5430.217062453205,0.04732566164451487,0.13385052257097468,-0.0865248609264598,92942.13156921294,-8041.805008234879,0.9212829031412454,0.3466045199348861,0.075255,0.07871709685875462,0.0565691835,0.07871709685875462
