Industry_Name,Number_of_firms,Quarter_1,Quarter_2,Quarter_3,Quarter_4,Quarter_1,Quarter_2,Quarter_3,Quarter_4,2018_12_31_00_00_00,2019_12_31_00_00_00,2020_12_31_00_00_00,2021_12_31_00_00_00,2022_12_31_00_00_00,2023_12_31_00_00_00,2019,2020_0,2021_0,2022_0,2023_0
Cable TV,32,35272.878999999986,30852.83799999999,28490.020999999997,28853.496000000006,0.2439174509666031,-0.125309901695294,-0.0765834572495403,-0.18199203416313092,20223.728999999996,31904.076999999997,35248.670999999995,32685.368000000006,28356.286000000007,29951.486000000004,0.5775565920607424,0.10483280867207023,-0.07272055732257221,-0.1324470937576716,0.056255604136592474
Chemical (Basic),707,828789.1480000002,654628.7370000003,730782.5070000008,723381.7159999995,0.05057079362656469,-0.21013838250690975,0.1163312358528501,-0.12718244713310434,514557.26000000024,538551.4700000002,758902.0239999995,993306.8679999993,788894.1449999999,756818.8559999998,0.04663078701872747,0.40915412226058767,0.30887365771474085,-0.20579010332585312,-0.04065854614753173
Chemical (Diversified),30,66047.83,62121.81,63947.73999999999,63546.720000000016,-0.004048325977172862,-0.05944207402423374,0.029392736625027505,-0.037868163117546594,43192.4,49921.5,52480.799999999996,81563.90000000004,66316.29999999999,65941.81000000001,0.15579361183911988,0.05126648838676706,0.5541664761207916,-0.18694054600135657,-0.005647027955419381
Chemical (Specialty),656,594849.490999999,539729.6920000002,529828.7279999998,526767.8779999994,-0.004437817830803215,-0.09266175702249857,-0.018344301132131147,-0.11445183030340633,233808.635,285503.26800000016,446115.6870000003,766667.5650000001,597501.092000001,536635.0179999998,0.2210980488381027,0.5625589511640898,0.7185398033313262,-0.22065166275815917,-0.10186772010117273
Coal & Related Energy,95,326947.0220000001,290460.66000000015,316402.6369999999,310791.39399999985,0.06270190788827468,-0.11159716879146231,0.08931322059241942,-0.04941359582103877,161635.4299999999,155307.00900000002,159509.29200000002,224033.60000000003,307656.38000000006,335597.66899999994,-0.03915243706160143,0.02705790953710263,0.40451754998699396,0.3732599931438856,0.09081979382322536
Computer Services,603,518430.49200000026,517784.6459999994,554510.088,554596.0690000001,0.07288638447565221,-0.001245771631813719,0.07092802438950763,0.06975974129237716,304812.79,344086.784,458983.8940000001,643863.0550000002,483210.9899999997,612274.7409999999,0.12884627971155682,0.3339189859730274,0.4028009771514991,-0.2495127865350194,0.26709605880445797
Computers/Peripherals,228,570589.1900000001,638973.5989999999,628057.4810000001,628146.626999999,0.14856306161037103,0.11984876369634678,-0.017083832598222548,0.10087368987834999,373941.3900000002,493945.9909999999,795729.5040000003,722009.4340000001,496785.25200000027,735398.4500000002,0.3209182085994804,0.6109645963297239,-0.09264463568263037,-0.3119407744469995,0.480314576649308
Construction Supplies,552,584526.1510000003,582441.0059999998,578532.5440000001,568044.1969999997,0.050888194966151934,-0.0035672398855607357,-0.006710485628135365,-0.028197119960849504,430259.5540000004,504026.7779999996,610877.7059999999,713865.2820000002,556221.0649999996,597338.9000000007,0.17144819519800625,0.211994546051679,0.16858951470722094,-0.22083188659677755,0.07392354872428486
Diversified,212,696952.6649999998,690756.4889999996,690009.7469999995,676112.7419999999,-0.030847035687101232,-0.008890382821048814,-0.0010810495621708105,-0.029901489794862846,457003.33899999986,442792.989,417254.992,580473.3120000002,719135.8749999995,708513.5300000007,-0.031094630579930782,-0.05767479981486334,0.3911716411531876,0.23887844649092038,-0.01477098469047844
Drugs (Biotechnology),332,301090.6730000002,270499.06299999973,260633.25000000003,263616.7650000002,-0.019722198506751498,-0.10160264911294825,-0.03647263280908186,-0.12446054082850977,142338.2699999999,163862.10599999994,400855.10899999994,405929.44100000005,307148.313,287747.5949999999,0.1512160854561464,1.4462953564138865,0.012658768432960432,-0.24334556211703795,-0.06316400637368991
Drugs (Pharmaceutical),717,705164.2170000003,698271.3089999992,701831.6590000001,703650.5790000004,0.035433790194102865,-0.00977489758247485,0.005098806085989338,-0.002146504265970073,462342.27999999974,563060.1379999996,841513.2490000013,845097.4339999997,681032.6490000002,749155.0529999994,0.21784262949086086,0.49453529420333786,0.0042592139865385015,-0.19413712360177338,0.10002810305794774
Education,155,44706.85999999998,37950.91,40882.29999999999,40672.11699999998,0.019780151800294465,-0.1511166295284433,0.07724162609012497,-0.09024885666316096,30138.270000000008,63317.87000000002,87221.81100000002,45578.668,43839.704000000005,43023.901,1.100912560674518,0.3775228225459888,-0.47743955924052084,-0.03815302369081941,-0.018608770716152856
Electrical Equipment,726,954006.8240000001,935033.6799999991,859833.7439999997,847153.7520000003,0.08026230478951968,-0.019887849355678222,-0.08042484202280231,-0.11200451538908462,272959.958,331472.97899999976,625426.6709999996,1014617.4829999999,883125.163,886643.7319999998,0.214364852005142,0.8868104208276961,0.6222804847412728,-0.1295979245411839,0.0039842246007884
Electronics (Consumer & Office),77,49474.44999999998,52451.33000000001,47092.20999999998,49764.329999999994,0.22729966513385813,0.06017004736788434,-0.10217319560819582,0.005859185903027031,27208.120000000014,35754.479999999996,53712.529999999984,63602.72000000001,40311.63,52329.45,0.3141106404999676,0.5022601363521435,0.1841318962260765,-0.3661964456865997,0.29812289902442557
Electronics (General),1024,1078868.0219999992,1055818.4719999994,974408.0479999983,987941.356,0.18811925001007257,-0.021364568723865496,-0.07710645926263082,-0.0842796932950518,496687.6,778954.9209999992,1101294.3100000003,1301180.1829999988,908046.9170000005,1032663.4179999992,0.5682995126111448,0.4138100682208816,0.18150086782887165,-0.30213591563744147,0.1372357514430047
Engineering/Construction,890,432782.1799999999,426694.52199999994,424064.4110000002,410986.233,0.09891468717650787,-0.014066332398436465,-0.00616392023893797,-0.050362394773278085,341010.40799999994,331208.25100000005,330810.60500000004,452103.2929999997,393826.9140000004,426980.4050000006,-0.028744451107779345,-0.0012005920709988738,0.3666529614429974,-0.1289005851147369,0.08418289817541558
Entertainment,335,210854.96199999988,212109.3159999999,178776.67700000005,172750.967,0.22481082462158541,0.0059488948616728266,-0.1571483970086437,-0.180711872457618,141986.69700000004,162063.1450000001,213912.32500000007,268336.874,172153.085,180507.6789999997,0.141396683099122,0.31993196232246346,0.25442455922069906,-0.35844417342359003,0.04853002779473692
Environmental & Waste Services,203,80975.37399999998,76970.16499999998,77926.29699999999,75948.12700000002,0.06414915087663697,-0.04946206237960693,0.012422111866331687,-0.06208365274114025,47146.611000000004,48178.96300000001,62902.018000000004,98602.59999999998,76094.00799999996,78351.095,0.02189663218847282,0.3055909484809789,0.5675586115536067,-0.2282758466815279,0.029661823043938496
Farming/Agriculture,297,140313.41099999996,127475.44799999983,132065.95999999993,130024.53200000002,0.004400011209836352,-0.09149491063259907,0.03601095012429467,-0.07332783749373706,105459.11899999999,131580.53599999996,154801.83299999993,151187.7250000001,139698.73500000002,133721.21,0.24769234986687083,0.17647972645437449,-0.02334667445442873,-0.07599155288565962,-0.042788683805905725
Financial Svcs. (Non-bank & Insurance),672,498516.15400000004,525362.826,570263.8790000004,569668.4190000002,-0.014336178835768543,0.05385316360279857,0.08546674941176824,0.14272810304959593,342836.1290000001,422609.6159999995,512506.099,632746.7369999995,505766.9189999997,613261.4540000001,0.2326869318956737,0.21271755207766163,0.23461308701420847,-0.20068032053715656,0.2125376946608888
Food Processing,957,779729.177000001,699083.9499999996,698179.2240000005,690378.434,-0.008143624801404847,-0.10342722752825917,-0.0012941593066170265,-0.11459202199381191,514226.66800000024,646321.8550000008,947654.3620000007,886989.5679999999,786131.1339999998,734943.5070000002,0.25688124560665626,0.4662267021745683,-0.06401573868342603,-0.11370870373077491,-0.06511334405437708
Food Wholesalers,103,42354.15199999999,36520.30499999999,33571.85999999999,32447.208,-0.02553465523988996,-0.1377396718980466,-0.08073440240983754,-0.23390726840664855,22972.971,26043.179,26863.535999999996,38253.11800000002,43463.99000000001,33133.854,0.13364435971298616,0.03149987948859834,0.4239792557465265,0.13622084348784314,-0.23767113879788782
Furn/Home Furnishings,275,253772.026,243350.35599999997,235943.77800000002,230301.605,0.04898330139967988,-0.0410670559882752,-0.030435862604614172,-0.09248624196269761,159563.22800000003,235873.86200000002,364305.84999999986,342134.3149999999,241921.8929999999,230033.69700000001,0.4782469930979334,0.5444943619908162,-0.06085967326629527,-0.2929037445425491,-0.04914063730478446
Green & Renewable Energy,137,249291.72999999998,252352.75900000005,252785.272,271299.7419999999,-0.05692175229781571,0.012278903114836925,0.001713922216320718,0.08828215841736875,118687.12399999998,140030.62999999998,189232.78399999996,292743.8690000001,264338.331,342722.98299999983,0.1798300041376013,0.3513670830446167,0.5470039747446731,-0.09703205090863953,0.2965315385909728
Healthcare Products,343,289627.9399999998,262562.4150000001,239610.0279999999,237880.73799999984,4.8720049038664115e-05,-0.09344928876682179,-0.08741687952557942,-0.17866785227972137,87940.8079999999,131501.26799999995,329329.9740000001,342988.2200000001,289613.82999999996,261119.86900000004,0.4953384098995326,1.5043862999100526,0.04147282992224688,-0.15561581094534416,-0.09838605083189544
Healthcare Support Services,217,129536.86300000001,128992.441,126401.89200000004,123635.69499999996,0.05257014781241254,-0.004202834524408727,-0.02008295199251231,-0.04555589708853802,87803.76500000001,114677.62900000003,135332.53899999996,143271.68000000002,123067.20199999999,121255.25400000004,0.30606733093962446,0.18011280997098322,0.058663947773861524,-0.14102213361356575,-0.014723240396738224
Heathcare Information and Technology,129,189428.45000000004,164340.49,174640.566,181681.37600000005,-0.07941698426627475,-0.13244029605901353,0.06267521777499874,-0.040897098614278815,70863.49100000001,107272.61599999997,243763.35099999994,274223.43999999994,205770.08999999997,173070.19499999992,0.5137924266248746,1.2723725782915558,0.12495762334675153,-0.24962618075245502,-0.15891471398977397
Homebuilding,43,7834.849999999999,10654.260000000002,10561.679999999997,9414.920000000002,-0.007652683188795417,0.3598550067965567,-0.008689481953697897,0.2016720166946402,10045.01,15883.339999999998,12993.3,9750.199999999999,7895.27,12214.06,0.58121694254162,-0.18195417336655884,-0.24959786967129216,-0.19024532830095775,0.5470097919387176
Hospitals/Healthcare Facilities,147,197701.02500000002,154081.85400000005,187743.00600000002,184836.99299999996,0.035658967787894014,-0.22063199217100649,0.21846279186126583,-0.06506810978850541,79202.86099999998,90431.089,166446.83700000003,177814.334,190893.944,216954.00199999995,0.14176543445823286,0.8405930840885927,0.06829506168386956,0.0735576806760696,0.13651589701556976
Hotel/Gaming,412,217036.44299999988,201205.7170000001,198737.99399999992,190005.82399999985,0.0012683986602537445,-0.0729404047595813,-0.012264676356090631,-0.12454414856034135,221319.648,250406.00800000003,222018.11299999998,186536.67000000004,216761.50300000008,199520.05400000012,0.1314224031297937,-0.11336746760485095,-0.15981328063985456,0.16203158874874335,-0.0795411028313453
Household Products,309,254264.54899999997,249889.929,239785.7249999999,237674.75899999996,0.0023597964265986704,-0.01720499384284979,-0.040434618715667114,-0.0652461779089778,219780.13799999986,233830.58299999998,296820.50000000006,277170.0889999999,253665.94900000002,255006.72100000002,0.06392954853818567,0.2693827137231235,-0.06620301158444286,-0.0848004201492315,0.005285581313871912
Information Services,39,15263.640000000001,14029.250000000002,14686.179999999998,14647.650000000001,0.048555214287726356,-0.08087127316944054,0.04682573908084864,-0.04035669080245596,7530.37,10036.91,12096.5,18168.190000000002,14556.829999999998,15628.84,0.3328574824344621,0.20520160089111084,0.5019377505890135,-0.1987737908949655,0.07364309399780056
Insurance (General),135,100706.65300000002,91856.12100000003,108949.715,104128.73199999995,0.05825301115878756,-0.08788428307710705,0.18609096284394555,0.03398066461408389,87113.84999999999,110286.948,110271.06199999998,105656.66000000002,95163.11500000003,109523.90700000004,0.2660093429460415,-0.0001440424301162313,-0.041845992196937076,-0.09931740223474772,0.1509071240469586
Insurance (Life),82,570314.7100000002,573299.52,559473.28,566249.85,-0.06578907925609556,0.005233619171421733,-0.02411695722333762,-0.007127398134269103,500315.96,673633.5000000001,700486.7000000002,590117.8499999999,610477.4600000001,548996.1499999999,0.34641617269215264,0.03986321939155357,-0.15756023633282445,0.03450092214631395,-0.10071020476333425
Insurance (Prop/Cas.),144,135703.137,147017.7399999999,156666.71199999997,156053.48699999996,0.016630560260016303,0.08337760828623964,0.06563134489756184,0.14996226653183387,131486.21,155030.969,131847.61400000003,130061.17999999998,133483.236,153960.94699999996,0.1790663750974344,-0.1495401541352681,-0.013549232677051326,0.026311125271968328,0.1534103578369943
Investments & Asset Management,481,90281.07699999993,92885.88300000002,90717.22500000003,91841.11900000004,-0.04908357576164035,0.028852181282685407,-0.023347552178623054,0.017279833735258876,71773.85599999999,74174.13599999998,71010.01500000003,91252.16699999997,94941.12699999995,106424.878,0.03344226064710809,-0.042658009525044616,0.28506052280090266,0.04042599886970333,0.12095654815641743
Machinery,911,534722.078,537145.340999999,507687.47200000024,498668.07999999967,0.08397686911980617,0.00453181774177458,-0.0548415237953237,-0.06742567678307143,211684.69400000022,269939.2030000001,422157.71699999983,616451.7679999998,493296.57599999954,535847.0619999988,0.2751947148337508,0.5638992495654649,0.46024043426405026,-0.19978074261926737,0.086257412011713
Metals & Mining,331,495879.4930000003,423791.5010000001,491709.0399999996,489397.11700000026,0.053644984307329446,-0.14537401327866595,0.16026168254846485,-0.013072482511391259,248588.784,276362.494,363422.887,535927.6079999999,470632.4239999999,513521.6470000003,0.11172551533942099,0.31502246104350173,0.47466664090420885,-0.12183582824492223,0.0911310415790656
Office Equipment & Services,71,13764.805000000002,12817.861000000004,11409.676000000003,11116.350999999999,-0.017649025610356306,-0.06879458154329088,-0.1098611539007952,-0.19240766578240687,10010.249000000002,11981.382999999998,20331.665999999997,18003.199,14012.105000000003,14496.316999999995,0.19691158531620911,0.6969381581408425,-0.1145241614730439,-0.22168804555234867,0.0345566922314664
Oil/Gas (Integrated),16,2240922.0500000003,385631.9,2656568.12,2563271.2899999996,0.02946390040661151,-0.8279137375617327,5.8888702412845,0.14384669917456483,388805.8,2233848.0999999996,2149650.4,2224139.7,2176785.4600000004,2512583.6999999997,4.745408376109615,-0.03769177501370824,0.034651820593711635,-0.021291036709609412,0.1542633604324053
Oil/Gas (Production and Exploration),103,181198.63000000006,174386.88000000003,211961.31799999997,212442.76300000006,0.07591664694335853,-0.037592723521143734,0.21546596854075228,0.17243029376105112,131260.981,149944.18399999995,99901.738,131754.43,168413.26,211965.288,0.14233630480028148,-0.3337404937293198,0.3188402187757735,0.2782360335056666,0.25860213144736943
Oil/Gas Distribution,111,90324.576,89399.048,99725.14300000005,99741.36999999995,0.055934131004859555,-0.01024669077881979,0.11550564833755339,0.10425505899966758,61328.33000000002,73213.51499999997,73548.57299999999,76828.43800000001,85539.97199999998,102245.10200000003,0.193795999336684,0.004576450126728915,0.04459454298317955,0.11338944571539988,0.19529033748105573
Oilfield Svcs/Equip.,225,435192.69400000013,445295.79100000026,446110.63000000035,433568.8600000001,0.13298801264500426,0.02321522658650177,0.0018298825555260745,-0.0037312988531007507,292803.87999999995,337958.7100000001,364430.2099999997,405573.41999999987,384110.5900000001,470238.4899999999,0.15421527201074015,0.07832761582028636,0.11289736380526794,-0.05291971549812069,0.22422683009078126
Packaging & Container,320,63048.250999999975,58170.115000000034,62025.962999999996,61566.92999999997,0.010356076505289913,-0.07737147220784824,0.0662857207691605,-0.023495037158128396,38026.46099999999,45064.28900000001,59977.96999999998,80613.35299999996,62402.01100000003,65031.991000000045,0.18507712300653023,0.3309423344058522,0.34404937346162234,-0.22590974475407244,0.04214575712952606
Paper/Forest Products,188,73963.48099999999,73340.88900000001,79054.98300000001,79012.96200000004,-0.029006348064545717,-0.008417559471003977,0.07791143627942665,0.06826992093571227,71451.82999999997,71904.24599999998,88658.88100000005,91879.55700000002,76172.98100000001,78647.52500000005,0.006331762251575723,0.23301315196323835,0.03632660331005044,-0.17094745025816782,0.032485849542898126
Power,321,727300.5710000001,693214.941,728117.2389999997,718067.4210000002,-0.07551545588032771,-0.046865946981361706,0.050348450294004365,-0.012695095216692653,616078.1809999995,671192.9070000001,661540.3970000002,825466.2770000004,786709.281,807421.9819999998,0.08946060370217945,-0.014381126348821605,0.24779420991277745,-0.046951640642250436,0.026328278438092934
Precious Metals,62,152772.195,135508.65400000004,131358.70799999998,134125.696,0.044795455658487304,-0.11300185220222803,-0.030624951820420687,-0.12205427172136929,68386.023,108419.102,160507.457,161115.408,146222.109,144212.068,0.5853985543215461,0.4804352188786807,0.003787680718161379,-0.09243870083486982,-0.013746491647169456
Publishing & Newspapers,170,63950.76100000002,65426.77999999997,65919.05900000001,64370.431999999986,0.21005036001266153,0.023080554115688212,0.007524120856934102,0.006562408225290195,44886.57399999997,49534.40000000002,48888.995999999985,63536.18700000001,52849.66900000002,65133.05699999999,0.10354601801420737,-0.013029409864660502,0.299600977692404,-0.1681957716474234,0.23242128536320572
R.E.I.T.,213,109134.72000000002,103095.27999999996,101439.98000000005,98773.84000000007,0.03434947558294943,-0.055339309066812614,-0.016056021187390024,-0.09493660679204519,79010.78,103795.26699999998,102233.7,117859.67999999998,105510.48999999999,112140.43699999999,0.31368487945568924,-0.015044684070228187,0.1528456859137446,-0.10477875045986884,0.06283685157750662
Real Estate (Development),773,535486.4880000005,489493.38200000004,493914.00799999974,480424.01199999976,-0.03213854482202716,-0.08589032035482547,0.009031023017997963,-0.10282701288253737,660645.8969999998,815369.5780000003,721057.5849999998,672279.2569999994,553267.7070000002,482212.9290000002,0.23420062351496096,-0.115667784946473,-0.06764831133424731,-0.1770269553326399,-0.12842748112895008
Real Estate (General/Diversified),218,225703.34299999996,206332.30300000016,214469.34600000002,211817.17900000015,-0.014278331558762458,-0.08582522413059612,0.03943659272779909,-0.06152396245189784,231471.72600000005,264556.661,246194.233,255706.969,228972.69100000002,229308.843,0.14293294292020775,-0.06940829964587436,0.03863915041421784,-0.10455044735210162,0.0014680877380262025
Real Estate (Operations & Services),374,250939.10800000004,234081.416,219661.397,211700.474,-0.03858030349009822,-0.06717841684525327,-0.061602579335046426,-0.15636715342114005,210266.08700000003,259536.8859999999,303997.54400000005,306034.9730000001,261008.91100000008,226396.34300000014,0.23432594244263405,0.17130766530041575,0.006702123225048373,-0.1471271781738488,-0.13261067550295225
Recreation,143,54482.804,54084.181999999986,49758.22399999999,48354.41100000002,0.09742435191443555,-0.007316473652861366,-0.07998564164287447,-0.11248306896979776,32369.309999999987,41147.79399999999,50198.50399999997,63175.70599999999,49646.068,50879.716000000015,0.2711977487317463,0.2199561415127136,0.2585177040335709,-0.21415887303261782,0.024848856106792105
Reinsurance,29,40414.920000000006,43330.999999999985,46351.32000000001,48029.799999999996,0.04631036037003966,0.07215355121326428,0.06970344557014663,0.18841754480770945,43719.17,50709.360000000015,37653.1,39857.5,38626.130000000005,51539.70999999999,0.1598884425299021,-0.2574723877406462,0.05854498036018296,-0.030894310982876427,0.3343223874615444
Restaurant/Dining,158,223207.70899999992,198653.37000000005,198287.1959999999,195969.66799999995,-0.08560396001087711,-0.1100066799216145,-0.001843281088058757,-0.12203001913343403,89840.426,149255.55,322872.5519999999,267224.731,244103.97600000002,161593.96299999993,0.6613406307757266,1.1632197395674728,-0.17235228159004334,-0.08652176358632013,-0.33801175364714287
Retail (Automotive),107,76260.474,73834.20800000001,65534.20399999999,63506.846000000005,-0.005164723203806565,-0.031815511663355056,-0.11241407234977074,-0.16723772265039938,47267.594,65868.849,76630.85399999999,96383.61600000002,76656.38299999999,68176.79699999996,0.39353081944471313,0.16338535079002203,0.25776512943467966,-0.20467413258286582,-0.11061813339144932
Retail (Building Supply),46,22637.288999999997,20250.094999999998,19428.305999999997,19374.206000000002,-0.05671654291880768,-0.10545405856681866,-0.04058198245489719,-0.1441463684101041,17515.430000000004,22314.11,30490.26,28612.910000000003,23998.394999999997,19908.776000000005,0.27396872357686886,0.36641165612251614,-0.061572121720182005,-0.16127387951802197,-0.17041218798173763
Retail (Distributors),673,153771.64000000013,164746.49599999998,167282.97699999993,164965.23700000017,-0.15236493668861428,0.07137113189402045,0.01539626675883854,0.07279363737032418,99294.28599999998,108314.71800000004,120293.81700000008,167502.62500000003,181412.55200000008,177731.70100000015,0.09084542891017988,0.1105953024777302,0.39244583950644696,0.08304303887774922,-0.020289946640516532
Retail (General),146,337609.6340000001,314501.89600000007,308767.241,290732.923,0.13541975130799666,-0.0684451380318134,-0.018234087211989602,-0.13884885465087193,295661.895,317437.80700000003,408254.97099999996,365017.42899999977,297343.45700000005,341409.0960000001,0.07365139833119172,0.2860943529640749,-0.1059081825607463,-0.18539928952269225,0.1481977758804358
Retail (Grocery and Food),86,123706.93200000004,122185.31300000004,116863.83799999997,116400.89099999999,-0.019148898887846433,-0.012300191876070454,-0.043552493088920285,-0.05905926920894011,111642.79000000002,111799.56899999999,122543.452,133404.645,126122.02999999998,125005.93299999998,0.0014042913116016909,0.09609950285228752,0.08863136155165585,-0.054590415498650735,-0.008849342180743625
Retail (REITs),40,55466.700000000004,52485.80000000001,48623.200000000004,47551.200000000004,0.01652524512049869,-0.053742155203031605,-0.07359323855214184,-0.14270724596920314,54092.6,63217.19999999999,59093.59999999999,57790.6,54564.99999999999,54590.70000000001,0.16868481086137455,-0.06522908322418586,-0.022049765118388298,-0.055815305603333476,0.00047099789242222023
Retail (Special Lines),251,265090.4069999999,213444.14399999997,222965.713,215243.71900000013,-0.05821571184817298,-0.1948250922561673,0.044609183562328125,-0.1880365591652654,149877.56799999997,194007.59300000002,361573.53700000024,303213.3569999998,281476.77800000005,230000.47600000005,0.2944404929228639,0.8637081745558288,-0.16140611529322302,-0.07168740590804434,-0.18287939191914437
Rubber& Tires,72,51898.354999999996,55013.86099999998,54930.28000000002,55198.49000000001,0.051426473371212644,0.060030920055172965,-0.0015192716613721124,0.06358843165645656,36934.738,38434.09400000001,50835.498,64524.55599999997,49359.94700000002,60047.37999999999,0.040594737669453984,0.3226667447917462,0.26928147728581253,-0.23502074156077812,0.21652034999146097
Semiconductor,513,1316244.5200000014,1302672.840000001,1168010.9900000007,1214841.5299999996,0.18432342103814725,-0.01031091092405867,-0.10337349936611884,-0.07703962938436526,399729.78000000014,661193.306,1203957.8530000013,1624383.160000001,1111389.4199999992,1337284.0300000014,0.6541006927229684,0.8208863309333039,0.34920267844293007,-0.315808334284875,0.20325423828490496
Semiconductor Equip,277,334108.5300000001,328955.8900000002,275137.6599999999,276181.67000000004,0.13338002201570998,-0.015422054623986714,-0.163603180961436,-0.1733773753097535,55325.90999999999,100390.15000000002,249163.45000000013,369778.68,294789.49999999994,277647.3600000001,0.8145232495949917,1.4819511675199215,0.4840807510090257,-0.20279476361373794,-0.05815044294318439
