Industry_Name,Number_of_firms,R_D_Capitalized_my_estimate_in_millions_,Capitalized_R_D_as_of_Invested_Capital,R_D_LTM_in_millions_,Current_R_D_as_of_Revenue,R_D_1_year_ago_in_millions_,R_D_2_years_ago_in_millions_,R_D_3_years_ago_in_millions_,R_D_4_years_ago,R_D_5_years_ago_in_millions_,CAGR_in_R_D_Last_5_years
Brokerage & Investment Banking,431,484.45700000000005,0.00035933393687378253,159.754,0.0010323321233325228,179.43800000000002,167.904,167.14700000000002,67.757,157.806,0.002456753197574324
Building Materials,255,3850.552400000001,0.06173935176477302,1265.4669999999994,0.019597444823004437,1275.3829999999998,1312.141,1289.763,1307.9459999999997,1372.855,-0.01615828913089712
Business & Consumer Services,338,3191.265200000001,0.0867402268345579,1061.4280000000006,0.015704952592017485,1053.2369999999999,1091.76,1087.0829999999996,986.792,1004.5999999999998,0.01106592314867938
Cable TV,32,553.5286,0.022391232052991424,180.67600000000004,0.013359916715328022,186.541,190.742,186.78200000000004,172.30899999999997,176.90200000000002,0.004230817751521343
Chemical (Basic),707,26967.59559999999,0.03915238724123298,9192.882999999998,0.013816778625655684,8911.217000000004,8965.146999999994,8795.229,8742.795999999998,8678.385999999995,0.011585403116971982
Chemical (Diversified),30,1327.973,0.0282959971297758,452.28200000000004,0.009700917580744102,434.07499999999993,449.33500000000004,444.5880000000001,404.974,425.964,0.012062379399148782
Chemical (Specialty),656,17145.326799999988,0.05880262316450997,5554.209999999994,0.018520200560119836,5701.552000000001,5964.692999999991,5792.161999999998,5670.972999999998,5608.261999999999,-0.001935059125756422
Coal & Related Energy,95,6073.383199999999,0.026862627542269726,2041.21,0.007658683604956382,2033.808,2047.9609999999996,2028.5519999999997,1824.6470000000002,1689.4959999999999,0.038546876455426426
Computer Services,603,11898.168800000005,0.09229556277597462,3961.2059999999988,0.011444912859220759,3936.408,4044.310999999999,3968.5130000000004,3869.2230000000013,4000.781,-0.0019862383536479733
Computers/Peripherals,228,96872.54580000007,0.266217443684058,28041.33500000001,0.04343709996039281,34295.629,33812.92700000001,34143.38100000003,37247.99500000001,38636.08299999998,-0.062090102034834116
Construction Supplies,552,37764.9112,0.06662175161781408,12500.211999999998,0.022495915728806267,12504.756000000001,12759.869000000004,12601.989,12820.887000000002,12490.329000000002,0.0001582003725615344
Diversified,212,6721.477599999998,0.004444571873414701,2225.542999999999,0.002537849249018047,2340.094,2258.8419999999996,2166.947,2008.8769999999995,2009.181,0.020665382995838755
Drugs (Biotechnology),332,25245.456000000017,0.35800690120234274,8134.434000000002,0.20603647051153337,8554.369999999997,8813.057000000003,8475.901000000003,7946.656999999992,8069.9890000000005,0.0015920746344983971
Drugs (Pharmaceutical),717,44308.69180000003,0.1620534835635776,14908.759000000005,0.05644999582023221,14736.858999999995,14963.065000000011,14635.34800000001,13892.336999999996,14142.166999999989,0.01061352622281131
Education,155,604.9618000000003,0.019117353041319295,187.28299999999996,0.010135375009362404,198.05399999999995,202.19000000000003,228.39099999999996,232.82600000000002,254.99899999999997,-0.05986120122429772
Electrical Equipment,726,45475.59920000004,0.12919487701957338,15531.970000000016,0.03086478387094056,15401.163000000008,15338.055000000004,14405.865999999998,13287.59699999999,12693.871000000001,0.0411816190524823
Electronics (Consumer & Office),77,11432.670799999998,0.2596388212614253,3693.2630000000004,0.03299743213738892,3885.537999999999,3902.973,3923.509,3598.95,3748.981,-0.0029902643417621944
Electronics (General),1024,99995.52280000011,0.18817803271751715,32966.50699999999,0.04065658268689423,33575.95800000002,34152.00899999999,33443.68300000001,31497.854,32335.874000000007,0.003870439400717185
Engineering/Construction,890,102599.88060000003,0.10113704763357735,34349.41099999998,0.022766686825019016,34111.117999999995,34899.218,34196.38799999999,31717.446000000007,32538.861999999997,0.010888804704038524
Entertainment,335,12311.114800000003,0.16084206816006408,4012.293000000001,0.06975764829715543,4079.841999999999,4211.8,4199.188000000003,4140.965,4274.469,-0.012579604058985616
Environmental & Waste Services,203,2454.6858000000007,0.024994379684804523,821.1709999999998,0.01874084163637242,802.8989999999998,832.2980000000001,823.8220000000002,811.44,849.7689999999997,-0.006823250690077942
Farming/Agriculture,297,1759.4152000000001,0.01051979939755493,641.2650000000002,0.0031823479020550182,548.1650000000001,573.9089999999999,566.1819999999999,544,554.1289999999999,0.029639823618008654
Financial Svcs. (Non-bank & Insurance),672,3890.8129999999996,0.0035291085349297073,1410.8409999999992,0.008963427407280577,1343.2349999999997,1227.894,1139.9019999999996,1063.434,1066.2069999999999,0.05761428597730611
Food Processing,957,6916.378999999998,0.014038823510516751,2301.899000000002,0.0029225802505411804,2319.277000000001,2341.3879999999986,2288.103,2194.9219999999996,2251.4909999999986,0.004438173855973115
Food Wholesalers,103,53.32640000000001,0.001551667793451325,18.84,0.00022024763643540288,18.541,17.381,16.07,13.985,13.690999999999999,0.06593112962316883
Furn/Home Furnishings,275,20056.517999999993,0.20502428806067635,6722.176000000003,0.03236468991346424,6651.853,6812.714999999998,6632.467,6361.218999999998,6625.240999999999,0.002909256311196984
Green & Renewable Energy,137,416.0302,0.0013056785322097275,159.18200000000004,0.0030645796111101577,135.76399999999998,124.06200000000001,124.564,119.871,112.86600000000003,0.07118914887998962
Healthcare Products,343,13396.18320000001,0.2057329007359805,4474.418000000002,0.09394090526932165,4513.098999999997,4528.061000000001,4399.525000000002,4173.196999999997,4124.109000000001,0.01643891435647915
Healthcare Support Services,217,3266.3952,0.035000743138057164,1055.638,0.004122878895979328,1088.4229999999998,1128.2290000000003,1115.948,1083.5110000000002,1105.4880000000003,-0.009185858432934069
Heathcare Information and Technology,129,5339.729200000001,0.13538299392387476,1813.992,0.07704995080292226,1816.7710000000002,1803.654,1710.719,1529.2019999999998,1481.2380000000003,0.04136290770129891
Homebuilding,43,72.1338,0.004093599404148283,27.777,0.0023810178947934165,24.843000000000004,20.735,21.846,16.515,17.459,0.09731974720127945
Hospitals/Healthcare Facilities,147,265.6504,0.0047020568201198605,94.447,0.0018546350018345677,90.64800000000001,87.546,78.76699999999998,73.25299999999999,69.661,0.06277099356813065
Hotel/Gaming,412,1666.5102,0.008178425235798308,568.8720000000001,0.007291415861039211,553.327,536.114,557.74,551.061,580.045,-0.003882490365637814
Household Products,309,3351.8504000000003,0.05777303302649557,1113.181,0.013460051018478445,1122.3650000000002,1132.2689999999996,1121.8800000000003,1063.3200000000002,1116.2629999999995,-0.0005528104771036491
Information Services,39,109.5848,0.027757518311720193,23.068999999999996,0.0025031635412477806,41.572,46.373,45.262,36.647999999999996,15.793000000000001,0.07873017360801327
Investments & Asset Management,481,113.91380000000002,0.0003125253313507979,41.239000000000004,0.001652347311633048,39.466,34.653999999999996,32.385,36.778000000000006,37.208999999999996,0.020779701595634803
Machinery,911,26887.948200000003,0.13408161482371495,9094.511000000008,0.03993189408443766,8990.205000000004,9089.07900000001,8743.970000000005,8251.18900000001,8307.477999999994,0.018267846811066413
Metals & Mining,331,17634.942200000005,0.04477035850254495,5912.924000000003,0.011018435594668263,5809.151999999998,6122.738000000001,6113.828999999997,4777.611,4827.893000000001,0.04137927934193364
Office Equipment & Services,71,426.0296000000001,0.0675564343566476,137.06599999999997,0.01244584012871337,138.624,147.14000000000001,148.61599999999999,151.67000000000004,160.76299999999998,-0.03139049296081253
Oil/Gas (Integrated),16,17696.612999999998,0.01625579357806881,6023.697,0.0037289962311583317,5991.668,6170.19,6125.6,3636.1379999999995,5562.9529999999995,0.016041730469764648
Oil/Gas (Production and Exploration),103,2249.1652,0.011087425549537561,785.6689999999999,0.00642812592208015,749.9569999999999,763.1959999999999,720.574,586.9169999999999,618.083,0.04915236455614691
Oil/Gas Distribution,111,704.5459999999999,0.005867577676200019,280.983,0.0019490375340888906,248.006,220.02400000000003,183.948,97.82299999999998,100.09399999999998,0.2292901450763778
Oilfield Svcs/Equip.,225,6224.236000000001,0.012943472949395332,2056.1269999999995,0.002693875268009621,2108.8689999999997,2133.3379999999993,2075.7360000000003,1853.5829999999996,1770.1539999999998,0.0304045720645012
Packaging & Container,320,2014.3237999999997,0.039593851331573705,667.4739999999999,0.011998231059304051,665.1050000000002,683.4019999999999,665.7719999999999,692.0790000000003,719.3350000000004,-0.014853922899232819
Paper/Forest Products,188,2850.9970000000003,0.0213673874583242,924.5329999999996,0.00985840908167094,932.955,982.639,987.8209999999999,976.9410000000003,1035.4899999999998,-0.022413261178042987
Power,321,7196.4272,0.0047841744457174885,2407.257,0.002987271516616629,2405.005,2468.0789999999997,2337.1450000000004,2247.304,2181.181999999999,0.019920005931908236
Precious Metals,62,1771.9588000000003,0.017300687408303286,603.5100000000001,0.00503906997159164,595.7629999999998,595.631,568.643,535.0129999999999,537.5519999999999,0.023417402851253266
Publishing & Newspapers,170,900.4274000000001,0.03517519683594765,286.642,0.010088954931083104,297.5669999999999,312.42299999999994,313.2510000000001,314.88800000000003,334.95799999999997,-0.03067392800873492
Real Estate (Development),773,3739.2611999999995,0.0018714448469341572,1177.519,0.0013745831833451858,1220.5389999999998,1290.7899999999997,1361.585,1331.015,1574.7479999999998,-0.05647943259844468
Real Estate (General/Diversified),218,3934.014,0.006615317175513496,1341.067,0.013202205979386943,1335.467,1353.6420000000003,1182.252,1197.437,1216.8259999999998,0.019634212010236185
Real Estate (Operations & Services),374,455.6218,0.0009656615167747172,142.78799999999998,0.0016237366028766574,164.65699999999995,152.60699999999997,150.53500000000003,146.65,141.86599999999999,0.0012964522006766455
Recreation,143,1878.5813999999998,0.07624115443997094,611.2120000000001,0.02486839073545317,625.0749999999999,655.323,631.2149999999998,608.148,603.3180000000001,0.002603272697661252
Restaurant/Dining,158,8928.508200000002,0.15002742925328383,2930.4500000000007,0.03197278981332702,2948.373,3085.379,3043.477,2853.7080000000005,2924.1680000000006,0.00042929193473661975
Retail (Automotive),107,71.8888,0.0009304612467844166,23.962000000000003,0.00011122104179945012,24.233,24.566000000000003,23.866,21.272000000000002,20.709,0.029610083401837572
Retail (Building Supply),46,9.4876,0.0007734790597327789,3.032,0.00016718489204388496,4.026,2.9899999999999998,2.488,2.2279999999999998,2.1839999999999997,0.06781326738588533
Retail (Distributors),673,2503.9076,0.008946003204142225,834.4810000000001,0.001311326416866869,831.3010000000002,860.4740000000003,824.5510000000003,791.4049999999999,763.3900000000001,0.017967697976557284
Retail (General),146,6256.293999999998,0.023250882552209425,2374.8280000000004,0.007127670225399504,2068.5349999999994,1983.2990000000002,1778.647,1625.999,1418.2179999999996,0.10860755399097566
Retail (Grocery and Food),86,219.6008,0.0033659746234184335,61.47899999999999,0.00035719327345786595,71.894,78.793,81.08500000000001,104.484,104.89699999999999,-0.10134551650202017
Retail (REITs),40,-0.0848,-8.02649058011701e-07,0,0,-0.035,-0.072,-0.034,0,0.211,-1
Retail (Special Lines),251,1667.3238000000003,0.01563725749571595,515.8389999999999,0.002625760686391787,543.211,581.2269999999999,612.333,616.233,652.058,-0.045786428170709215
Rubber& Tires,72,3143.7328,0.059515112174835516,1047.526,0.01836566504305945,1043.864,1054.653,1045.773,1050.073,1055.838,-0.0015794655126077917
Semiconductor,513,91164.08760000006,0.22282119329042147,29775.947000000007,0.08203675891430458,30411.346999999983,31306.20199999998,31623.73400000001,28129.241000000024,28177.262999999984,0.011098242352342247
Semiconductor Equip,277,14118.614399999993,0.13639871145807966,4819.4209999999985,0.0544449288340754,4805.729000000003,4694.291000000002,4536.653000000002,4116.872,4001.7620000000015,0.03788377303609902
Shipbuilding & Marine,240,1269.6285999999998,0.003802891855794508,388.4279999999999,0.0023558936446495525,451.40600000000006,454.209,424.724,388.304,341.867,0.025866078428932182
Shoe,58,1964.4330000000002,0.07521142029168601,646.778,0.018772913827449868,644.6160000000001,677.7889999999999,666.4910000000001,643.462,648.428,-0.0005094419164486386
Software (Entertainment),66,32946.481800000016,0.17439035783969928,10829.086,0.09372030641632041,10807.894999999999,11275.2,11349.600999999999,10830.597,11384.414000000002,-0.0099520601557479
Software (Internet),42,2681.860200000001,0.20808235676374914,883.317,0.03676492684324091,877.9759999999999,910.4959999999999,916.4159999999998,916.4919999999998,923.4779999999998,-0.008853145535619111
Software (System & Application),521,35498.220600000015,0.5098165097133072,11715.249000000002,0.15764972469412372,11797.953000000001,12126.950999999985,11923.349000000006,11495.495000000008,11510.458000000008,0.0035332900262214917
Steel,536,24174.0102,0.042778312746324515,7969.208999999999,0.010964958382923906,8012.046000000002,8444.194,8344.209,6954.821999999997,7339.647000000004,0.01659509221669042
Telecom (Wireless),63,12111.4168,0.02625681274156284,4202.633000000001,0.01133313464233166,3957.7159999999994,4050.4170000000004,3906.688,3748.428,4257.1269999999995,-0.002573340465821694
Telecom. Equipment,299,29341.732199999984,0.42991195400241355,9893.230999999996,0.08963795402527483,9862.393,9910.918,9546.550000000001,8967.08,9161.521999999997,0.01548638297387428
Telecom. Services,140,7300.9752,0.0165392012254065,3001.479,0.009029873349567008,2829.749,456.01500000000004,2966.217,2878.0060000000003,2331.904,0.051780048607210194
Tobacco,31,765.7896,0.030926841436820476,261.03999999999996,0.008843743246456702,263.34,275.524,273.10100000000006,97.614,232.166,0.02372117945008423
Transportation,296,5609.1002,0.018782844717707862,1841.5690000000006,0.005572474535918088,1945.3470000000002,1909.6009999999994,1843.2400000000007,1640.9849999999994,1601.0789999999995,0.02838337433100202
Transportation (Railroads),15,101.67580000000001,0.0009376783062018565,31.908,0.0008786548660869184,33.185,34.345,36.427,40.21,43.268,-0.059093318621304736
Trucking,55,47.2214,0.0023633656072095254,14.915999999999999,0.0009094741524836219,16.002,16.593999999999998,15.758999999999999,16.218999999999998,16.067,-0.014756640998001114
Utility (General),14,85.7122,0.0007148592018287877,26.761000000000003,0.0006200129743756083,27.624000000000002,28.2,28.43,42.8,42.485,-0.08829708560580174
Utility (Water),71,432.2212,0.003529540188714508,143.79999999999998,0.0038639606402674147,142.832,148.278,145.18800000000005,135.56799999999998,137.314,0.009273367932316923
Total Market,25637,1110528.4674000011,0.030948645755543926,366997.6319999977,0.015311943124217037,373543.90499999974,376232.91500000184,372238.6920000007,350302.4279999994,356638.4249999987,0.005743016713593452
Total Market (without financials),23133,1106015.763000001,0.051499371006279306,365378.06599999766,0.017281304102644276,371974.18699999974,374794.4140000019,370891.0010000007,349126.4929999994,355376.46899999876,0.005566417479042407
